gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
596.088,102,38,0.509907,0.168807,0.497475,0.183305,1.87124,0.225033,0.808413,0.0583178,1.87308,0.223316,0.808599,0.0581306,0.992464,0.169999,1.21108,-0.404475,0.762815,0.955259,1.04177,75.196,17.605,26670,16375,107245,80575,106751,71190,80219,1.02632,1.32758,0.929652,2.78586,453.979,158.337,596.088,196.078
