iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,ntrlbc_avg,ntrlbc_std,uniq_lins,relatedness,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,ntrlabun_avg,ntrlabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std
0,0.1,0.4,40,17217.6,55,50,0.760901,0.166406,0.702116,0.165103,0.381656,0.119335,1,0.996753,-0.00933839,0.087094,0.049451,0.110034,19.5166,12.4287,135.089,40.9229,1.62324e+06,1.52975e+06,4.1559e+06,2.53266e+06,4.14699e+06,2.44518e+06,2.52721e+06,6.76,11.5127
0,0.1,0.4,40,17317.7,34,49,0.763255,0.16579,0.70333,0.16489,0.383049,0.119986,1,0.996703,-0.0117105,0.0863645,0.0503011,0.110988,18.8785,11.716,135.383,41.286,1.63326e+06,1.53914e+06,4.18069e+06,2.54743e+06,4.17173e+06,2.45949e+06,2.54195e+06,6.89796,11.5886
0,0.1,0.4,40,17417.8,45,50,0.763936,0.163254,0.701927,0.162436,0.389619,0.120889,1,0.99648,-0.0224728,0.0896198,0.0357224,0.131906,18.663,12.4599,136.768,43.4685,1.64281e+06,1.54805e+06,4.20499e+06,2.56218e+06,4.19594e+06,2.47378e+06,2.55665e+06,7.02,11.8025
0,0.1,0.4,40,17517.9,53,50,0.763936,0.163254,0.701927,0.162436,0.389619,0.120889,1,0.997058,-0.0224728,0.0896198,0.0357224,0.131906,18.663,12.4599,136.768,43.4685,1.65307e+06,1.55772e+06,4.22998e+06,2.57691e+06,4.22094e+06,2.48812e+06,2.57139e+06,7.02,11.8025
0,0.1,0.4,40,17618,56,50,0.754669,0.164087,0.692925,0.162209,0.376585,0.122911,1,0.996175,-0.0097769,0.0863885,0.0338884,0.128451,18.1898,12.0595,139.6,46.9173,1.66322e+06,1.56723e+06,4.25495e+06,2.59173e+06,4.24581e+06,2.50245e+06,2.58614e+06,7.38,11.9413
0,0.1,0.4,40,17718.1,61,48,0.759939,0.163355,0.695864,0.162137,0.378993,0.12352,1,0.997856,-0.0138435,0.0809278,0.0398494,0.12739,17.0485,10.5548,140.925,47.355,1.67329e+06,1.5767e+06,4.27975e+06,2.60646e+06,4.27063e+06,2.51673e+06,2.60089e+06,7.6875,12.0902
0,0.1,0.4,40,17818.2,73,50,0.770206,0.158058,0.705051,0.158535,0.394594,0.130044,1,0.99629,0.00649348,0.109514,0.0315221,0.125294,15.7857,9.53941,136.469,49.0916,1.68267e+06,1.58551e+06,4.30389e+06,2.62121e+06,4.29467e+06,2.53095e+06,2.61559e+06,7.72,12.2964
0,0.1,0.4,40,17918.3,39,50,0.770206,0.158058,0.705051,0.158535,0.394594,0.130044,1,0.995931,0.00649348,0.109514,0.0315221,0.125294,15.7857,9.53941,136.469,49.0916,1.69293e+06,1.59502e+06,4.32894e+06,2.63601e+06,4.31972e+06,2.54504e+06,2.63038e+06,7.72,12.2964
0,0.1,0.4,40,18018.4,54,50,0.76741,0.15822,0.703865,0.158792,0.399566,0.132291,1,0.996568,0.00648876,0.097221,0.0363461,0.124874,17.8551,13.0146,132.463,45.7847,1.70298e+06,1.6043e+06,4.35387e+06,2.65089e+06,4.34456e+06,2.55918e+06,2.6452e+06,7.98,12.8117
0,0.1,0.4,40,18118.5,56,49,0.770499,0.158416,0.705756,0.159407,0.401254,0.13382,1,0.997482,0.00290682,0.0948858,0.0400014,0.123465,17.359,12.67,131.275,45.4803,1.71311e+06,1.61363e+06,4.37874e+06,2.66563e+06,4.36941e+06,2.57331e+06,2.65993e+06,8.14286,12.8904
0,0.1,0.4,40,18218.6,60,50,0.765771,0.164404,0.701676,0.163551,0.39352,0.127597,1,0.995874,-0.0159604,0.0922789,0.0207588,0.134737,17.3052,12.6618,126.458,41.1097,1.72254e+06,1.62237e+06,4.40298e+06,2.68044e+06,4.39355e+06,2.58746e+06,2.67468e+06,7.96,12.9042
0,0.1,0.4,40,18318.7,50,48,0.77017,0.16587,0.703332,0.165067,0.39031,0.126922,1,0.997594,-0.0129473,0.0921123,0.0214505,0.137098,15.9946,10.9914,128.664,40.341,1.73201e+06,1.63122e+06,4.42718e+06,2.69517e+06,4.41774e+06,2.60171e+06,2.68939e+06,8.29167,13.0655
0,0.1,0.4,40,18418.8,52,50,0.768061,0.168977,0.704219,0.167627,0.393888,0.124928,1,0.994,-0.0105244,0.0862305,0.0280453,0.129739,16.416,10.4949,127.4,39.1044,1.74134e+06,1.63995e+06,4.45132e+06,2.70998e+06,4.4418e+06,2.61601e+06,2.70416e+06,8.2,13.1742
0,0.1,0.4,40,18518.9,49,48,0.774137,0.167882,0.708125,0.167385,0.395826,0.125372,1,0.99641,-0.0162641,0.082799,0.0292474,0.130837,15.4153,9.46975,128.523,39.1814,1.75099e+06,1.649e+06,4.47567e+06,2.72468e+06,4.46614e+06,2.63026e+06,2.71884e+06,8.54167,13.3369
0,0.1,0.4,40,18619,55,50,0.772809,0.17187,0.709304,0.169402,0.388584,0.132565,1,0.995436,-0.0189261,0.0847461,0.0331027,0.13247,17.135,12.3501,131.561,39.2106,1.76048e+06,1.6579e+06,4.5e+06,2.73951e+06,4.49037e+06,2.64465e+06,2.73361e+06,8.54,13.312
0,0.1,0.4,40,18719.1,50,49,0.774517,0.172185,0.709678,0.169783,0.381836,0.127194,1,0.996247,-0.0170275,0.0845472,0.0351815,0.133005,16.3209,11.0681,132.499,39.0502,1.77075e+06,1.66751e+06,4.52504e+06,2.75429e+06,4.5154e+06,2.65904e+06,2.74839e+06,8.71429,13.3905
0,0.1,0.4,40,18819.2,48,50,0.77658,0.169677,0.713731,0.168165,0.375536,0.122775,1,0.995992,-0.00553726,0.0867249,0.0231016,0.128839,16.4077,11.4483,134.396,39.4253,1.78043e+06,1.67656e+06,4.5495e+06,2.76907e+06,4.53976e+06,2.67335e+06,2.76311e+06,8.78,13.7583
0,0.1,0.4,40,18919.3,59,49,0.775654,0.171635,0.711577,0.169418,0.37554,0.124533,1,0.993746,-0.0102942,0.0808904,0.021829,0.129836,15.6716,10.3269,134.455,39.8234,1.79061e+06,1.68616e+06,4.57444e+06,2.78383e+06,4.5647e+06,2.68765e+06,2.77787e+06,8.95918,13.8401
0,0.1,0.4,40,19019.4,52,49,0.778661,0.164045,0.715295,0.164823,0.368365,0.117819,1,0.992727,-0.00676185,0.0781562,0.0532743,0.123567,16.4374,11.1188,133.772,42.3293,1.80055e+06,1.69552e+06,4.59917e+06,2.79862e+06,4.58933e+06,2.70197e+06,2.79261e+06,9.16327,13.9961
0,0.1,0.4,40,19119.5,50,48,0.777731,0.165319,0.713273,0.165518,0.371822,0.118397,1,0.994039,-0.0034147,0.0754101,0.056467,0.122831,15.794,10.2917,133.503,42.7266,1.81017e+06,1.70447e+06,4.62352e+06,2.81335e+06,4.61367e+06,2.71626e+06,2.80734e+06,9.35417,14.0779
0,0.1,0.4,40,19219.6,45,50,0.776777,0.163619,0.715737,0.16516,0.39148,0.129792,1,0.995849,-0.0121505,0.0892924,0.0503107,0.116738,17.2436,10.6017,133.215,41.5202,1.81989e+06,1.71346e+06,4.64798e+06,2.82809e+06,4.63806e+06,2.7305e+06,2.82204e+06,9.22,14.1623
0,0.1,0.4,40,19319.7,73,50,0.776777,0.163619,0.715737,0.16516,0.39148,0.129792,1,0.994069,-0.0121505,0.0892924,0.0503107,0.116738,17.2436,10.6017,133.215,41.5202,1.8303e+06,1.72316e+06,4.67312e+06,2.84281e+06,4.66319e+06,2.74476e+06,2.83677e+06,9.22,14.1623
0,0.1,0.4,40,19419.8,39,50,0.781288,0.163886,0.7159,0.163669,0.369496,0.124152,1,0.996654,-0.0243172,0.0728836,0.0423853,0.124824,15.7939,10.7596,140.149,40.7171,1.84039e+06,1.7326e+06,4.69802e+06,2.85763e+06,4.688e+06,2.75909e+06,2.85154e+06,9.56,14.4086
0,0.1,0.4,40,19519.9,63,48,0.785008,0.165458,0.717166,0.165297,0.370433,0.125395,1,0.997006,-0.0237359,0.0722751,0.0438058,0.127178,14.659,9.27188,139.758,41.2295,1.85061e+06,1.74224e+06,4.72298e+06,2.87237e+06,4.71293e+06,2.7735e+06,2.86625e+06,9.95833,14.5702
0,0.1,0.4,40,19620,50,50,0.777184,0.166529,0.71412,0.165791,0.384101,0.127109,1,0.995992,-0.0171849,0.0875358,0.0406806,0.121275,16.6844,10.3419,139.334,48.106,1.86005e+06,1.75109e+06,4.74723e+06,2.88718e+06,4.73709e+06,2.78794e+06,2.88102e+06,9.7,14.7326
0,0.1,0.4,40,19720.1,33,50,0.777184,0.166529,0.71412,0.165791,0.384101,0.127109,1,0.994964,-0.0171849,0.0875358,0.0406806,0.121275,16.6844,10.3419,139.334,48.106,1.87028e+06,1.76068e+06,4.77222e+06,2.90194e+06,4.76207e+06,2.8023e+06,2.89578e+06,9.7,14.7326
0,0.1,0.4,40,19820.2,44,50,0.770075,0.165296,0.708107,0.16332,0.381812,0.123529,1,0.995999,-0.0169581,0.0906201,0.0328235,0.125599,17.2997,11.6752,133.725,42.5809,2038,1897,5114,3076,5032,2948,3034,10.04,15.0106
0,0.1,0.4,40,19920.3,46,50,0.770075,0.165296,0.708107,0.16332,0.381812,0.123529,1,0.996549,-0.0169581,0.0906201,0.0328235,0.125599,17.2997,11.6752,133.725,42.5809,12452,11655,30280,17828,30200,17212,17774,10.04,15.0106
