dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0.1,1,0.4,40,50.1016,0,20,-0.282192,0,21,6,35,14,26,10,14,14,0,-0.667949,0.449851,0,1.82251,0.575219,6.11249,35.1841,1.98359,9.20844,28.1715,0.321282,49.0544,9.20463,34.8062,1.19256,
0.1,1,0.4,40,50.1016,0,41,-0.105739,0,22,9,45,23,38,0,19,0,0,1.17075,1.00413,0,0.428198,0.457531,7.22902,16.7522,47.8682,3.0328,21.2084,5.74274,19.1052,4.27431,9.065,17.374,
0.1,1,0.4,40,50.1016,0,11,-0.884006,0,14,3,36,22,30,17,33,33,0,-0.201305,0.402347,0,0.318859,0.422561,1.24727,20.6516,8.87741,0.499889,1.60026,0.477113,18.2093,12.9145,9.65289,1.10555,
0.1,1,0.4,40,50.1016,0,18,-0.215702,0,19,7,42,23,38,11,21,12,0,0.452547,0.0444349,0,0.718372,0.397148,51.0935,6.41501,0.371769,8.41556,17.0851,3.05031,31.4066,16.3503,7.37555,9.95038,
0.1,1,0.4,40,50.1016,0,47,-0.551821,0,17,7,34,17,28,12,24,24,0,-2.34957,1.45535,0,0.942141,0.362211,23.3727,7.2121,4.62522,0.547622,10.2807,25.5894,6.92117,27.3413,2.41146,1.12862,
0.1,1,0.4,40,50.1016,0,33,-0.81028,0,30,9,45,15,38,13,21,21,0,-2.13669,3.58283,0,-2.04431,0.367467,2.84325,4.2573,10.8453,22.4674,3.45646,6.41432,1.62377,42.1814,2.80442,10.9488,
0.1,1,0.4,40,50.1016,0,13,-0.99337,0,25,12,43,18,39,15,25,25,0,-1.66766,1.37204,0,-1.53916,0.256514,10.1835,5.75573,17.5214,13.1355,1.85467,1.91447,1.5197,21.0833,13.7139,11.012,
0.1,1,0.4,40,50.1016,0,29,-0.0307708,0,31,11,52,21,48,3,20,0,0,0.836327,0.438289,0,-2.40831,0.52562,70.7187,0.351464,13.8588,14.1272,11.3215,14.4316,11.8718,0.299712,0.978936,2.43265,
0.1,1,0.4,40,50.1016,0,3,-0.904406,0,31,13,51,20,44,16,24,24,0,-2.66122,1.07329,0,1.6304,0.299747,4.16954,10.1117,10.2813,18.9176,1.76161,17.5563,3.012,23.0505,1.27539,4.2564,
0.1,1,0.4,40,50.1016,0,43,-0.0860603,0,35,14,62,27,59,0,33,0,0,1.7177,0.296807,0,-0.447194,0.449414,22.7948,1.35964,43.6346,2.17248,4.49626,11.6456,6.97004,1.28155,1.75093,7.73363,
0.1,1,0.4,40,50.1016,0,21,-0.0920303,0,36,13,61,25,55,0,27,0,0,2.24873,-1.45789,0,0.371815,0.402107,8.00424,8.37401,0.392179,3.67968,7.55132,19.7498,21.54,0.580764,21.3311,17.2022,
