iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
0,1,0.4,40,10.1017,285,46,0.505113,0.115776,0.49535,0.133898,1.91753,0.15868,0.814104,0.0475337,1.91747,0.159122,0.814113,0.0475901,0.990728,0.0993959,0.95409,-0.103765,0.97588,1.10828,0.971021,95.2871,28.5305,1133,562,2626,1493,2382,940,1371,0,0,1,0,10.1017,5.32907e-15,10.1017,10.1017
0,1,0.4,40,20.2025,264,32,0.498194,0.117858,0.484313,0.14182,1.92851,0.156289,0.818265,0.0459402,1.92848,0.156327,0.818297,0.0458618,0.98706,0.115831,0.969818,-0.321052,0.807629,1.22951,1.07585,90.5088,25.815,1630,811,4533,2903,4272,1983,2703,0,0,1,0,20.2025,1.42109e-14,20.2025,20.2025
0,1,0.4,40,30.303,266,30,0.502693,0.118976,0.487756,0.144586,1.92241,0.159525,0.817155,0.0470761,1.9223,0.15952,0.817173,0.0469929,0.984253,0.107594,0.978688,-0.390643,0.785337,1.1859,1.09694,90.1122,26.0599,1891,963,6053,4162,5798,3090,3960,0,0,1,0,30.303,0,30.303,30.303
0,1,0.4,40,40.4247,252,29,0.500686,0.119655,0.485308,0.145705,1.92385,0.162058,0.817364,0.0478671,1.92371,0.16206,0.817375,0.047783,0.991834,0.0648577,0.967506,-0.425216,0.775992,1.27836,0.994147,91.1102,25.9357,2168,1119,7592,5424,7336,4235,5227,0,0,1,0,40.4247,0,40.4247,40.4247
0,1,0.4,40,50.5259,245,29,0.500686,0.119655,0.485308,0.145705,1.92385,0.162058,0.817364,0.0478671,1.92371,0.16206,0.817375,0.047783,0.98867,0.0648577,0.967506,-0.425216,0.775992,1.27836,0.994147,91.1102,25.9357,2412,1261,9070,6658,8821,5345,6465,0,0,1,0,50.5259,7.10543e-15,50.5259,50.5259
0,1,0.4,40,60.6292,234,29,0.500686,0.119655,0.485308,0.145705,1.92385,0.162058,0.817364,0.0478671,1.92371,0.16206,0.817375,0.047783,0.989121,0.0648577,0.967506,-0.425216,0.775992,1.27836,0.994147,91.1102,25.9357,2650,1400,10545,7895,10294,6463,7694,0,0,1,0,60.6292,2.13163e-14,60.6292,60.6292
0,1,0.4,40,70.7312,224,29,0.500686,0.119655,0.485308,0.145705,1.92385,0.162058,0.817364,0.0478671,1.92371,0.16206,0.817375,0.047783,0.992951,0.0648577,0.967506,-0.425216,0.775992,1.27836,0.994147,91.1102,25.9357,2864,1523,11987,9123,11747,7589,8936,0,0,1,0,70.7312,1.42109e-14,70.7312,70.7312
0,1,0.4,40,80.8348,203,28,0.498829,0.12018,0.482946,0.146731,1.92551,0.164685,0.81795,0.0486121,1.9254,0.164677,0.817966,0.0485242,0.990379,0.0634513,0.984602,-0.45923,0.768191,1.25893,1.00632,90.6127,26.2585,3105,1670,13473,10368,13198,8681,10148,0,0,1,0,80.8348,7.10543e-14,80.8348,80.8348
0,1,0.4,40,90.9355,202,28,0.498829,0.12018,0.482946,0.146731,1.92551,0.164685,0.81795,0.0486121,1.9254,0.164677,0.817966,0.0485242,0.993077,0.0634513,0.984602,-0.45923,0.768191,1.25893,1.00632,90.6127,26.2585,3336,1805,14908,11572,14637,9797,11358,0,0,1,0,90.9355,1.42109e-14,90.9355,90.9355
0,1,0.4,40,101.039,175,28,0.498829,0.12018,0.482946,0.146731,1.92551,0.164685,0.81795,0.0486121,1.9254,0.164677,0.817966,0.0485242,0.984537,0.0634513,0.984602,-0.45923,0.768191,1.25893,1.00632,90.6127,26.2585,3548,1921,16332,12784,16062,10891,12565,0,0,1,0,101.039,5.68434e-14,101.039,101.039
