dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,for,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
0.01,0.01,0.4,40,221.502,4.10016,5,0.000108312,5.42478e-05,9.118e-05,6.04408e-05,1.53499,4.95992e-05,0.775367,1.47082e-05,1.53499,4.8546e-05,0.775367,1.44109e-05,0.989838,0.185507,0.00769557,-0.00181209,0.00422848,0.999784,0.0107559,346.395,0.0104443,1014,491,3090,2076,2333,824,1578,0.6,0.8,0.444444,0.636514,1.47228,0.652039,2.60903,0.762017
0.01,0.01,0.4,40,241.623,2.96474,5,7.33729e-05,1.7765e-05,6.29833e-05,2.93236e-05,1.53503,2.10335e-05,0.775385,5.39497e-06,1.53503,2.13852e-05,0.775385,5.5356e-06,0.991372,0.0971255,0.00813854,-0.00057058,0.00960258,0.993976,0.00740124,346.521,0.0209012,1138,561,3380,2242,2559,883,1708,0.6,0.8,0.444444,0.636514,2.38052,1.1127,3.34126,0.226374
0.01,0.01,0.4,40,261.75,-0.160145,5,0.000149888,6.74236e-05,0.000127073,8.15534e-05,1.5349,5.87071e-05,0.775349,1.88733e-05,1.5349,5.89925e-05,0.775349,1.89578e-05,0.999876,0.0334019,0.0205671,-0.00571801,0.00882784,0.998467,0.00739867,346.583,0.0621477,1258,621,3650,2392,2756,931,1816,0.6,0.8,0.444444,0.636514,2.94887,0.686241,4.25904,2.24841
0.01,0.01,0.4,40,281.904,0.523692,5,7.90369e-05,2.9883e-05,6.74785e-05,3.78941e-05,1.53501,2.63594e-05,0.775375,7.07254e-06,1.53501,2.6396e-05,0.775375,7.05018e-06,0.988789,0.00361929,0.0107816,0.00532692,0.011551,0.994917,0.00517725,346.443,0.0247924,1330,652,3934,2604,2975,1016,1986,1,1.54919,0.32,0.500402,2.3494,1.68524,4.90315,0.299032
0.01,0.01,0.4,40,302.087,4.29011,5,0.000118065,6.78134e-05,9.98358e-05,7.41812e-05,1.53516,5.95039e-05,0.775417,1.50645e-05,1.53517,5.88913e-05,0.775417,1.49326e-05,0.98851,0.0300397,0.00825396,-0.00414307,0.00773417,0.999946,0.0090428,346.485,0.0244669,1409,697,4236,2827,3218,1106,2167,0.6,0.489898,0.666667,1.09861,3.00893,1.1868,4.05843,0.725292
0.01,0.01,0.4,40,322.197,-0.929644,5,0.00014062,0.000104102,0.00011941,0.000106956,1.53514,4.22096e-05,0.775404,1.44917e-05,1.53514,4.20923e-05,0.775404,1.44101e-05,0.997617,0.0566066,0.00598984,0.000708248,0.0102034,0.999706,0.00504481,346.493,0.0155256,1509,748,4529,3020,3445,1186,2312,0.6,0.8,0.444444,0.636514,2.24117,1.79048,4.49278,0.0735222
0.01,0.01,0.4,40,342.411,4.93475,5,7.81389e-05,1.95501e-05,6.76685e-05,3.17862e-05,1.53519,3.38291e-05,0.775425,8.83721e-06,1.53519,3.48881e-05,0.775425,9.13772e-06,0.996886,0.0453518,0.00948332,0.000823213,0.0101886,1.00279,0.0112656,346.495,0.0216669,1597,788,4833,3236,3671,1259,2474,0.6,0.8,0.444444,0.636514,2.18564,0.859671,3.04801,0.579362
0.01,0.01,0.4,40,362.632,2.96228,5,0.000117147,5.7724e-05,9.90746e-05,6.7224e-05,1.53521,3.1981e-05,0.775429,7.96073e-06,1.53521,3.17088e-05,0.775429,7.9345e-06,0.999276,0.0472683,0.00827221,-0.000521136,0.00804991,0.999543,0.010171,346.581,0.0238706,1717,853,5116,3399,3889,1327,2594,0.6,0.8,0.444444,0.636514,2.44322,0.762445,3.75722,1.62353
0.01,0.01,0.4,40,382.74,1.12946,5,7.55715e-05,3.41898e-05,6.37133e-05,3.92807e-05,1.5352,2.38967e-05,0.775428,6.8208e-06,1.5352,2.35417e-05,0.775428,6.73461e-06,0.789521,0.031657,0.00202378,0.00115424,0.00994209,1.00533,0.00952434,346.453,0.0148852,1817,900,5396,3579,4103,1394,2732,0.6,0.8,0.444444,0.636514,2.1931,0.791278,3.00756,0.795165
0.01,0.01,0.4,40,402.91,1.09721,5,6.96149e-05,1.95646e-05,6.02703e-05,3.01381e-05,1.53534,1.36659e-05,0.775471,3.33772e-06,1.53534,1.3967e-05,0.77547,3.41698e-06,0.97084,0.0221023,0.00604561,0.00128958,0.00917811,0.994108,0.0127313,346.433,0.020812,1922,951,5688,3766,4335,1473,2879,0.6,0.489898,0.666667,1.09861,2.26556,1.41451,4.29946,0.606733
0.01,0.01,0.4,40,423.022,3.08619,5,6.15022e-05,2.61665e-05,5.28703e-05,3.08384e-05,1.53544,2.30686e-05,0.775487,6.09094e-06,1.53544,2.32217e-05,0.775487,6.13013e-06,0.99637,0.0595218,0.015689,-0.00657496,0.00873898,1.00325,0.00849924,346.422,0.0162528,1993,988,5957,3964,4543,1554,3039,0.8,0.748331,0.625,1.03972,2.95283,1.5931,5.39103,0.414667
0.01,0.01,0.4,40,443.167,1.11154,5,8.26093e-05,2.66763e-05,6.91825e-05,3.72098e-05,1.53537,3.05067e-05,0.775463,8.40708e-06,1.53537,2.98551e-05,0.775463,8.28681e-06,0.996039,0.174933,0.0203484,-0.00943452,0.00797817,1.00165,0.00510368,346.327,0.00542752,2056,1022,6256,4200,4774,1647,3222,0.8,1.16619,0.375,0.562335,2.38973,0.985034,3.07238,0.479945
0.01,0.01,0.4,40,463.281,-0.643479,5,0.000109768,4.81479e-05,9.22278e-05,5.73657e-05,1.53518,1.80851e-05,0.775401,4.17945e-06,1.53518,1.88911e-05,0.775401,4.36271e-06,0.997968,0.166509,0.0123508,0.00615053,0.0122549,0.997537,0.00778037,346.324,0.012747,2179,1091,6545,4366,4982,1705,3348,0.8,0.748331,0.625,1.03972,1.32543,0.511356,2.07486,0.656208
0.01,0.01,0.4,40,483.395,4.22497,5,0.000133593,5.15632e-05,0.000114428,6.78898e-05,1.53525,6.80199e-05,0.775417,2.15959e-05,1.53526,6.83756e-05,0.775417,2.17469e-05,0.956901,0.137186,0.00595352,-0.00326022,0.0147867,0.995508,0.00776591,346.354,0.019417,2285,1144,6828,4543,5193,1771,3481,0.6,0.8,0.444444,0.636514,2.24848,0.800555,3.30578,1.02842
0.01,0.01,0.4,40,503.497,0.137189,5,8.34351e-05,2.28734e-05,7.12012e-05,3.56638e-05,1.53513,5.08886e-05,0.775381,1.48322e-05,1.53513,5.20306e-05,0.775381,1.5142e-05,0.99277,0.12973,0.0116337,0.000621314,0.00983818,1.00263,0.00933422,346.442,0.0141825,2366,1187,7123,4757,5416,1850,3644,0.6,0.8,0.444444,0.636514,2.80965,0.966361,4.08669,1.17756
0.01,0.01,0.4,40,523.611,1.78682,5,9.06556e-05,3.71853e-05,7.55177e-05,4.47348e-05,1.53505,2.59568e-05,0.775357,7.77075e-06,1.53505,2.56205e-05,0.775357,7.70812e-06,0.999258,0.143245,0.0169948,0.00493061,0.00772185,0.989441,0.00760305,346.438,0.0367042,2506,1249,7399,4893,5627,1897,3746,0.6,0.8,0.444444,0.636514,1.20429,0.96302,2.8207,0.177461
0.01,0.01,0.4,40,543.72,1.95233,5,8.96288e-05,2.90177e-05,7.67372e-05,4.09863e-05,1.53504,1.28174e-05,0.775357,3.79446e-06,1.53504,1.27688e-05,0.775357,3.83693e-06,0.998304,0.190668,0.010022,-0.00591308,0.00895883,0.998192,0.00858121,346.413,0.0188402,2600,1293,7671,5071,5829,1967,3886,0.6,0.8,0.444444,0.636514,2.02526,1.13352,3.74814,0.305033
0.01,0.01,0.4,40,563.864,3.39673,5,0.000121908,3.28551e-05,0.000102787,5.18359e-05,1.53516,2.79612e-05,0.775396,8.65026e-06,1.53515,2.92127e-05,0.775395,8.98027e-06,0.994072,0.172504,0.0141888,-0.00622653,0.00806996,0.996914,0.00451944,346.422,0.016318,2651,1317,7948,5297,6047,2062,4059,0.6,0.8,0.444444,0.636514,2.9276,1.39432,5.58277,1.69147
0.01,0.01,0.4,40,583.988,1.05302,5,9.5199e-05,3.3725e-05,8.06914e-05,4.44299e-05,1.53513,2.33402e-05,0.775382,5.37057e-06,1.53513,2.28677e-05,0.775382,5.2693e-06,0.999023,0.169494,0.0197107,-0.00696377,0.00301899,1.00219,0.007473,346.488,0.0210797,2783,1389,8241,5458,6265,2122,4184,0.6,0.8,0.444444,0.636514,2.37984,1.19148,4.47989,0.850446
0.01,0.01,0.4,40,604.148,0.72477,5,0.000101507,7.20853e-05,8.73635e-05,7.51886e-05,1.53516,1.99604e-05,0.775388,6.58351e-06,1.53516,1.98735e-05,0.775388,6.52202e-06,0.998619,0.229977,0.01772,0.00360458,0.00909203,1.00356,0.00958302,346.436,0.014006,2866,1431,8532,5666,6487,2191,4346,0.6,1.2,0,0,2.72215,1.27169,4.022,0.735322
0.01,0.01,0.4,40,624.417,1.10346,5,7.80524e-05,2.74976e-05,6.6354e-05,3.65574e-05,1.53526,2.79059e-05,0.775412,8.64035e-06,1.53526,2.82468e-05,0.775412,8.72007e-06,0.980537,0.242153,0.00763451,-0.00279816,0.00851069,1.00117,0.00602693,346.413,0.0284049,2944,1466,8811,5867,6701,2272,4499,0.6,0.489898,0.666667,1.09861,2.22557,1.06373,3.35885,0.810408
0.01,0.01,0.4,40,644.538,0.272356,5,5.18751e-05,1.80881e-05,4.65835e-05,2.38629e-05,1.53525,8.1461e-06,0.775411,2.59891e-06,1.53525,8.95671e-06,0.775411,2.82736e-06,0.8632,0.245172,0.00300013,0.00863416,0.00849849,0.995412,0.0123991,346.481,0.0107204,3022,1506,9087,6065,6916,2347,4659,1,0.894427,0.64,1.05492,2.37828,1.47333,3.89096,0.440599
0.01,0.01,0.4,40,664.645,1.6918,5,5.94889e-05,2.46185e-05,5.18092e-05,3.01778e-05,1.53512,1.50113e-05,0.775369,3.82338e-06,1.53512,1.4842e-05,0.775369,3.77734e-06,0.979968,0.275132,0.00812691,0.0052451,0.0095818,1.00133,0.00666239,346.322,0.00666748,3133,1565,9383,6250,7135,2421,4808,0.8,1.16619,0.375,0.562335,2.10719,0.817615,3.40057,1.15775
0.01,0.01,0.4,40,684.845,0.913282,5,9.2768e-05,4.82321e-05,7.86472e-05,5.39542e-05,1.5353,4.31449e-05,0.775415,1.34274e-05,1.5353,4.245e-05,0.775415,1.32653e-05,0.995863,0.246643,0.0111582,0.00448206,0.011681,1.00333,0.00835343,346.352,0.00459664,3195,1589,9672,6477,7351,2516,4982,0.8,0.748331,0.625,1.03972,1.71008,0.81866,3.2477,0.964123
0.01,0.01,0.4,40,705.073,0.573421,5,8.19299e-05,3.40489e-05,7.04895e-05,4.13507e-05,1.53511,2.36742e-05,0.775357,6.39489e-06,1.53511,2.54521e-05,0.775357,6.8744e-06,0.998811,0.25931,0.0139396,0.00684532,0.0109932,0.994756,0.010458,346.216,0.0332571,3346,1675,9969,6623,7580,2580,5102,0.8,0.748331,0.625,1.03972,1.45474,0.64056,2.35233,0.36892
0.01,0.01,0.4,40,725.181,0.126649,5,6.8662e-05,2.41301e-05,5.89354e-05,3.23384e-05,1.53515,1.6143e-05,0.775369,4.93218e-06,1.53515,1.63646e-05,0.775369,5.04819e-06,0.995059,0.255044,0.0114678,-0.00174457,0.0051539,0.99582,0.0103279,346.371,0.0271236,3433,1720,10256,6823,7802,2662,5258,0.8,0.748331,0.625,1.03972,1.60624,0.920553,2.71185,0.0585949
0.01,0.01,0.4,40,745.293,1.97619,5,8.40898e-05,2.62281e-05,7.3025e-05,3.81275e-05,1.53506,2.53029e-05,0.775344,6.85566e-06,1.53506,2.53218e-05,0.775343,6.92201e-06,0.999374,0.252126,0.00842937,0.000129535,0.00738849,1.00317,0.00881159,346.258,0.0287328,3556,1793,10534,6978,8010,2716,5374,0.4,0.489898,0.5,0.693147,2.42792,1.27687,3.90975,0.781842
0.01,0.01,0.4,40,765.603,2.6744,5,6.21825e-05,2.09739e-05,5.42956e-05,2.8916e-05,1.53505,3.13151e-05,0.775342,9.0023e-06,1.53505,3.05014e-05,0.775343,8.77025e-06,0.999716,0.285229,0.0108048,0.000244168,0.00989288,1.01214,0.00495008,346.279,0.0194655,3652,1844,10804,7152,8228,2792,5523,0.8,0.748331,0.625,1.03972,1.8044,1.03147,3.0931,0.873266
0.01,0.01,0.4,40,785.716,0.840121,5,9.16824e-05,3.59906e-05,7.91593e-05,4.54252e-05,1.53504,4.78324e-05,0.775338,1.49987e-05,1.53504,4.82142e-05,0.775338,1.50679e-05,0.987631,0.206207,0.00637862,-0.00731211,0.0138958,0.998669,0.00399992,346.345,0.0143277,3719,1874,11089,7370,8456,2886,5696,0.8,0.748331,0.625,1.03972,1.38764,0.661602,2.3253,0.435836
0.01,0.01,0.4,40,805.819,1.05446,5,0.000116366,4.70827e-05,9.91462e-05,5.94197e-05,1.53491,3.18034e-05,0.775303,9.20519e-06,1.53491,3.19829e-05,0.775303,9.26267e-06,0.999625,0.177527,0.019202,-0.00444252,0.00799914,1.00529,0.0130926,346.401,0.0518974,3789,1914,11386,7597,8681,2966,5870,0.4,0.489898,0.5,0.693147,1.85047,1.20937,3.40172,0.31867
0.01,0.01,0.4,40,825.978,2.85401,5,9.18505e-05,3.1229e-05,7.95185e-05,4.23902e-05,1.53483,2.66322e-05,0.775278,7.75397e-06,1.53483,2.7523e-05,0.775279,7.98392e-06,0.971121,0.176172,0.00600892,-0.00307194,0.0118653,1.00541,0.00515742,346.387,0.0185932,3872,1958,11674,7802,8890,3035,6019,0.8,0.748331,0.625,1.03972,1.61556,0.907185,2.45078,0.0904993
0.01,0.01,0.4,40,846.195,-0.23739,5,7.13966e-05,2.15686e-05,6.13828e-05,3.13765e-05,1.53472,2.15572e-05,0.775255,6.78575e-06,1.53472,2.19087e-05,0.775254,6.89828e-06,0.986761,0.164724,0.0077725,0.000360621,0.00987624,0.995558,0.0104844,346.532,0.0251778,3922,1984,11971,8049,9110,3130,6198,0.8,0.748331,0.625,1.03972,1.86485,1.05146,3.4961,0.970497
0.01,0.01,0.4,40,866.34,0.282572,5,0.000109827,4.49766e-05,9.40302e-05,5.65595e-05,1.53448,8.99079e-05,0.775179,2.5338e-05,1.53448,9.05335e-05,0.775179,2.55248e-05,0.999222,0.198623,0.0151203,-0.00142855,0.00582097,0.994991,0.00817864,346.404,0.0154542,3998,2021,12268,8270,9336,3213,6368,0.4,0.489898,0.5,0.693147,1.09777,1.07934,2.52158,0.0907077
0.01,0.01,0.4,40,886.445,0.231128,5,4.12954e-05,1.18943e-05,3.72445e-05,1.77763e-05,1.5344,8.25008e-06,0.775154,2.30919e-06,1.5344,9.80399e-06,0.775154,2.76861e-06,0.992979,0.244911,0.00649071,0.0144093,0.00653888,1.00477,0.00927966,346.4,0.00923895,4073,2059,12557,8484,9544,3286,6525,0.8,0.748331,0.625,1.03972,1.92388,1.63263,4.96153,0.274188
0.01,0.01,0.4,40,906.554,2.0459,5,8.67515e-05,3.83607e-05,7.29706e-05,4.56765e-05,1.5344,1.54037e-05,0.775156,4.8138e-06,1.5344,1.56694e-05,0.775157,4.8803e-06,0.99774,0.206186,0.0115208,-0.00317292,0.0075633,1.0022,0.0103894,346.431,0.0172665,4187,2115,12823,8636,9747,3341,6641,0.4,0.489898,0.5,0.693147,1.92031,1.17005,3.13841,0.0624495
0.01,0.01,0.4,40,926.72,0.600297,5,5.99316e-05,1.16072e-05,5.24675e-05,2.21417e-05,1.53441,2.5198e-05,0.77516,7.46867e-06,1.53441,2.54975e-05,0.77516,7.5677e-06,0.992868,0.184371,0.0145,-0.00364345,0.00691039,0.997876,0.00721524,346.457,0.0171567,4299,2173,13111,8812,9963,3416,6769,0.6,0.8,0.444444,0.636514,1.76355,1.28204,2.96429,0
0.01,0.01,0.4,40,946.836,-0.644586,5,9.05768e-05,3.28829e-05,7.70184e-05,4.35245e-05,1.53434,4.84502e-05,0.775136,1.46024e-05,1.53434,4.81715e-05,0.775136,1.45348e-05,0.9984,0.162479,0.0119863,0.00178123,0.013029,0.999031,0.00608782,346.463,0.00855615,4376,2206,13399,9023,10188,3496,6933,0.4,0.8,0,0,1.69987,0.942171,2.84259,0.639875
0.01,0.01,0.4,40,967.03,0.76901,5,8.07894e-05,2.86198e-05,6.88712e-05,3.79442e-05,1.53427,1.79165e-05,0.775122,5.76741e-06,1.53427,1.80352e-05,0.775123,5.76481e-06,0.974993,0.190992,0.0052061,0.000800583,0.00475625,1.00405,0.00819306,346.512,0.0275749,4444,2237,13666,9222,10397,3564,7092,0.4,0.489898,0.5,0.693147,2.92619,1.19608,4.71546,1.45457
0.01,0.01,0.4,40,987.13,-0.597616,5,0.000127033,4.37429e-05,0.000106873,5.95202e-05,1.5342,5.91304e-05,0.775112,1.67563e-05,1.5342,5.81573e-05,0.775111,1.64617e-05,0.999771,0.1718,0.00892161,0.00585915,0.00408371,1.00084,0.0082792,346.564,0.0298889,4528,2279,13954,9426,10610,3644,7246,0.4,0.489898,0.5,0.693147,3.30493,2.39055,7.48115,0.612667
