dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4
0.01,0.01,0.4,40,503.497,495.296,644,-1.00592,643,1,0,12,11,9,3,0,0,0,0.00306568,1.00169,2,0.154165,0.000120479,85.5261,73.6222,24.0384,68.9131,94.3103,
0.01,0.01,0.4,40,503.497,496.123,645,-0.699254,644,3,2,10,7,10,2,0,0,0,-0.00646653,0.992544,1,0.151852,8.93067e-05,85.5266,73.6219,24.0561,68.9171,94.3162,
0.01,0.01,0.4,40,503.497,497.116,648,-0.22952,644,6,3,11,5,8,2,3,1,0,-0.0054727,1.00172,0,0.148903,8.52283e-05,85.5057,73.6396,24.034,68.9001,94.3159,
0.01,0.01,0.4,40,503.497,496.453,646,-1.28524,645,4,0,10,6,9,1,4,1,0,-0.00436127,0.993382,3,0.130129,6.49277e-05,85.5142,73.6296,24.0481,68.9239,94.3091,
0.01,0.01,0.4,40,503.497,496.659,647,-0.934836,646,0,0,10,10,8,2,7,3,0,0.009314,1.00899,1,0.134761,8.33474e-05,85.4825,73.6267,24.0774,68.9284,94.325,
0.01,0.01,0.4,40,503.497,498.696,649,-1.06657,646,2,1,11,9,10,5,3,2,0,0.00378288,0.994791,0,0.136876,9.4372e-05,85.5154,73.6189,24.0388,68.9292,94.3113,
0.01,0.01,0.4,40,523.611,500.1,651,-1.02409,647,1,0,12,11,9,3,0,0,0,-0.0036736,0.999642,0,0.14929,0.00018085,85.4905,73.6394,24.0798,68.9303,94.3182,
0.01,0.01,0.4,40,523.611,499.411,650,-0.0595565,646,1,1,12,11,9,4,2,0,0,-0.00733312,1.00905,2,0.123096,0.00019402,85.5117,73.6442,24.0576,68.9238,94.3193,
0.01,0.01,0.4,40,523.611,500.773,652,-0.0338418,650,1,0,11,10,10,6,3,2,0,0.0150335,1.01619,1,0.115849,0.000124211,85.4948,73.6368,24.0465,68.9211,94.3351,
0.01,0.01,0.4,40,523.611,502.32,654,-0.639184,650,5,1,11,6,9,2,1,0,0,-0.0102626,0.999483,1,0.124871,0.000159662,85.5052,73.6432,24.0432,68.9371,94.314,
0.01,0.01,0.4,40,523.611,500.835,653,-0.269141,652,2,1,11,9,8,5,9,4,0,0.00934249,0.98879,1,0.135545,0.000128388,85.5003,73.6287,24.0416,68.9162,94.3334,
0.01,0.01,0.4,40,523.611,503.864,655,-0.864945,653,8,0,11,3,7,1,4,2,0,-0.00799187,1.00966,1,0.122343,0.000147241,85.5038,73.6211,24.0459,68.9235,94.3286,
0.01,0.01,0.4,40,523.611,504.354,656,-0.317727,654,7,5,10,3,9,2,6,1,0,0.00362292,0.991386,0,0.120773,0.000193671,85.5145,73.6353,24.033,68.9504,94.2989,
0.01,0.01,0.4,40,523.611,505.262,657,-0.310078,655,9,4,11,2,8,1,4,0,0,-0.00257599,0.997896,1,0.122803,0.000143906,85.5149,73.6292,24.046,68.9272,94.3301,
0.01,0.01,0.4,40,523.611,505.555,658,-0.121966,657,6,3,9,3,7,1,7,4,0,0.0159956,0.989557,4,0.125066,0.000110351,85.5092,73.6197,24.0337,68.9224,94.3523,
0.01,0.01,0.4,40,523.611,506.06,659,-0.458469,658,6,4,11,5,6,2,8,4,0,-0.00313029,1.00015,0,0.137414,0.000154739,85.5071,73.6153,24.0147,68.9213,94.3441,
0.01,0.01,0.4,40,523.611,506.556,660,-0.718133,658,6,2,9,3,6,2,8,7,0,-0.0144022,0.983409,1,0.12718,0.000139712,85.5044,73.6154,24.026,68.9154,94.3463,
0.01,0.01,0.4,40,523.611,507.105,661,-0.925352,658,5,3,11,6,7,1,7,2,0,0.0166605,1.0053,2,0.126333,9.2148e-05,85.5141,73.6195,24.0349,68.9285,94.3702,
0.01,0.01,0.4,40,523.611,507.749,662,-0.393363,658,5,4,9,4,5,0,9,6,0,-0.00294735,0.99337,0,0.126634,0.000114471,85.5056,73.6149,24.0508,68.9432,94.3626,
0.01,0.01,0.4,40,523.611,508.557,663,-0.874421,661,9,7,11,2,7,0,5,1,0,-0.010468,0.991956,0,0.148543,0.000180251,85.5124,73.6058,24.0095,68.9025,94.3651,
0.01,0.01,0.4,40,523.611,509.641,664,-0.118671,660,4,0,10,6,6,2,5,5,0,-0.0183769,1.00339,2,0.122551,0.000110581,85.5032,73.6206,24.0209,68.9192,94.3613,
0.01,0.01,0.4,40,523.611,511.579,667,-0.327421,664,4,0,10,6,9,1,2,0,0,-0.000993312,0.998706,0,0.110388,0.000132471,85.5134,73.6282,24.0176,68.9128,94.3746,
0.01,0.01,0.4,40,523.611,510.183,665,-1.0069,661,3,3,12,9,9,4,3,1,0,0.0293801,1.00635,0,0.140179,0.000154842,85.5359,73.6295,24.0092,68.9411,94.3748,
0.01,0.01,0.4,40,523.611,511.491,666,-0.24393,664,7,4,11,4,8,1,4,0,0,-0.00693235,1.01431,2,0.118572,0.000151704,85.5011,73.6108,24.014,68.9181,94.3485,
0.01,0.01,0.4,40,523.611,513.548,669,-0.882264,666,4,0,10,6,8,0,2,1,0,0.00647591,1.00294,2,0.118735,0.000112415,85.4913,73.613,24.021,68.9368,94.3434,
0.01,0.01,0.4,40,523.611,512.894,668,-1.25543,666,5,3,10,5,9,2,5,2,0,0.00385785,1.00575,0,0.118141,0.000114677,85.4988,73.6184,24.0216,68.9241,94.3507,
0.01,0.01,0.4,40,523.611,515.402,672,-0.274464,671,5,1,11,6,8,3,4,2,0,-0.00643324,0.98972,1,0.124547,0.00010274,85.4927,73.6228,24.0329,68.9508,94.3438,
0.01,0.01,0.4,40,523.611,515.374,671,-0.530932,669,5,2,9,4,8,1,9,3,0,-0.00747399,0.996241,1,0.118294,0.000109735,85.4941,73.6151,24.0281,68.946,94.348,
0.01,0.01,0.4,40,523.611,515.139,670,-0.468134,669,6,3,10,4,7,1,9,3,0,0.00985738,1.00025,1,0.10669,0.000161083,85.4804,73.6021,24.0124,68.9163,94.3335,
0.01,0.01,0.4,40,523.611,517.456,673,-0.543892,672,4,1,9,5,8,3,8,5,0,-0.00209543,0.989713,2,0.124475,0.000107787,85.4912,73.6258,24.028,68.9468,94.3367,
0.01,0.01,0.4,40,523.611,517.593,674,-0.478516,673,8,3,10,2,7,0,4,2,0,0.00199987,1.00573,0,0.106258,0.000133728,85.4887,73.6176,24.0299,68.9396,94.3154,
0.01,0.01,0.4,40,523.611,518.923,675,-0.883694,670,6,4,10,4,8,0,6,1,0,-0.00138903,0.989207,1,0.1095,0.000175962,85.4755,73.6111,24.0019,68.9035,94.3324,
0.01,0.01,0.4,40,523.611,519.812,676,-0.679393,673,2,1,11,9,9,4,3,2,0,-6.4314e-05,1.002,1,0.132516,5.52159e-05,85.478,73.6322,24.0342,68.9445,94.3481,
0.01,0.01,0.4,40,523.611,519.925,677,-0.264797,675,3,1,11,8,8,1,0,0,0,0.00340932,0.980396,1,0.10761,0.000142227,85.4768,73.6138,24.0021,68.9115,94.3462,
0.01,0.01,0.4,40,523.611,520.314,678,-1.31926,676,2,1,10,8,9,2,2,2,0,0.00367757,1.00588,1,0.151912,9.4942e-05,85.4903,73.6333,24.0466,68.9505,94.351,
0.01,0.01,0.4,40,543.72,520.791,679,-0.69751,677,5,1,11,6,9,2,2,0,0,0.0162924,0.991469,0,0.109989,8.48307e-05,85.4651,73.6212,24.0187,68.9157,94.3437,
0.01,0.01,0.4,40,543.72,521.926,680,-0.484864,678,2,1,12,10,10,5,3,0,0,-0.00540952,0.984635,1,0.155432,8.86031e-05,85.4884,73.6312,24.037,68.9348,94.3638,
0.01,0.01,0.4,40,543.72,523.229,682,-0.243132,681,3,0,11,8,8,2,1,1,0,0.00546507,0.994306,0,0.145472,8.46532e-05,85.4664,73.6292,24.0345,68.9352,94.384,
0.01,0.01,0.4,40,543.72,522.656,681,-0.676915,680,3,1,12,9,8,4,4,2,0,-0.00135335,0.977535,2,0.150782,8.26444e-05,85.4721,73.6333,24.0391,68.9416,94.3754,
0.01,0.01,0.4,40,543.72,525.26,685,-0.0660801,683,1,1,12,11,9,4,1,0,0,0.0156164,0.988649,1,0.154046,0.000111085,85.4491,73.6327,24.058,68.9455,94.3735,
0.01,0.01,0.4,40,543.72,523.434,683,-0.0838528,681,2,1,11,9,10,5,2,1,0,0.00965849,0.999259,2,0.154551,6.42625e-05,85.462,73.6386,24.045,68.9454,94.366,
0.01,0.01,0.4,40,543.72,524.844,684,-0.0471075,683,0,0,11,11,10,4,1,0,0,-0.0146399,0.99808,0,0.165426,7.40371e-05,85.466,73.6354,24.0514,68.9426,94.3644,
0.01,0.01,0.4,40,543.72,526.788,686,-0.0519767,685,3,1,12,9,9,5,5,1,0,-0.000765258,0.997641,1,0.14172,0.000143039,85.4448,73.6261,24.0681,68.9463,94.3738,
0.01,0.01,0.4,40,543.72,528.214,687,-0.664037,686,4,2,11,7,9,3,3,1,0,-0.00590632,0.98003,1,0.146497,0.000126033,85.4516,73.6486,24.0712,68.9354,94.3719,
0.01,0.01,0.4,40,543.72,528.76,688,-0.296507,687,4,2,11,7,8,3,3,2,0,-0.00252677,1.02924,2,0.137624,0.000108655,85.4471,73.6485,24.055,68.9386,94.3733,
0.01,0.01,0.4,40,543.72,528.832,689,-0.284332,688,5,3,11,6,8,4,5,3,0,0.0273768,0.986954,1,0.151419,0.000108636,85.4464,73.6514,24.0616,68.9364,94.3623,
0.01,0.01,0.4,40,543.72,529.463,690,-0.861674,689,3,2,11,8,7,2,5,3,0,0.00755225,0.987467,2,0.15974,0.000150934,85.4365,73.655,24.0585,68.935,94.3798,
0.01,0.01,0.4,40,543.72,531.356,691,-0.488399,688,3,1,10,7,7,2,6,4,0,0.0124147,0.982436,0,0.141423,6.9721e-05,85.44,73.6381,24.0426,68.9381,94.3625,
0.01,0.01,0.4,40,543.72,532.926,693,-0.698891,692,5,5,11,6,9,2,1,0,0,-0.00649786,0.999403,1,0.163283,0.000121544,85.4386,73.6407,24.0478,68.9331,94.3846,
0.01,0.01,0.4,40,543.72,531.687,692,-0.628304,690,2,0,12,10,8,4,3,2,0,-0.00998372,1.0056,1,0.177144,0.000136584,85.4427,73.6422,24.0524,68.9338,94.3939,
0.01,0.01,0.4,40,543.72,533.445,694,-0.640943,690,2,1,10,8,10,3,2,1,0,0.00302781,1.00668,0,0.15061,0.000213559,85.4247,73.6567,24.0662,68.9205,94.3874,
0.01,0.01,0.4,40,543.72,534.044,695,-0.274293,693,2,0,11,9,8,1,1,0,0,-0.00474655,0.999256,1,0.165227,5.80305e-05,85.4499,73.6479,24.0302,68.9413,94.3638,
0.01,0.01,0.4,40,543.72,537.347,698,-0.309831,697,5,3,11,6,8,3,2,2,0,-0.00119797,0.989853,0,0.159601,7.76395e-05,85.4443,73.6441,24.02,68.952,94.3398,
0.01,0.01,0.4,40,543.72,535.818,696,-1.04356,695,2,2,12,10,9,5,3,2,0,-0.00699439,0.977615,2,0.167115,3.92362e-05,85.4598,73.6427,24.0351,68.948,94.3466,
0.01,0.01,0.4,40,543.72,536.531,697,-1.06356,696,4,1,13,9,8,6,9,3,0,0.00930889,1.00482,2,0.173489,2.7118e-05,85.4591,73.6422,24.0258,68.9436,94.3567,
0.01,0.01,0.4,40,543.72,538,700,-0.120481,699,6,3,9,3,7,0,6,3,0,0.000623756,1.00908,0,0.180026,9.07565e-05,85.4779,73.6244,24.0479,68.9285,94.3489,
0.01,0.01,0.4,40,543.72,537.423,699,-0.84856,696,3,2,10,7,8,3,5,4,0,-0.0115447,0.994876,1,0.184228,4.17616e-05,85.4596,73.6382,24.0404,68.9266,94.3469,
0.01,0.01,0.4,40,543.72,539.941,701,-0.554298,697,7,3,10,3,7,1,5,3,0,-0.00731784,0.980107,2,0.188638,2.13847e-05,85.4565,73.6387,24.0288,68.9448,94.352,
0.01,0.01,0.4,40,563.864,539.972,702,-0.126927,701,7,2,10,3,6,0,8,3,0,-0.0121573,1.00503,2,0.18559,0.000218597,85.4691,73.6342,24.0275,68.9437,94.3502,
0.01,0.01,0.4,40,563.864,541.337,703,-0.623607,701,4,1,12,8,8,3,3,1,0,-0.00827026,1.01082,1,0.194799,0.000198937,85.4647,73.6415,24.0346,68.9307,94.3444,
0.01,0.01,0.4,40,563.864,542.265,705,-0.622604,702,7,4,12,5,8,2,4,0,0,0.0113591,0.992268,1,0.208449,0.000186761,85.4486,73.656,24.028,68.9379,94.3671,
0.01,0.01,0.4,40,563.864,541.485,704,-0.254735,703,4,2,11,7,8,3,4,2,0,-0.0134762,0.995597,0,0.183099,0.000172232,85.4448,73.6463,24.0222,68.9313,94.3388,
0.01,0.01,0.4,40,563.864,543.415,706,-1.02563,702,2,0,12,10,9,3,2,0,0,-0.00702085,0.987239,0,0.181401,0.000264136,85.4708,73.6099,24.0243,68.9457,94.3505,
0.01,0.01,0.4,40,563.864,545.05,709,-1.08469,708,0,0,12,12,9,3,0,0,0,0.00152524,0.97509,1,0.179951,0.000147743,85.4529,73.6907,24.0344,68.9559,94.3604,
0.01,0.01,0.4,40,563.864,544.481,707,-0.0685284,705,0,0,11,11,10,4,0,0,0,-0.0228992,1.01392,2,0.207336,0.000148461,85.453,73.6823,24.0333,68.9512,94.3641,
0.01,0.01,0.4,40,563.864,546.187,711,-0.827921,709,0,0,12,12,11,6,0,0,0,0.0021362,1.01011,0,0.186138,0.000179451,85.4711,73.697,24.0333,68.9509,94.3617,
0.01,0.01,0.4,40,563.864,545.762,710,-0.662595,707,0,0,12,12,8,2,0,0,0,-0.0161952,1.01475,0,0.204172,0.000145608,85.4545,73.6749,24.0368,68.9453,94.3625,
0.01,0.01,0.4,40,563.864,544.838,708,-0.557698,707,1,0,14,13,11,9,0,0,0,-0.00548238,1.01673,4,0.191,0.0001218,85.4498,73.6872,24.0329,68.947,94.3562,
0.01,0.01,0.4,40,563.864,548.45,712,-0.680416,708,2,1,12,10,8,3,2,1,0,-0.0023095,0.978892,1,0.179847,9.63934e-05,85.4355,73.6781,24.0359,68.9466,94.3485,
0.01,0.01,0.4,40,563.864,549.58,714,-1.10149,713,0,0,11,11,10,3,2,0,0,-0.0051,0.994448,0,0.165856,0.00012239,85.4409,73.7041,24.0372,68.9416,94.3562,
0.01,0.01,0.4,40,563.864,548.771,713,-0.411267,708,0,0,12,12,10,6,1,1,0,-0.0125908,1.01982,2,0.171853,0.00013101,85.4404,73.6953,24.0286,68.9555,94.3512,
0.01,0.01,0.4,40,563.864,550.643,716,-0.0214107,712,2,2,12,10,9,5,1,1,0,-0.00242634,0.999422,0,0.174435,0.000108839,85.4361,73.685,24.0357,68.9479,94.3619,
0.01,0.01,0.4,40,563.864,549.744,715,-0.481925,708,2,1,12,10,10,6,1,1,0,0.000512697,1.00759,1,0.201509,0.000179694,85.4653,73.6807,24.0351,68.9626,94.3622,
0.01,0.01,0.4,40,563.864,553.033,719,-1.00591,717,2,2,12,10,9,4,3,1,0,0.00938894,1.00086,0,0.188447,0.000145195,85.4516,73.6862,24.0303,68.9532,94.3621,
0.01,0.01,0.4,40,563.864,552.836,718,-0.86668,715,3,1,10,7,8,2,3,3,0,0.00443023,0.998381,1,0.193044,0.000163337,85.4553,73.6637,24.0411,68.963,94.3496,
0.01,0.01,0.4,40,563.864,552.714,717,-0.903558,713,1,0,9,8,9,1,4,2,0,-0.00523408,1.00912,1,0.182908,0.000128615,85.4439,73.6994,24.0166,68.9447,94.3408,
0.01,0.01,0.4,40,563.864,554.783,721,-0.314684,720,7,7,11,4,8,1,3,0,0,-0.00941176,0.971978,1,0.185781,8.67254e-05,85.4422,73.689,24.0344,68.9734,94.3129,
0.01,0.01,0.4,40,563.864,554.679,720,-1.27514,718,4,0,10,6,9,3,3,3,0,0.00654391,0.984072,2,0.188155,8.15691e-05,85.4368,73.6884,24.0378,68.9665,94.3256,
0.01,0.01,0.4,40,563.864,556.951,722,-0.0977673,721,1,0,12,11,9,5,4,1,0,-0.00864864,1.00331,0,0.19266,5.54597e-05,85.4381,73.6917,24.0461,68.9615,94.3053,
0.01,0.01,0.4,40,563.864,558.948,726,-1.00467,725,5,3,12,7,9,3,2,0,0,0.00990766,0.991144,0,0.162088,6.61388e-05,85.425,73.6794,24.0371,68.951,94.3212,
0.01,0.01,0.4,40,563.864,557.689,723,-1.01563,720,3,1,12,9,9,4,2,1,0,0.0188575,1.00586,2,0.177203,4.64143e-05,85.4377,73.693,24.0452,68.9535,94.3162,
0.01,0.01,0.4,40,563.864,557.917,724,-0.0114018,723,1,0,11,10,10,7,3,3,0,-0.00726648,1.00672,2,0.157739,7.34693e-05,85.4216,73.6727,24.0565,68.9617,94.3109,
0.01,0.01,0.4,40,583.988,558.281,725,-0.307632,724,4,2,11,7,8,3,5,2,0,-0.00300476,0.997551,2,0.162155,0.000203185,85.4173,73.6885,24.0481,68.9556,94.3174,
0.01,0.01,0.4,40,583.988,560.848,727,-0.236817,724,4,3,11,7,8,3,3,2,0,-0.0025363,1.00375,0,0.168461,0.000174925,85.4372,73.661,24.0488,68.9459,94.2986,
0.01,0.01,0.4,40,583.988,561.688,728,-1.28104,723,6,4,10,4,9,2,5,2,0,0.00512509,0.990053,2,0.184807,0.000261378,85.4414,73.707,24.0403,68.9323,94.3026,
0.01,0.01,0.4,40,583.988,562.172,730,-1.26369,728,7,2,10,3,9,1,3,1,0,-0.0136285,0.998565,0,0.192649,0.000221852,85.4489,73.6941,24.0494,68.9128,94.3199,
0.01,0.01,0.4,40,583.988,561.691,729,-1.24355,725,5,4,11,6,8,3,6,3,0,-0.0170881,0.994648,1,0.154449,0.000200899,85.4174,73.682,24.0626,68.9649,94.3142,
0.01,0.01,0.4,40,583.988,564.032,731,-1.32357,728,6,1,11,5,8,3,5,3,0,0.00341067,1.00235,1,0.1711,0.000218183,85.4553,73.6955,24.0489,68.9268,94.3039,
0.01,0.01,0.4,40,583.988,564.162,732,-0.848432,729,4,4,10,6,8,2,7,3,0,-0.0053325,0.994375,1,0.151237,0.00016677,85.4389,73.6691,24.074,68.9715,94.3215,
0.01,0.01,0.4,40,583.988,565.356,733,-0.468558,731,5,2,10,5,7,1,5,3,0,0.00200674,0.987866,0,0.178243,0.000228835,85.4671,73.6875,24.0714,68.9267,94.2895,
0.01,0.01,0.4,40,583.988,565.541,734,-0.520701,732,4,1,10,6,7,1,4,3,0,-0.0155302,1.00424,1,0.148735,0.000140231,85.4372,73.6566,24.0677,68.9572,94.3157,
0.01,0.01,0.4,40,583.988,566.012,735,-1.14175,734,5,3,10,5,6,2,7,6,0,0.00713197,1.00607,2,0.145654,9.76e-05,85.4657,73.6488,24.0682,68.9797,94.325,
0.01,0.01,0.4,40,583.988,567.788,736,-1.28714,735,8,6,11,3,8,2,5,2,0,-0.000786077,0.989202,0,0.149012,0.000115949,85.4661,73.647,24.064,68.9796,94.3094,
0.01,0.01,0.4,40,583.988,568.77,739,-0.140301,737,4,2,8,4,8,2,8,5,0,0.00471047,0.98473,0,0.161402,6.11681e-05,85.4535,73.6524,24.0747,68.9603,94.3614,
0.01,0.01,0.4,40,583.988,568.754,738,-0.162712,737,6,3,10,4,6,1,6,4,0,0.00195973,1.00866,0,0.151152,9.64311e-05,85.4591,73.6763,24.0787,68.966,94.3587,
0.01,0.01,0.4,40,583.988,568.545,737,-0.699937,735,7,3,12,5,8,3,2,1,0,0.0202808,1.00689,4,0.153062,6.5943e-05,85.4619,73.6571,24.0693,68.9708,94.351,
0.01,0.01,0.4,40,583.988,571.122,741,-0.296239,737,7,5,11,4,8,2,6,1,0,0.0312038,1.00531,1,0.152357,0.000111318,85.4582,73.6552,24.0796,68.9703,94.331,
0.01,0.01,0.4,40,583.988,571.498,742,-0.743585,741,5,3,8,3,7,2,9,7,0,-0.00881123,0.992475,1,0.156909,7.81271e-05,85.4724,73.655,24.0623,68.9634,94.3257,
0.01,0.01,0.4,40,583.988,571.859,743,-1.30442,742,9,3,12,3,7,2,5,2,0,-0.00435949,1.01335,0,0.156688,0.000122682,85.467,73.671,24.06,68.9414,94.3204,
0.01,0.01,0.4,40,583.988,571.115,740,-0.0845628,737,6,4,9,3,7,1,9,4,0,0.0171177,1.00436,1,0.143074,7.93676e-05,85.4531,73.6516,24.0534,68.9712,94.3304,
0.01,0.01,0.4,40,583.988,572.255,744,-0.533686,740,6,3,11,5,6,1,6,3,0,0.0118695,0.983437,2,0.134721,5.35069e-05,85.4551,73.6556,24.0587,68.9593,94.3458,
0.01,0.01,0.4,40,583.988,574.238,745,-0.55298,744,5,2,10,5,7,3,7,5,0,-0.0244243,1.00939,1,0.128882,6.3022e-05,85.461,73.6576,24.0549,68.9654,94.3346,
0.01,0.01,0.4,40,583.988,574.715,746,-1.14143,744,7,3,9,2,7,1,8,5,0,0.0113573,1.02146,0,0.136582,5.70613e-05,85.4599,73.6388,24.0498,68.9621,94.341,
0.01,0.01,0.4,40,583.988,574.988,747,-0.255878,745,7,5,10,3,9,2,7,1,0,0.0238785,0.998085,2,0.132651,4.08179e-05,85.4677,73.6515,24.0588,68.953,94.345,
0.01,0.01,0.4,40,583.988,576.031,749,-0.523483,747,3,1,11,8,6,1,3,3,0,0.00424145,1.00556,0,0.134876,6.72751e-05,85.459,73.6628,24.062,68.9531,94.349,
0.01,0.01,0.4,40,583.988,575.822,748,-1.03033,747,3,2,11,8,10,4,4,1,0,0.00602119,1.00556,1,0.142073,5.4414e-05,85.4783,73.6535,24.0483,68.9497,94.3521,
0.01,0.01,0.4,40,583.988,579.246,753,-0.631229,750,6,3,11,5,9,2,0,0,0,-0.0141194,0.997001,1,0.152569,4.96291e-05,85.4684,73.659,24.0504,68.9552,94.3435,
0.01,0.01,0.4,40,583.988,578.476,752,-0.0937473,750,1,0,11,10,10,6,3,2,0,0.00113392,0.987269,0,0.151338,8.95432e-05,85.4678,73.6225,24.042,68.953,94.342,
0.01,0.01,0.4,40,583.988,577.899,750,-1.28558,748,1,0,11,10,8,3,6,3,0,0.00936059,0.989432,3,0.146159,4.92335e-05,85.4653,73.6407,24.0539,68.9495,94.345,
0.01,0.01,0.4,40,583.988,578.37,751,-1.04392,750,2,2,12,10,9,3,1,0,0,-0.00369954,1.00291,1,0.143498,5.22966e-05,85.4686,73.6348,24.0594,68.9525,94.3505,
0.01,0.01,0.4,40,604.148,579.508,754,-0.678531,753,5,4,12,7,8,4,4,2,0,-0.0077724,1.01246,2,0.171205,0.000142492,85.4677,73.6515,24.0418,68.9611,94.3531,
0.01,0.01,0.4,40,604.148,582.038,757,-0.263303,754,4,1,11,7,8,3,3,2,0,-0.00331004,0.989215,1,0.17623,0.000106705,85.4762,73.6359,24.0575,68.9696,94.3636,
0.01,0.01,0.4,40,604.148,581.401,755,-0.245284,751,1,1,10,9,9,3,6,2,0,-0.00377948,1.00238,0,0.133739,0.000142215,85.4593,73.6589,24.058,68.939,94.3475,
0.01,0.01,0.4,40,604.148,581.955,756,-0.851716,754,3,0,10,7,8,1,2,2,0,-0.0112534,1.00239,0,0.172126,0.000158901,85.4593,73.6598,24.0446,68.9687,94.3465,
0.01,0.01,0.4,40,604.148,583.137,758,-1.28847,757,7,4,11,4,8,2,3,2,0,-0.00870351,1.00451,2,0.194171,0.000124126,85.4743,73.6372,24.0669,68.9651,94.3779,
0.01,0.01,0.4,40,604.148,585.196,761,-0.499629,760,7,3,10,3,7,1,7,3,0,0.012347,1.01028,1,0.216566,7.16407e-05,85.4465,73.6342,24.0594,68.9735,94.3586,
0.01,0.01,0.4,40,604.148,584.402,759,-0.69473,758,5,3,8,3,7,0,8,5,0,0.0155421,0.985675,0,0.208422,0.000128768,85.4859,73.6248,24.0722,68.9523,94.3825,
0.01,0.01,0.4,40,604.148,586.364,763,-0.928257,760,5,4,11,6,7,1,4,2,0,-0.00179713,0.99092,0,0.206373,7.55227e-05,85.4615,73.6202,24.0603,68.9769,94.3606,
0.01,0.01,0.4,40,604.148,584.954,760,-1.31652,758,7,3,10,3,9,3,6,3,0,0.00541991,1.01029,3,0.209836,8.61432e-05,85.4631,73.63,24.0538,68.9687,94.3658,
0.01,0.01,0.4,40,604.148,585.881,762,-0.676021,761,3,2,11,8,9,4,4,2,0,-0.000261321,0.992042,1,0.231154,7.35106e-05,85.4445,73.6455,24.0703,68.9621,94.3638,
0.01,0.01,0.4,40,604.148,587.336,764,-1.30028,762,3,2,12,9,7,1,2,1,0,-0.0104386,1.00123,0,0.208465,9.69182e-05,85.4333,73.653,24.0701,68.9801,94.3637,
0.01,0.01,0.4,40,604.148,587.702,765,-0.0231257,760,1,0,12,11,9,4,0,0,0,-0.0126936,1.00378,2,0.211134,8.61534e-05,85.4625,73.6088,24.0468,68.9502,94.3637,
0.01,0.01,0.4,40,604.148,589.444,767,-1.10056,766,0,0,13,13,8,3,0,0,0,0.00460211,0.988702,1,0.200396,8.60582e-05,85.4439,73.6227,24.0534,68.9434,94.3922,
0.01,0.01,0.4,40,604.148,589.11,766,-1.30009,765,0,0,11,11,8,0,0,0,0,0.0259564,1.01272,1,0.199055,7.28393e-05,85.4521,73.607,24.0542,68.9445,94.3649,
0.01,0.01,0.4,40,604.148,591.749,770,-0.641811,768,0,0,11,11,9,2,0,0,0,-0.00971099,0.989938,1,0.210787,5.7199e-05,85.4651,73.6214,24.0612,68.9627,94.3629,
0.01,0.01,0.4,40,604.148,591.2,769,-1.18578,767,0,0,14,14,10,7,0,0,0,0.000795482,0.993598,0,0.201844,0.000105013,85.4464,73.644,24.0611,68.9629,94.3937,
0.01,0.01,0.4,40,604.148,590.728,768,-0.446198,765,0,0,12,12,10,5,0,0,0,0.000335915,1.01,2,0.207007,4.86395e-05,85.4625,73.6182,24.0628,68.9564,94.3639,
0.01,0.01,0.4,40,604.148,592.855,772,-0.487732,768,1,0,12,11,10,5,0,0,0,0.0211008,1.00076,1,0.218044,7.18677e-05,85.4627,73.6223,24.0565,68.9659,94.358,
0.01,0.01,0.4,40,604.148,592.797,771,-0.38943,770,2,0,12,10,10,6,1,1,0,0.00653692,0.998211,2,0.204616,2.96628e-05,85.4469,73.6227,24.0605,68.9611,94.3643,
0.01,0.01,0.4,40,604.148,595.852,775,-1.23468,771,1,1,11,10,8,1,4,1,0,0.00623773,1.00454,1,0.208937,5.64513e-05,85.447,73.6139,24.053,68.9526,94.3726,
0.01,0.01,0.4,40,604.148,595.011,773,-1.06248,771,4,2,11,7,10,4,3,1,0,-0.0108683,1.00643,1,0.222111,3.65226e-05,85.4453,73.6201,24.0688,68.9571,94.3595,
0.01,0.01,0.4,40,604.148,598.174,777,2.69475,776,6,2,8,2,6,0,8,3,0,-0.00123386,1.00302,0,0.213097,0.000122329,85.4577,73.5968,24.0497,68.952,94.3864,
0.01,0.01,0.4,40,604.148,595.023,774,3.44364,772,3,2,10,7,7,3,3,1,0,0.0145262,0.971752,0,0.227903,0.000100088,85.4728,73.6251,24.0575,68.9616,94.3461,
0.01,0.01,0.4,40,604.148,597.836,776,-1.12767,775,6,4,10,4,6,1,9,5,0,-0.00769947,0.999078,2,0.211867,0.000114827,85.4651,73.5995,24.0544,68.952,94.3811,
0.01,0.01,0.4,40,604.148,599.562,779,-0.46193,778,4,2,10,6,7,1,3,3,0,0.00581713,1.00676,0,0.23762,6.11849e-05,85.4408,73.6269,24.0689,68.9637,94.35,
0.01,0.01,0.4,40,604.148,598.998,778,-0.259829,773,4,2,11,7,8,2,2,1,0,0.00309772,0.989414,2,0.243076,2.76468e-05,85.4385,73.6189,24.0631,68.9605,94.3578,
0.01,0.01,0.4,40,624.417,600.126,780,-0.0694154,776,1,1,11,10,10,4,1,0,0,0.000573783,1.01577,0,0.1952,0.000201671,85.4762,73.5929,24.069,68.9415,94.3755,
