dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4
0.01,0.01,0.4,40,261.75,239.135,310,-1.31098,309,4,2,11,7,8,2,3,2,0,0.00585226,0.993483,0,0.0848508,0.000237669,85.4219,73.6501,23.9866,69.1702,94.2591,
0.01,0.01,0.4,40,261.75,238.586,308,-0.12559,307,3,3,10,7,6,3,7,6,0,0.0105742,1.00532,0,0.103702,0.000213407,85.4293,73.6676,23.9923,69.1645,94.2648,
0.01,0.01,0.4,40,261.75,238.282,307,-0.0973631,306,4,2,12,8,9,6,3,2,0,-0.000530856,0.98243,2,0.101027,0.000169271,85.4342,73.6762,23.994,69.1835,94.2622,
0.01,0.01,0.4,40,261.75,238.813,309,-0.257528,306,5,3,11,6,8,3,6,2,0,-0.000990424,0.991932,2,0.0902642,0.000192445,85.4421,73.6535,23.9832,69.18,94.2537,
0.01,0.01,0.4,40,261.75,241.397,311,-1.27314,307,5,2,10,5,9,2,6,2,0,-0.0177581,0.996715,2,0.105784,0.000147094,85.4344,73.6822,23.9751,69.182,94.2602,
0.01,0.01,0.4,40,261.75,242.516,313,-0.946506,312,8,3,11,3,7,0,1,1,0,-0.00762661,0.997653,0,0.0843552,0.000148145,85.4547,73.6911,23.9846,69.1881,94.2514,
0.01,0.01,0.4,40,261.75,242.998,314,-0.166762,311,6,4,9,3,7,2,10,5,0,-0.00903694,0.990317,0,0.0665442,0.000184142,85.4282,73.674,23.9765,69.175,94.251,
0.01,0.01,0.4,40,261.75,243.623,315,-0.77445,311,6,3,9,3,6,1,9,6,0,-0.00512189,1.01257,2,0.104358,0.000147791,85.4357,73.6925,23.9748,69.1985,94.2705,
0.01,0.01,0.4,40,261.75,242.483,312,-0.931401,309,7,4,10,3,8,1,5,2,0,-0.0206294,0.986234,1,0.0746389,0.000144732,85.4523,73.6737,23.9936,69.1847,94.2652,
0.01,0.01,0.4,40,261.75,244.973,316,-1.17095,315,4,4,10,6,6,1,10,5,0,-0.00669986,1.00393,2,0.10361,0.00018213,85.4366,73.7017,23.9826,69.2,94.2767,
0.01,0.01,0.4,40,261.75,245.042,317,-0.861344,316,4,3,9,5,9,2,4,3,0,-0.00240015,0.991604,0,0.101864,0.000190784,85.4278,73.6973,23.9798,69.2033,94.2778,
0.01,0.01,0.4,40,261.75,246.893,319,-0.255432,316,4,1,12,8,7,2,2,1,0,0.00490243,1.02088,1,0.10639,0.000126175,85.467,73.7037,23.9776,69.1919,94.2711,
0.01,0.01,0.4,40,261.75,247.526,320,-0.252531,319,3,2,11,8,8,1,0,0,0,-0.00139814,1.00596,1,0.0981695,7.69444e-05,85.49,73.6968,23.9737,69.1927,94.2714,
0.01,0.01,0.4,40,261.75,248.89,321,-1.02732,320,0,0,12,12,9,4,1,1,0,0.00613282,1.01822,1,0.0804571,6.9558e-05,85.4914,73.6944,23.9712,69.2075,94.2646,
0.01,0.01,0.4,40,261.75,246.332,318,-0.637596,315,4,2,11,7,9,3,1,1,0,-0.000657592,0.994577,0,0.103284,0.00019246,85.4418,73.6961,23.9865,69.2063,94.2844,
0.01,0.01,0.4,40,261.75,249.175,322,-1.05162,321,2,1,12,10,9,3,1,0,0,-0.00500336,1.01668,2,0.0815176,4.81177e-05,85.5027,73.6838,23.967,69.1955,94.2658,
0.01,0.01,0.4,40,261.75,251.15,323,-1.04777,322,4,0,12,8,9,5,5,2,0,0.0156856,1.00792,2,0.0733663,5.92862e-05,85.4976,73.7002,23.9595,69.1979,94.2683,
0.01,0.01,0.4,40,261.75,252.144,325,-1.29413,323,2,1,11,9,8,2,6,2,0,0.0144618,0.989067,0,0.0746725,5.27176e-05,85.495,73.692,23.9405,69.1995,94.2701,
0.01,0.01,0.4,40,261.75,251.294,324,-0.322614,322,6,0,10,4,9,3,5,2,0,0.00351319,1.00312,0,0.0728784,9.2413e-05,85.5072,73.7007,23.9612,69.1874,94.2727,
0.01,0.01,0.4,40,261.75,252.687,326,-1.2768,323,8,6,11,3,8,0,2,0,0,-0.00747394,0.984504,2,0.0584606,6.32613e-05,85.5073,73.6957,23.9443,69.1958,94.2681,
0.01,0.01,0.4,40,261.75,253.674,327,-0.284385,326,4,3,10,6,9,3,7,2,0,0.013486,1.00595,1,0.0382707,7.06842e-05,85.5078,73.6838,23.9295,69.1998,94.2665,
0.01,0.01,0.4,40,261.75,255.928,330,-0.497998,329,6,3,9,3,8,1,3,3,0,-0.0227062,1.01908,1,0.036891,9.42136e-05,85.4992,73.6739,23.933,69.1668,94.2583,
0.01,0.01,0.4,40,261.75,255.494,328,-0.129098,326,4,3,10,6,6,1,7,4,0,-0.00662012,0.984131,1,0.0473263,0.000119353,85.5034,73.7042,23.9718,69.2203,94.2615,
0.01,0.01,0.4,40,261.75,255.909,329,-0.9501,327,7,3,10,3,8,2,5,3,0,0.00442993,0.995844,1,0.022263,8.46404e-05,85.4906,73.6657,23.9221,69.1874,94.2691,
0.01,0.01,0.4,40,261.75,256.097,331,-1.1483,330,8,3,10,2,6,0,6,4,0,0.00738958,1.01029,1,0.0324533,7.44521e-05,85.4909,73.6633,23.942,69.1752,94.2595,
0.01,0.01,0.4,40,281.904,257.491,332,-0.325082,328,4,3,10,6,9,3,4,2,0,-0.0212792,0.996811,1,0.0628798,0.000342324,85.5028,73.703,23.9701,69.2235,94.2649,
0.01,0.01,0.4,40,281.904,259.046,334,-0.294165,332,2,0,11,9,8,1,2,0,0,-0.00664972,0.98486,0,0.0535587,0.000323499,85.5158,73.6861,23.97,69.2247,94.2543,
0.01,0.01,0.4,40,281.904,259.086,335,-0.292992,333,1,0,11,10,8,2,1,1,0,-0.00349425,1.00127,0,0.0162362,0.000255965,85.4875,73.6688,23.9268,69.165,94.2696,
0.01,0.01,0.4,40,281.904,258.881,333,-0.269523,331,2,1,11,9,8,2,6,1,0,0.00588234,1.0043,3,0.0141664,0.000250148,85.4854,73.6666,23.944,69.1815,94.2705,
0.01,0.01,0.4,40,281.904,259.502,336,-0.078301,333,1,0,12,11,9,4,0,0,0,-0.00304926,1.0051,2,0.0201684,0.000229029,85.4691,73.6722,23.9468,69.1861,94.2576,
0.01,0.01,0.4,40,281.904,262.013,337,-0.823878,333,0,0,13,13,10,6,0,0,0,0.0148751,1.00645,1,0.00261531,0.000245645,85.5071,73.6381,23.9369,69.1869,94.2617,
0.01,0.01,0.4,40,281.904,262.973,339,-0.838836,336,2,1,13,11,10,6,0,0,0,0.0084664,0.976918,1,0.015793,0.000272639,85.4802,73.678,23.9522,69.1951,94.2746,
0.01,0.01,0.4,40,281.904,262.059,338,-0.620668,336,1,0,11,10,9,2,0,0,0,-0.00917383,1.00447,0,0.0101987,0.000234188,85.467,73.6643,23.9279,69.178,94.2562,
0.01,0.01,0.4,40,281.904,263.659,341,-0.870174,339,1,1,13,12,10,6,1,0,0,0.00588432,0.991405,0,0.00362316,0.000236988,85.4823,73.669,23.9565,69.1753,94.2809,
0.01,0.01,0.4,40,281.904,264.977,342,-0.0881094,340,1,0,11,10,10,4,1,0,0,0.00825322,1.00356,0,0.0231468,0.000298315,85.5231,73.6249,23.942,69.2091,94.2783,
0.01,0.01,0.4,40,281.904,263.035,340,-0.458714,337,1,0,13,12,9,6,3,1,0,0.00462483,0.993845,2,0.0109956,0.000237703,85.5135,73.6287,23.9463,69.1922,94.2634,
0.01,0.01,0.4,40,281.904,266.185,343,-0.0363142,340,1,1,12,11,9,4,2,0,0,-0.00974654,0.993471,1,0.00209824,0.000171436,85.4978,73.6319,23.9499,69.1825,94.2432,
0.01,0.01,0.4,40,281.904,266.254,344,-0.92815,343,1,0,10,9,8,3,7,4,0,0.0108339,0.999875,2,-0.00245648,0.000122988,85.4919,73.6245,23.949,69.1688,94.2357,
0.01,0.01,0.4,40,281.904,268.994,345,-0.559841,344,6,2,10,4,7,1,4,3,0,-0.00857419,0.985018,0,-0.000410369,0.000153304,85.4976,73.6182,23.9489,69.187,94.2196,
0.01,0.01,0.4,40,281.904,269.326,347,-0.529225,346,7,2,10,3,7,1,6,3,0,-0.00193853,1.00119,1,0.00445204,0.000112756,85.4927,73.6286,23.9498,69.1552,94.2382,
0.01,0.01,0.4,40,281.904,269.174,346,-0.272469,344,7,4,12,5,7,1,5,0,0,-0.00735661,1.0053,1,-0.0044593,0.000122001,85.4931,73.6247,23.9506,69.1697,94.2344,
0.01,0.01,0.4,40,281.904,270.754,349,-0.314964,348,6,2,11,5,8,2,3,1,0,-0.00383509,0.996915,1,0.0344657,0.000141462,85.4993,73.6275,23.9432,69.1744,94.2268,
0.01,0.01,0.4,40,281.904,269.862,348,-1.13133,347,6,2,10,4,6,0,10,4,0,0.012998,0.999678,2,0.0180319,0.000114655,85.4843,73.6252,23.9404,69.1663,94.2179,
0.01,0.01,0.4,40,281.904,272.122,350,-0.620352,349,3,1,11,8,9,3,3,1,0,-0.0123149,0.993917,1,0.0218647,0.000198883,85.5166,73.6223,23.9339,69.1824,94.2134,
0.01,0.01,0.4,40,281.904,273.259,351,-0.0661786,348,5,2,12,7,9,4,1,0,0,0.00114761,0.996858,1,0.0254909,0.000102451,85.4712,73.6269,23.9436,69.1681,94.2168,
0.01,0.01,0.4,40,281.904,273.856,352,-0.278232,350,4,2,10,6,9,1,1,0,0,-0.0220654,1.00308,1,0.025535,0.000193492,85.5124,73.6209,23.9301,69.168,94.2039,
0.01,0.01,0.4,40,281.904,274.211,354,-1.06772,351,5,3,12,7,9,3,4,0,0,-0.00348851,0.980777,0,0.0463473,0.000159293,85.467,73.6348,23.9289,69.1864,94.2264,
0.01,0.01,0.4,40,281.904,273.999,353,-0.690331,352,1,0,12,11,8,5,5,3,0,-0.00281451,0.995908,1,0.0124034,0.000161356,85.5081,73.6255,23.9375,69.1662,94.2125,
0.01,0.01,0.4,40,281.904,275.234,355,-1.1244,353,7,4,9,2,7,0,9,4,0,0.0173308,0.997253,1,0.0160783,0.000122228,85.4982,73.6097,23.9574,69.1609,94.2157,
0.01,0.01,0.4,40,281.904,277.281,357,-0.277402,356,3,2,10,7,9,2,1,1,0,0.0104753,1.00228,1,0.0116477,4.49205e-05,85.4827,73.6279,23.982,69.1404,94.2328,
0.01,0.01,0.4,40,281.904,278.752,359,-1.07542,356,1,1,12,11,9,5,2,2,0,-0.00973333,0.987681,0,-0.00316441,5.90857e-05,85.4788,73.6174,23.9699,69.1591,94.2306,
0.01,0.01,0.4,40,302.087,277,356,-0.0653589,355,2,1,12,10,9,6,2,2,0,0.00988179,0.993351,4,0.00396063,0.000300481,85.4845,73.627,23.9713,69.1486,94.2362,
0.01,0.01,0.4,40,302.087,278.274,358,-1.08421,357,1,0,12,11,9,4,1,1,0,-0.00274251,1.00515,0,0.0212659,0.0002483,85.4748,73.6325,23.9951,69.1311,94.2371,
0.01,0.01,0.4,40,302.087,280.795,361,-0.453575,356,2,2,12,10,10,5,0,0,0,0.0141324,0.99202,0,-0.00898647,0.000314097,85.4697,73.6195,23.9756,69.1461,94.2302,
0.01,0.01,0.4,40,302.087,280.097,360,-0.200112,356,0,0,13,13,11,9,1,1,0,-0.0129667,0.991051,1,0.0078676,0.00027718,85.4721,73.6221,23.9791,69.1499,94.2092,
0.01,0.01,0.4,40,302.087,281.604,362,-0.700142,360,0,0,11,11,9,2,0,0,0,0.0183296,0.993017,1,-0.00601121,0.000306917,85.4634,73.6146,23.9704,69.1471,94.2077,
0.01,0.01,0.4,40,302.087,282.058,364,-0.257593,363,0,0,11,11,8,2,2,1,0,-0.00458703,1.00796,1,-4.51963e-05,0.000284611,85.4703,73.6054,23.9716,69.1236,94.2147,
0.01,0.01,0.4,40,302.087,281.911,363,-0.252334,362,3,1,11,8,8,4,5,3,0,-0.010957,0.985481,1,-0.0089808,0.000289976,85.4687,73.6046,23.9793,69.1399,94.2004,
0.01,0.01,0.4,40,302.087,284.37,365,-0.160857,364,2,1,8,6,8,2,7,5,0,-0.00295836,1.01493,2,-0.00619924,0.000233418,85.4922,73.6049,23.9775,69.1198,94.1975,
0.01,0.01,0.4,40,302.087,284.676,366,-0.512607,365,8,4,10,2,7,1,5,3,0,0.0121126,0.98583,1,0.0053413,0.000257021,85.4898,73.6132,23.9594,69.1158,94.1893,
0.01,0.01,0.4,40,302.087,284.756,367,-1.00318,366,7,3,11,4,10,4,2,1,0,0.00273262,1.00974,1,-0.0076407,0.000272336,85.4857,73.6097,23.9529,69.1102,94.1872,
0.01,0.01,0.4,40,302.087,286.19,369,-0.859836,367,4,2,10,6,8,2,4,3,0,0.00270596,1.01364,0,0.00966059,0.000276835,85.4718,73.6262,23.9518,69.1128,94.1852,
0.01,0.01,0.4,40,302.087,285.401,368,-0.262204,365,6,5,11,5,8,3,8,2,0,0.00052715,0.996801,1,0.00105385,0.000214815,85.4821,73.6093,23.9888,69.1147,94.1996,
0.01,0.01,0.4,40,302.087,288.54,372,-0.716125,370,5,4,8,3,7,1,9,6,0,0.0234414,1.00108,2,-0.0166648,0.000119584,85.4972,73.6353,24.0101,69.1075,94.1961,
0.01,0.01,0.4,40,302.087,288.479,371,-0.098618,370,7,4,9,2,7,0,5,3,0,0.010819,0.979986,1,-0.0188743,0.000170075,85.4937,73.6373,23.9806,69.1106,94.1952,
0.01,0.01,0.4,40,302.087,288.155,370,-0.474566,368,4,3,9,5,8,2,6,4,0,-0.0062263,0.982893,2,-0.00578421,0.000170378,85.4953,73.6255,23.9902,69.1124,94.1974,
0.01,0.01,0.4,40,302.087,289.529,374,-0.943592,372,5,2,9,4,9,1,2,2,0,0.016355,1.00553,0,-0.0201111,0.000144649,85.4958,73.6478,23.9923,69.1223,94.2002,
0.01,0.01,0.4,40,302.087,288.884,373,-0.927903,372,6,4,10,4,8,1,3,2,0,-0.00815594,0.986248,0,-0.0175522,0.000126407,85.4894,73.6364,24.0039,69.1057,94.2023,
0.01,0.01,0.4,40,302.087,291.578,375,-0.32401,371,3,2,11,8,8,2,3,1,0,0.0109658,0.987883,2,-0.00742159,0.000164223,85.4832,73.6359,23.9877,69.1008,94.1941,
0.01,0.01,0.4,40,302.087,291.851,377,-0.301099,376,1,1,11,10,8,2,2,1,0,-0.00134019,1.00719,0,-0.00844368,0.000220205,85.4542,73.6476,23.9865,69.1064,94.1794,
0.01,0.01,0.4,40,302.087,291.79,376,-0.707289,375,1,0,12,11,8,4,2,2,0,-0.00846369,0.997949,2,-0.00602103,0.00016857,85.4681,73.6408,23.9918,69.1045,94.201,
0.01,0.01,0.4,40,302.087,291.921,378,-0.417084,375,1,1,12,11,10,5,1,0,0,-0.00593111,1.00722,1,0.00498744,0.000168731,85.4948,73.6449,23.985,69.1043,94.1767,
0.01,0.01,0.4,40,302.087,295.899,383,-0.31275,382,2,1,11,9,8,1,1,0,0,-0.0122414,0.995144,0,0.0318995,0.000173702,85.4989,73.6687,23.9405,69.0956,94.1973,
0.01,0.01,0.4,40,302.087,295.05,381,-0.393742,380,2,0,12,10,10,6,2,1,0,0.00235165,0.988353,0,0.0151878,0.000159344,85.4722,73.6477,24.0126,69.1311,94.2056,
0.01,0.01,0.4,40,302.087,294.568,380,-0.651839,376,2,1,11,9,9,2,0,0,0,-0.00814289,1.01134,2,0.00463291,0.000152845,85.4678,73.6524,24.0117,69.1169,94.193,
0.01,0.01,0.4,40,302.087,293.305,379,-0.155403,378,0,0,12,12,12,10,2,2,0,0.0170037,0.988666,1,0.00845221,0.000202384,85.4948,73.6551,23.969,69.1074,94.1622,
0.01,0.01,0.4,40,302.087,295.296,382,-0.27024,379,1,1,11,10,8,1,1,0,0,0.0188354,1.01835,1,0.0222932,0.000170797,85.506,73.6541,23.9526,69.0912,94.1754,
0.01,0.01,0.4,40,302.087,297.88,384,-0.18679,380,0,0,13,13,11,8,1,0,0,-0.00531742,0.993728,2,0.0191184,0.000113251,85.4915,73.6337,24.0115,69.0969,94.1957,
0.01,0.01,0.4,40,322.197,298.563,387,-0.633862,386,2,1,12,10,8,4,3,2,0,-0.0158189,1.0116,1,0.0310319,0.000157469,85.5075,73.6679,24.0313,69.0806,94.205,
0.01,0.01,0.4,40,322.197,299.037,388,-0.646163,387,3,1,12,9,8,2,0,0,0,-0.00113515,0.996631,1,0.0398376,0.0001706,85.5061,73.6683,24.046,69.0737,94.2046,
0.01,0.01,0.4,40,322.197,298.401,386,-0.0502554,384,2,2,11,9,10,5,2,1,0,-0.0103243,0.996848,1,0.0169299,0.000196036,85.5054,73.6672,24.0167,69.0987,94.211,
0.01,0.01,0.4,40,322.197,298.029,385,-0.643562,384,3,1,12,9,8,4,6,2,0,0.00166025,1.00825,0,0.0370774,0.000330337,85.4964,73.6341,23.9984,69.1139,94.1936,
0.01,0.01,0.4,40,322.197,302.211,391,-0.135218,390,6,1,9,3,7,1,8,4,0,0.000995661,1.00486,1,0.0262501,0.000161837,85.4881,73.6776,24.0517,69.0579,94.2093,
0.01,0.01,0.4,40,322.197,301.362,389,-1.271,388,8,4,11,3,8,1,4,1,0,0.00490279,0.9864,1,0.0253215,0.000162109,85.5112,73.6671,24.0551,69.0617,94.2037,
0.01,0.01,0.4,40,322.197,302.183,390,-0.102946,389,5,3,9,4,7,1,5,4,0,0.00224431,1.01575,2,0.01753,0.000144318,85.5106,73.674,24.0607,69.0581,94.2118,
0.01,0.01,0.4,40,322.197,302.86,393,-0.294808,390,6,3,10,4,9,3,4,2,0,0.00684078,0.998527,1,0.00196241,0.000163544,85.5108,73.6808,24.0687,69.0715,94.2128,
0.01,0.01,0.4,40,322.197,302.319,392,-0.692059,391,3,2,11,8,9,4,5,2,0,-0.00524479,1.00988,1,0.0376111,0.000186324,85.4882,73.6822,24.0517,69.0642,94.194,
0.01,0.01,0.4,40,322.197,304.794,395,-0.0749106,393,1,1,12,11,9,4,0,0,0,-0.00356598,0.997931,0,0.0143652,0.00016564,85.5046,73.7042,24.0649,69.0833,94.2215,
0.01,0.01,0.4,40,322.197,304.488,394,-1.08932,392,0,0,12,12,9,4,1,1,0,7.27115e-05,1.00177,1,0.0371497,0.000157198,85.4932,73.6835,24.0457,69.0606,94.1982,
0.01,0.01,0.4,40,322.197,305.146,396,-0.230486,394,0,0,14,14,10,8,0,0,0,-0.0157941,1.00407,1,0.0397869,9.69288e-05,85.5023,73.6869,24.038,69.0479,94.2071,
0.01,0.01,0.4,40,322.197,306.17,397,-0.632371,396,0,0,10,10,10,4,2,2,0,0.00371265,1.0139,3,0.0477937,9.0499e-05,85.5,73.693,24.0388,69.0556,94.2162,
0.01,0.01,0.4,40,322.197,306.216,398,-1.02633,397,3,2,11,8,10,4,2,1,0,0.0156179,1.00555,0,0.0279339,8.75889e-05,85.5122,73.6765,24.0287,69.0622,94.2268,
0.01,0.01,0.4,40,322.197,307.664,399,-1.06415,397,6,4,12,6,9,3,0,0,0,0.00487541,0.994721,1,0.0531251,0.000105979,85.5092,73.6908,24.0464,69.0626,94.2131,
0.01,0.01,0.4,40,322.197,308.067,400,-0.901557,397,4,2,11,7,7,4,7,5,0,-0.00117113,1.0025,1,0.0648138,0.00010906,85.4996,73.6808,24.0452,69.0478,94.2147,
0.01,0.01,0.4,40,322.197,308.973,401,-0.703552,400,4,2,11,7,9,4,4,2,0,0.00703389,1.00648,1,0.0658671,0.00010239,85.5029,73.6885,24.0553,69.0483,94.2187,
0.01,0.01,0.4,40,322.197,310.794,403,-1.2838,399,6,1,10,4,9,2,5,2,0,-0.015789,0.990505,1,0.0537154,7.58841e-05,85.5145,73.7053,24.0226,69.0532,94.2173,
0.01,0.01,0.4,40,322.197,309.966,402,-1.09668,401,5,4,9,4,7,0,10,4,0,-0.00599564,1.01045,1,0.0603335,9.83991e-05,85.4939,73.673,24.043,69.0375,94.2254,
0.01,0.01,0.4,40,322.197,313.162,405,-0.146887,403,6,2,9,3,7,0,4,3,0,0.00870177,1.00637,1,0.057589,0.000118504,85.5018,73.7092,24.0131,69.05,94.2106,
0.01,0.01,0.4,40,322.197,312.124,404,-1.32591,402,5,3,10,5,9,1,1,1,0,-0.00240321,0.994861,2,0.0511899,4.11114e-05,85.5126,73.6927,24.0373,69.0398,94.2275,
0.01,0.01,0.4,40,322.197,313.771,406,-0.268706,405,4,3,11,7,8,5,9,4,0,-0.00578454,0.98381,1,0.0633733,0.000127275,85.515,73.7202,24.0088,69.0426,94.1992,
0.01,0.01,0.4,40,322.197,313.906,407,-0.939896,404,4,1,10,6,8,2,6,3,0,-0.00791378,1.01444,0,0.0398769,6.00731e-05,85.507,73.6965,24.0394,69.0356,94.2369,
0.01,0.01,0.4,40,322.197,315.134,409,-0.86239,406,3,1,10,7,8,1,3,2,0,-0.0285669,1.0029,1,0.0531789,0.000118019,85.5254,73.72,24.0252,69.0425,94.1964,
0.01,0.01,0.4,40,322.197,314.2,408,-0.294385,404,5,4,11,6,8,3,5,2,0,0.00302054,0.988673,1,0.0544187,5.83762e-05,85.5099,73.6891,24.0407,69.0313,94.2382,
0.01,0.01,0.4,40,322.197,315.453,410,-0.943937,409,6,2,10,4,8,1,7,2,0,-0.00771547,1.00415,2,0.0645696,0.000141144,85.5248,73.7217,24.0266,69.0457,94.1832,
0.01,0.01,0.4,40,322.197,317.435,411,-0.824181,410,3,2,13,10,10,6,1,0,0,0.0035736,0.987076,0,0.0738686,0.0001608,85.5108,73.7261,24.022,69.0373,94.1676,
0.01,0.01,0.4,40,322.197,318.25,414,-0.0424758,412,1,1,12,11,9,4,0,0,0,-0.00705221,0.989846,1,0.067473,7.17771e-05,85.5062,73.6924,24.0322,69.0177,94.2493,
0.01,0.01,0.4,40,342.411,317.704,412,-1.09872,408,1,0,11,10,10,4,1,1,0,0.00501877,1.0047,1,0.0527726,0.00024209,85.5065,73.687,24.0446,69.0145,94.2409,
0.01,0.01,0.4,40,342.411,318.054,413,-0.259533,410,1,0,13,12,11,8,0,0,0,0.012661,1.00419,0,0.067855,6.96221e-05,85.5399,73.7169,24.0327,69.064,94.1657,
0.01,0.01,0.4,40,342.411,320.369,415,-0.292603,414,3,3,11,8,8,1,0,0,0,0.00527568,0.997631,2,0.0563454,0.000217865,85.5104,73.6874,24.0286,69.0283,94.2424,
0.01,0.01,0.4,40,342.411,322.124,417,-0.861137,415,3,2,10,7,8,2,3,3,0,-0.0174943,1.00103,1,0.0505287,0.000214627,85.514,73.6884,24.0318,69.0117,94.2312,
0.01,0.01,0.4,40,342.411,322.511,418,-0.865859,416,3,2,11,8,7,1,3,2,0,-0.00585188,1.00133,1,0.0474173,0.00029897,85.5113,73.682,24,69.0213,94.2584,
0.01,0.01,0.4,40,342.411,321.529,416,-0.282246,415,1,0,11,10,8,4,3,3,0,-0.00191989,0.99098,1,0.0555312,0.000244982,85.5114,73.6929,24.0116,69.0205,94.2407,
0.01,0.01,0.4,40,342.411,322.793,419,-0.326543,418,1,1,11,10,8,3,2,2,0,-0.0112591,1.00961,0,0.060478,0.000321811,85.5065,73.6812,24.0138,69.0124,94.2736,
0.01,0.01,0.4,40,342.411,323.222,420,-1.04686,417,2,2,12,10,9,3,2,0,0,0.005873,1.00288,1,0.0514958,0.000176485,85.5202,73.6865,24.0367,69.0243,94.2265,
0.01,0.01,0.4,40,342.411,324.636,421,-0.0556775,420,1,0,12,11,9,5,1,1,0,0.00263167,1.00617,3,0.0606212,0.000152038,85.5413,73.7021,24.0264,69.0209,94.2121,
0.01,0.01,0.4,40,342.411,325.068,422,-0.236083,421,2,1,10,8,9,3,3,2,0,-0.00329813,1.00579,0,0.0680836,0.000191643,85.5434,73.7,24.0064,69.0139,94.2168,
0.01,0.01,0.4,40,342.411,326.227,424,-0.496662,421,5,4,10,5,7,1,6,3,0,-0.00490277,1.01682,0,0.0604402,0.000168697,85.5623,73.6894,24.0145,69.0272,94.218,
0.01,0.01,0.4,40,342.411,325.429,423,-0.669279,421,4,3,11,7,9,3,4,1,0,-0.00374895,0.990262,1,0.0598028,0.000126986,85.5402,73.7057,24.0099,69.0443,94.1971,
0.01,0.01,0.4,40,342.411,328.354,427,-1.11578,425,3,1,9,6,7,0,6,4,0,-0.0105215,0.984474,1,0.0571898,0.000114392,85.5249,73.7178,24.019,69.0559,94.1762,
0.01,0.01,0.4,40,342.411,328.298,426,-1.07482,425,5,2,12,7,9,4,1,1,0,0.00603854,1.01213,1,0.058186,0.000151402,85.5142,73.7209,24.0132,69.0465,94.1781,
0.01,0.01,0.4,40,342.411,326.887,425,-0.124788,423,7,4,10,3,6,0,6,3,0,-0.000576164,0.996931,2,0.0618689,0.000134662,85.5263,73.7195,24.0148,69.0472,94.1824,
0.01,0.01,0.4,40,342.411,330.85,432,-0.259797,431,4,2,11,7,8,2,2,1,0,-0.00893899,0.990968,0,0.0606908,8.0309e-05,85.5355,73.7126,24.0429,69.0661,94.1629,
0.01,0.01,0.4,40,342.411,329.409,428,-1.08127,426,3,1,13,10,8,4,1,1,0,-0.000775233,1.01712,0,0.0595847,0.000157614,85.5131,73.7416,24.0307,69.0711,94.1653,
0.01,0.01,0.4,40,342.411,329.452,429,-1.0729,427,1,1,11,10,10,3,1,0,0,-0.00635892,0.999719,2,0.055706,9.73708e-05,85.5252,73.7095,24.0175,69.0588,94.1686,
0.01,0.01,0.4,40,342.411,330.687,430,-1.26757,429,1,0,12,11,7,3,4,3,0,0.00829786,0.990665,1,0.0482655,0.000138219,85.5446,73.7216,24.0015,69.073,94.1583,
0.01,0.01,0.4,40,342.411,330.695,431,-0.792331,429,1,1,14,13,9,6,2,0,0,0.00181224,1.0029,2,0.0630442,5.81162e-05,85.531,73.7057,24.0333,69.0567,94.1633,
0.01,0.01,0.4,40,342.411,333.453,433,-1.07266,430,0,0,12,12,9,3,0,0,0,0.0139469,0.988999,1,0.0470546,0.000152243,85.5517,73.7174,24.0131,69.0784,94.1388,
0.01,0.01,0.4,40,342.411,333.769,434,-1.00754,433,1,1,12,11,9,3,0,0,0,0.0206874,0.997539,0,0.0490996,0.000151111,85.5591,73.7058,24.0141,69.0839,94.1398,
0.01,0.01,0.4,40,342.411,334.049,435,-0.328521,431,1,0,10,9,9,4,3,3,0,-0.0257571,1.01714,2,0.051863,5.98658e-05,85.5379,73.7018,24.0414,69.0549,94.1512,
0.01,0.01,0.4,40,342.411,334.342,436,-0.635754,435,4,2,12,8,8,2,4,0,0,0.005789,0.997727,2,0.0553675,5.30731e-05,85.5352,73.7079,24.0347,69.0524,94.1607,
0.01,0.01,0.4,40,342.411,336.094,437,-0.0261384,435,3,0,11,8,10,4,3,0,0,-0.00673943,0.989915,0,0.0548258,0.000103375,85.5348,73.6951,24.0569,69.0568,94.1348,
0.01,0.01,0.4,40,342.411,337.155,438,-0.0645007,436,3,2,12,9,9,4,3,0,0,-0.0026884,1.00281,1,0.0522787,6.67142e-05,85.5356,73.7023,24.0531,69.0477,94.1675,
0.01,0.01,0.4,40,342.411,338.187,439,-1.25917,438,7,2,10,3,9,2,6,2,0,0.00140048,1.01189,1,0.0395566,3.52414e-05,85.5439,73.6917,24.0517,69.0549,94.1696,
0.01,0.01,0.4,40,362.632,339.84,442,-0.501066,440,8,2,10,2,7,1,6,3,0,0.0109812,1.0073,0,0.0591499,0.000267241,85.5545,73.6957,24.0252,69.0591,94.1515,
0.01,0.01,0.4,40,362.632,339.363,440,-1.2846,436,8,2,12,4,7,1,8,1,0,-0.0159433,0.986225,1,0.0469805,0.000239326,85.539,73.689,24.0367,69.0535,94.1494,
0.01,0.01,0.4,40,362.632,340.327,443,-0.46648,441,6,2,10,4,7,0,7,2,0,0.0105392,1.01406,0,0.0293438,0.000215403,85.5485,73.6951,24.0251,69.0467,94.1697,
