dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
0.1,1,0.4,40,10.1013,0,14,0.447507,0.103109,0.418803,0.147337,1.9892,0.0862139,0.837457,0.020607,1.98926,0.0863165,0.837486,0.0205999,0.987796,0.306918,0.767474,0.680896,0.753382,1.82788,1.1363,94.0646,18.8223,1598,667,1898,300,1656,214,297,0,0,1,0,10.1013,1.77636e-15,10.1013,10.1013
0.1,1,0.4,40,20.5139,0,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2213,314,1966,220,307,0,0,1,0,20.5139,0,20.5139,20.5139
0.1,1,0.4,40,30.6449,0,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2259,360,2011,257,352,0,0,1,0,30.6449,0,30.6449,30.6449
0.1,1,0.4,40,40.7912,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2314,415,2063,294,404,0,0,1,0,40.7912,0,40.7912,40.7912
0.1,1,0.4,40,50.9831,0,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2356,457,2111,330,452,0,0,1,0,50.9831,0,50.9831,50.9831
0.1,1,0.4,40,61.084,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2404,505,2154,362,495,0,0,1,0,61.084,0,61.084,61.084
0.1,1,0.4,40,71.1895,0,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2445,546,2199,400,540,0,0,1,0,71.1895,0,71.1895,71.1895
0.1,1,0.4,40,81.3474,0,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2491,592,2241,431,582,0,0,1,0,81.3474,0,81.3474,81.3474
0.1,1,0.4,40,91.4808,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2544,645,2294,470,635,0,0,1,0,91.4808,0,91.4808,91.4808
0.1,1,0.4,40,101.585,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2589,690,2339,507,680,0,0,1,0,101.585,0,101.585,101.585
0.1,1,0.4,40,111.74,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2642,743,2395,557,736,0,0,1,0,111.74,0,111.74,111.74
0.1,1,0.4,40,121.879,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2692,793,2443,591,784,0,0,1,0,121.879,0,121.879,121.879
0.1,1,0.4,40,132,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2747,848,2497,636,838,0,0,1,0,132,0,132,132
0.1,1,0.4,40,142.189,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2803,904,2554,680,895,0,0,1,0,142.189,0,142.189,142.189
0.1,1,0.4,40,152.294,0,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2853,954,2606,721,947,0,0,1,0,152.294,0,152.294,152.294
0.1,1,0.4,40,162.424,-1,1,0,nan,0.00648841,0.00182602,2.02445,0,0.845176,0,2.02745,0.00517519,0.845657,0.00077085,nan,0.423331,0,0.236438,0,2.1154,0,83.1447,0,1899,670,2906,1007,2657,755,998,0,0,1,0,162.424,0,162.424,162.424
