iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
0,1,0.4,40,111.146,192,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.98552,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,3538,2456,17178,13640,16923,12144,13450,0,0,1,0,111.146,4.26326e-14,111.146,111.146
0,1,0.4,40,121.248,170,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.990227,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,3746,2619,18562,14816,18307,13253,14621,0,0,1,0,121.248,9.9476e-14,121.248,121.248
0,1,0.4,40,131.351,165,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.988879,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,3982,2806,19995,16013,19735,14380,15815,0,0,1,0,131.351,5.68434e-14,131.351,131.351
0,1,0.4,40,141.451,150,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.989131,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,4202,2972,21398,17196,21138,15514,17003,0,0,1,0,141.451,8.52651e-14,141.451,141.451
0,1,0.4,40,151.552,138,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.987625,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,4427,3142,22801,18374,22541,16635,18183,0,0,1,0,151.552,0,151.552,151.552
0,1,0.4,40,161.654,138,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.98463,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,4632,3302,24203,19571,23947,17765,19375,0,0,1,0,161.654,1.13687e-13,161.654,161.654
0,1,0.4,40,171.756,127,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.985113,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,4831,3456,25612,20781,25356,18907,20582,0,0,1,0,171.756,2.84217e-14,171.756,171.756
0,1,0.4,40,181.857,110,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.991718,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,5055,3635,27012,21957,26755,20034,21761,0,0,1,0,181.857,5.68434e-14,181.857,181.857
0,1,0.4,40,191.959,95,28,0.484437,0.108581,0.469445,0.136208,1.947,0.146463,0.823235,0.0400306,1.94594,0.146935,0.823072,0.040179,0.989001,0.207287,0.842615,-0.609659,0.766203,0.81038,0.95193,86.4758,25.5804,5258,3791,28457,23199,28193,21202,22992,0,0,1,0,191.959,5.68434e-14,191.959,191.959
0,1,0.4,40,202.062,11,50,0.48022,0.135251,0.471802,0.148096,1.95019,0.138304,0.826782,0.0365688,1.95011,0.138876,0.826716,0.036707,0.989162,0.456104,1.02138,-0.318523,0.958454,1.02003,1.11849,81.3203,25.6811,5613,4051,30166,24553,29815,22448,24339,0.44,0.941488,0.88843,2.28731,114.06,99.2798,202.062,2.05738
0,1,0.4,40,212.163,15,50,0.48022,0.135251,0.471802,0.148096,1.95019,0.138304,0.826782,0.0365688,1.95011,0.138876,0.826716,0.036707,0.989791,0.456104,1.02138,-0.318523,0.958454,1.02003,1.11849,81.3203,25.6811,6634,4719,32660,26026,32287,23645,25809,0.44,0.941488,0.88843,2.28731,124.161,99.2798,212.163,12.1582
0,1,0.4,40,222.264,15,45,0.477727,0.131803,0.468394,0.14619,1.95418,0.144093,0.826872,0.037884,1.95411,0.144727,0.826808,0.0380373,0.990298,0.403768,0.984414,-0.347551,0.946159,1.07209,1.12039,81.3638,25.8868,7552,5312,35055,27503,34671,24889,27277,0.488889,0.9803,0.88843,2.28731,142.262,97.982,222.264,22.2588
0,1,0.4,40,232.373,300,36,0.461833,0.117151,0.450464,0.135833,1.97036,0.119706,0.831034,0.0340177,1.97029,0.120676,0.830989,0.0342331,0.988779,0.316765,0.896188,-0.447021,0.74377,0.877826,1.0192,79.2215,22.7057,8121,5713,37054,28933,36666,26136,28675,0.555556,1.03935,0.875,2.18095,165.705,94.2832,232.373,32.368
0,1,0.4,40,242.479,288,35,0.463736,0.117449,0.452054,0.136708,1.96745,0.120135,0.830136,0.0340773,1.96725,0.121017,0.830078,0.0342859,0.982753,0.341214,0.896984,-0.479533,0.728661,0.901238,1.02407,79.4553,22.985,8535,6009,38818,30283,38461,27410,30040,0.571429,1.04978,0.875,2.18095,179.62,92.8484,242.479,42.4739
0,1,0.4,40,252.581,275,35,0.463736,0.117449,0.452054,0.136708,1.96745,0.120135,0.830136,0.0340773,1.96725,0.121017,0.830078,0.0342859,0.988929,0.341214,0.896984,-0.479533,0.728661,0.901238,1.02407,79.4553,22.985,8947,6304,40614,31667,40253,28719,31429,0.571429,1.04978,0.875,2.18095,189.722,92.8484,252.581,52.5762
0,1,0.4,40,262.684,256,35,0.463736,0.117449,0.452054,0.136708,1.96745,0.120135,0.830136,0.0340773,1.96725,0.121017,0.830078,0.0342859,0.98921,0.341214,0.896984,-0.479533,0.728661,0.901238,1.02407,79.4553,22.985,9329,6569,42357,33028,41993,29980,32769,0.571429,1.04978,0.875,2.18095,199.826,92.8484,262.684,62.6793
0,1,0.4,40,272.794,256,35,0.463736,0.117449,0.452054,0.136708,1.96745,0.120135,0.830136,0.0340773,1.96725,0.121017,0.830078,0.0342859,0.989175,0.341214,0.896984,-0.479533,0.728661,0.901238,1.02407,79.4553,22.985,9733,6854,44114,34381,43748,31271,34132,0.571429,1.04978,0.875,2.18095,209.935,92.8484,272.794,72.7887
0,1,0.4,40,282.898,247,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.992419,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,10141,7144,45893,35752,45518,32578,35496,0.588235,1.06046,0.875,2.18095,218.19,93.5668,282.898,82.8928
0,1,0.4,40,293.005,219,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.987778,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,10516,7415,47616,37100,47259,33875,36850,0.588235,1.06046,0.875,2.18095,228.297,93.5668,293.005,93
0,1,0.4,40,303.111,209,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.990829,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,10916,7706,49378,38462,49015,35171,38210,0.588235,1.06046,0.875,2.18095,238.403,93.5668,303.111,103.106
0,1,0.4,40,313.214,204,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.991306,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,11297,7996,51097,39800,50726,36422,39534,0.588235,1.06046,0.875,2.18095,248.507,93.5668,313.214,113.21
0,1,0.4,40,323.318,188,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.987862,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,11661,8256,52821,41160,52454,37721,40897,0.588235,1.06046,0.875,2.18095,258.61,93.5668,323.318,123.313
0,1,0.4,40,333.428,165,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.992167,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,12010,8508,54548,42538,54171,39033,42267,0.588235,1.06046,0.875,2.18095,268.721,93.5668,333.428,133.423
0,1,0.4,40,343.538,148,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.986026,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,12375,8796,56258,43883,55877,40310,43614,0.588235,1.06046,0.875,2.18095,278.831,93.5668,343.538,143.533
0,1,0.4,40,353.638,123,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.991642,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,12744,9060,58010,45266,57630,41626,44990,0.588235,1.06046,0.875,2.18095,288.931,93.5668,353.638,153.633
0,1,0.4,40,363.738,131,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.987278,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,13120,9341,59725,46605,59361,42912,46344,0.588235,1.06046,0.875,2.18095,299.031,93.5668,363.738,163.734
0,1,0.4,40,373.841,108,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.992007,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,13475,9608,61431,47956,61055,44195,47686,0.588235,1.06046,0.875,2.18095,309.133,93.5668,373.841,173.836
0,1,0.4,40,383.944,106,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.989832,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,13837,9864,63147,49310,62798,45498,49061,0.588235,1.06046,0.875,2.18095,319.237,93.5668,383.944,183.939
0,1,0.4,40,394.051,81,34,0.463301,0.119422,0.451279,0.138832,1.96819,0.121809,0.830402,0.0345391,1.968,0.122704,0.830342,0.0347512,0.98974,0.308715,0.889538,-0.505346,0.723354,0.90163,1.03902,78.6924,22.8797,14200,10139,64855,50655,64480,46763,50386,0.588235,1.06046,0.875,2.18095,329.344,93.5668,394.051,194.047
0,1,0.4,40,404.153,26,50,0.430343,0.13048,0.422624,0.140932,1.98101,0.102065,0.834634,0.024876,1.9817,0.101717,0.834688,0.0248599,0.994137,0.377976,1.19991,-0.320043,0.998933,0.861886,1.0316,72.4399,16.9246,14755,10530,66903,52148,66423,48064,51839,0.8,1.32665,0.925,2.75704,200.149,176.593,404.153,4.1467
0,1,0.4,40,414.256,20,50,0.430343,0.13048,0.422624,0.140932,1.98101,0.102065,0.834634,0.024876,1.9817,0.101717,0.834688,0.0248599,0.993231,0.377976,1.19991,-0.320043,0.998933,0.861886,1.0316,72.4399,16.9246,15709,11192,69330,53621,68844,49290,53318,0.8,1.32665,0.925,2.75704,210.253,176.593,414.256,14.2504
0,1,0.4,40,424.36,26,43,0.431143,0.127474,0.422271,0.139939,1.98489,0.102879,0.834814,0.0261421,1.98524,0.102661,0.834825,0.0261444,0.992876,0.45622,1.20157,-0.495634,0.815053,0.871677,1.05129,73.0282,17.534,16616,11864,71703,55087,71242,50584,54781,0.883721,1.38445,0.919668,2.69318,242.962,171.529,424.36,24.354
0,1,0.4,40,434.462,37,41,0.433852,0.125645,0.424537,0.13905,1.98478,0.103252,0.835068,0.0263195,1.98511,0.103002,0.835065,0.0263272,0.992988,0.360148,1.1466,-0.552118,0.747328,0.847484,1.04045,73.3232,17.2039,17277,12376,73795,56518,73335,51938,56220,0.926829,1.40366,0.919668,2.69318,263.727,168.56,434.462,34.4555
0,1,0.4,40,444.563,24,41,0.433852,0.125645,0.424537,0.13905,1.98478,0.103252,0.835068,0.0263195,1.98511,0.103002,0.835065,0.0263272,0.993341,0.360148,1.1466,-0.552118,0.747328,0.847484,1.04045,73.3232,17.2039,17909,12867,75859,57950,75393,53339,57668,0.926829,1.40366,0.919668,2.69318,273.828,168.56,444.563,44.557
0,1,0.4,40,454.664,17,41,0.433852,0.125645,0.424537,0.13905,1.98478,0.103252,0.835068,0.0263195,1.98511,0.103002,0.835065,0.0263272,0.99251,0.360148,1.1466,-0.552118,0.747328,0.847484,1.04045,73.3232,17.2039,18494,13331,77863,59369,77396,54668,59056,0.926829,1.40366,0.919668,2.69318,283.929,168.56,454.664,54.6576
0,1,0.4,40,464.764,287,41,0.433852,0.125645,0.424537,0.13905,1.98478,0.103252,0.835068,0.0263195,1.98511,0.103002,0.835065,0.0263272,0.992322,0.360148,1.1466,-0.552118,0.747328,0.847484,1.04045,73.3232,17.2039,19125,13818,79944,60819,79479,56065,60527,0.926829,1.40366,0.919668,2.69318,294.03,168.56,464.764,64.7584
0,1,0.4,40,474.865,262,41,0.433852,0.125645,0.424537,0.13905,1.98478,0.103252,0.835068,0.0263195,1.98511,0.103002,0.835065,0.0263272,0.994164,0.360148,1.1466,-0.552118,0.747328,0.847484,1.04045,73.3232,17.2039,19770,14343,82051,62281,81583,57449,61978,0.926829,1.40366,0.919668,2.69318,304.13,168.56,474.865,74.8584
0,1,0.4,40,484.966,250,40,0.431717,0.126335,0.422183,0.139809,1.98376,0.104331,0.834847,0.0266087,1.98415,0.1041,0.834849,0.0266182,0.993168,0.345336,1.15696,-0.572654,0.745097,0.86146,1.04957,73.3356,17.4174,20397,14827,84130,63733,83652,58841,63417,0.925,1.42105,0.915997,2.64099,309.963,168.451,484.966,84.9599
0,1,0.4,40,495.069,233,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.99336,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,20959,15277,86125,65166,85645,60219,64848,0.948718,1.43131,0.915997,2.64099,325.835,166.65,495.069,95.0627
0,1,0.4,40,505.17,220,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.993173,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,21519,15713,88100,66581,87632,61568,66260,0.948718,1.43131,0.915997,2.64099,335.936,166.65,505.17,105.164
0,1,0.4,40,515.271,204,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.993625,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,22012,16114,90023,68011,89563,62951,67690,0.948718,1.43131,0.915997,2.64099,346.037,166.65,515.271,115.265
0,1,0.4,40,525.374,162,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.99514,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,22552,16533,92011,69459,91544,64335,69135,0.948718,1.43131,0.915997,2.64099,356.14,166.65,525.374,125.368
0,1,0.4,40,535.474,179,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.992554,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,23103,16965,93960,70857,93493,65665,70531,0.948718,1.43131,0.915997,2.64099,366.24,166.65,535.474,135.468
0,1,0.4,40,545.575,176,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.992852,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,23638,17372,95901,72263,95434,67027,71950,0.948718,1.43131,0.915997,2.64099,376.341,166.65,545.575,145.569
0,1,0.4,40,555.675,139,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.994324,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,24166,17780,97881,73715,97424,68421,73396,0.948718,1.43131,0.915997,2.64099,386.441,166.65,555.675,155.669
0,1,0.4,40,565.781,123,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.993589,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,24713,18208,99840,75127,99369,69771,74803,0.948718,1.43131,0.915997,2.64099,396.547,166.65,565.781,165.775
0,1,0.4,40,575.887,138,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.993231,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,25312,18681,101845,76533,101354,71118,76195,0.948718,1.43131,0.915997,2.64099,406.653,166.65,575.887,175.881
0,1,0.4,40,585.992,112,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.994261,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,25839,19093,103797,77958,103335,72501,77638,0.948718,1.43131,0.915997,2.64099,416.759,166.65,585.992,185.986
0,1,0.4,40,596.094,91,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.990962,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,26379,19510,105786,79407,105315,73862,79074,0.948718,1.43131,0.915997,2.64099,426.86,166.65,596.094,196.088
