gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
596.124,130,36,0.44218,0.143733,0.43115,0.157388,1.94495,0.166083,0.827656,0.0419502,1.9455,0.16612,0.827702,0.0419724,0.995361,-0.390898,1.26675,-0.486558,0.535748,1.10555,1.14341,83.921,22.06,24129,15528,103286,79157,102834,71799,78824,0.805556,1.2871,0.901308,2.51223,418.344,174.979,596.124,196.12
