gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
600.001,109,38,0.446347,0.145808,0.436013,0.158732,1.92348,0.178299,0.815877,0.0466904,1.92406,0.177452,0.815858,0.0467519,0.989569,-0.821522,1.08477,-0.571508,0.688064,1.37466,0.867534,79.795,14.5213,24694,17186,103585,78891,103070,72679,78520,0.789474,0.977588,0.933333,2.82924,396.118,165.436,596.121,196.117
