iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0,1,0.4,40,10.1085,0,42,-0.105985,0,17,7,29,12,23,10,21,21,0,-1.86518,0.0902618,0,-1.88379,0.316981,8.10115,5.06332,9.09543,17.6013,56.9743,7.40436,0.517241,10.2092,11.6101,9.5681,
0,1,0.4,40,10.1085,0,31,-0.229345,0,9,3,28,19,24,7,14,0,0,0.230288,1.64943,0,-0.743743,0.639953,24.0296,13.9903,1.15341,34.2156,115.445,43.1172,6.47517,4.17401,2.28921,65.2832,
0,1,0.4,40,10.1085,0,39,-0.140326,0,21,8,34,13,28,12,22,22,0,-0.579846,0.445936,0,0.470367,0.341444,5.39158,21.8782,16.1809,11.9739,3.18269,26.8746,0.606979,14.7315,11.9049,9.60259,
0,1,0.4,40,10.1085,0,33,-0.972818,0,15,4,31,16,24,0,14,8,0,1.1272,-1.16328,0,0.441619,0.378122,16.7655,29.7747,12.6637,2.50344,12.6247,26.2461,3.30979,26.4615,11.8958,21.4754,
0,1,0.4,40,10.1085,0,27,-0.305031,0,19,7,40,21,36,0,13,0,0,1.0114,0.583401,0,-0.954073,0.428909,1.11711,1.07396,12.198,11.2729,26.2933,7.52777,14.1051,4.52244,9.33612,79.0739,
0,1,0.4,40,10.1085,0,23,-0.179575,0,17,6,36,19,31,12,20,19,0,0.265845,-0.336152,0,1.37132,0.351699,7.26526,11.8754,1.7125,0.13034,15.8332,16.0685,8.91101,12.8107,11.2227,50.2476,
0,1,0.4,40,10.1085,0,7,-0.0516254,0,17,5,44,27,41,0,28,0,0,2.18199,1.76652,0,-0.860264,0.461032,2.77206,4.30822,35.1448,20.0458,0.0371129,1.88131,9.07707,45.2037,15.8629,13.154,
0,1,0.4,40,10.1085,0,16,-0.211745,0,27,7,51,24,45,0,21,0,0,1.25112,0.383584,0,-1.87702,0.483655,3.4151,35.4807,15.1602,3.89785,5.07223,12.0196,2.23131,42.6239,10.3191,1.22448,
0,1,0.4,40,10.1085,0,26,-0.271811,0,22,10,50,28,47,2,23,0,0,0.922305,1.43972,0,1.48182,0.403178,11.0698,15.4506,19.8273,18.0417,39.3631,23.643,1.95956,5.19624,2.53985,3.49848,
0,1,0.4,40,20.2103,0,34,-0.253559,0,13,7,52,39,47,0,31,0,0,1.07019,-0.072585,0,0.708974,0.388254,6.30568,1.86295,13.2553,11.6142,14.7959,3.16332,27.5782,28.5977,19.5983,1.06648,
0,1,0.4,40,20.2103,0,2,-0.824904,0,29,9,63,34,59,0,29,10,0,1.05822,-1.06332,0,0.28532,0.297978,6.6391,11.9145,14.4527,5.08943,13.0584,3.13314,0.815975,2.85815,2.72983,4.25386,
0,1,0.4,40,20.2103,0,44,-0.251668,0,26,6,63,37,58,33,23,23,0,-0.668518,-1.88262,0,-1.03869,0.412216,0.831677,7.6717,7.16262,43.3154,12.3179,9.8555,26.712,4.75314,1.19262,31.8669,
0,1,0.4,40,20.2103,0,46,-0.06718,0,36,13,70,34,65,12,14,2,0,0.603077,0.441003,0,-0.622513,0.263332,15.6334,7.48789,13.9311,1.83422,27.1141,9.13593,12.8782,16.0125,11.679,14.2142,
0,1,0.4,40,20.2103,0,20,-0.0329941,0,29,10,61,32,57,0,25,0,0,1.30627,0.496755,0,0.118266,0.410995,21.763,0.737633,2.29634,18.7881,37.4584,9.20991,2.75164,1.78904,2.5007,8.78034,
0,1,0.4,40,20.2103,0,11,-0.0915283,0,30,12,62,32,55,28,22,4,0,-0.35242,2.128,0,1.68786,0.513458,4.68351,21.0776,25.4589,9.03149,3.85105,14.2913,38.5652,34.9546,5.11109,52.7912,
0,1,0.4,40,20.2103,0,17,-0.19337,0,25,14,63,38,56,0,40,0,0,1.49526,-0.263193,0,-0.590229,0.303595,0.396897,2.36698,11.3325,21.2721,14.9586,7.0856,11.5151,25.6058,2.837,8.74156,
0,1,0.4,40,20.2103,0,5,-0.169306,0,22,12,76,54,71,7,22,0,0,0.830868,1.81117,0,0.649216,0.291082,3.17997,10.1163,7.52481,4.82232,9.31186,11.16,5.0906,35.2329,9.40376,13.8406,
0,1,0.4,40,20.2103,0,9,-0.0930857,0,19,5,70,51,65,0,20,0,0,1.3965,0.784967,0,1.19302,0.217411,13.3929,5.40862,13.3802,9.29751,6.87125,13.624,16.6906,6.04815,4.83889,3.63661,
0,1,0.4,40,20.2103,0,12,-0.156294,0,31,9,83,52,78,0,31,0,0,1.98136,0.773849,0,0.320272,0.438941,3.64686,0.0993912,2.06667,11.8361,2.78872,29.0953,10.4391,13.957,2.8302,1.6677,
0,1,0.4,40,20.2103,0,21,-0.146751,0,35,17,93,58,88,19,31,0,0,0.626421,1.44714,0,-0.505039,0.476327,13.2575,24.2764,2.29673,20.9642,6.22747,26.116,1.13614,1.81209,1.21853,24.7789,
0,1,0.4,40,30.3126,0,14,-0.0233529,0,35,19,115,80,110,0,51,0,0,2.1001,1.05268,0,-0.27887,0.320332,10.128,1.57762,9.87203,1.00144,12.6816,6.47178,0.574124,11.0528,0.196606,2.14347,
0,1,0.4,40,30.3126,0,47,-0.0881599,0,40,18,120,80,114,14,25,0,0,0.798819,1.72422,0,-0.631182,0.291791,11.5738,4.01667,11.539,25.0563,7.02395,1.23665,7.84663,6.86666,6.44408,2.0459,
0,1,0.4,40,30.3126,0,43,-0.202714,0,42,23,144,102,140,39,49,0,0,0.50922,2.42937,0,-0.456188,0.437824,6.10547,3.33709,2.73878,33.9182,20.4849,10.5692,26.5231,9.08795,0.215107,0.158405,
0,1,0.4,40,50.5266,0,40,-0.107214,0,41,18,209,168,203,82,54,24,0,0.541114,-0.128535,0,-2.05963,0.284583,2.67679,4.6128,8.97127,7.54071,15.4002,9.41641,20.8045,4.8913,24.3222,2.24484,
