dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
0.1,1,0.4,40,10.1006,4.01187,21,0.477891,0.117739,0.458152,0.150047,1.94298,0.165891,0.819751,0.0524563,1.94155,0.166996,0.819534,0.052727,0.99038,0.309048,0.88447,0.757085,0.976434,1.43541,0.961063,90.229,19.223,1506,650,2004,498,1763,304,459,0,0,1,0,10.1006,5.32907e-15,10.1006,10.1006
0.1,1,0.4,40,20.2097,5.19395,8,0.514219,0.141533,0.457038,0.209428,1.89694,0.22742,0.803487,0.0768904,1.89517,0.229024,0.803218,0.0773205,0.997131,0.364106,0.898199,0.160582,0.500879,1.81767,0.609538,75.966,19.9183,1949,687,2648,699,2394,415,643,0,0,1,0,20.2097,0,20.2097,20.2097
0.1,1,0.4,40,30.3229,14.4573,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.973113,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2028,699,2920,892,2670,554,824,0,0,1,0,30.3229,0,30.3229,30.3229
0.1,1,0.4,40,40.4234,17.4686,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.979394,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2070,703,3161,1091,2910,712,1022,0,0,1,0,40.4234,0,40.4234,40.4234
0.1,1,0.4,40,50.5424,14.8485,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.956182,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2120,706,3416,1296,3164,868,1226,0,0,1,0,50.5424,0,50.5424,50.5424
0.1,1,0.4,40,60.6587,10.1745,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.949385,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2161,712,3664,1503,3414,1036,1439,0,0,1,0,60.6587,7.10543e-15,60.6587,60.6587
0.1,1,0.4,40,70.7638,18.2752,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.983355,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2224,721,3921,1697,3676,1197,1637,0,0,1,0,70.7638,0,70.7638,70.7638
0.1,1,0.4,40,80.8885,16.7698,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.952946,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2279,727,4180,1901,3932,1351,1837,0,0,1,0,80.8885,0,80.8885,80.8885
0.1,1,0.4,40,91.0319,10.6372,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.979349,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2348,736,4458,2110,4203,1521,2045,0,0,1,0,91.0319,0,91.0319,91.0319
0.1,1,0.4,40,101.145,14.8935,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.934072,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2419,746,4727,2308,4478,1681,2243,0,0,1,0,101.145,0,101.145,101.145
0.1,1,0.4,40,111.261,20.2185,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.944135,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2464,750,4969,2505,4716,1838,2437,0,0,1,0,111.261,0,111.261,111.261
0.1,1,0.4,40,121.381,23.6129,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.978422,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2513,759,5217,2704,4967,1999,2635,0,0,1,0,121.381,1.42109e-14,121.381,121.381
0.1,1,0.4,40,131.495,28.9092,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.984185,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2552,766,5453,2901,5207,2156,2838,0,0,1,0,131.495,0,131.495,131.495
0.1,1,0.4,40,141.596,15.9186,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.997712,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2599,768,5715,3116,5463,2324,3050,0,0,1,0,141.596,0,141.596,141.596
0.1,1,0.4,40,151.742,22.8382,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.969831,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2653,776,5965,3312,5716,2484,3246,0,0,1,0,151.742,0,151.742,151.742
0.1,1,0.4,40,161.868,22.3564,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.97969,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2687,780,6202,3515,5956,2649,3451,0,0,1,0,161.868,0,161.868,161.868
0.1,1,0.4,40,171.985,16.7052,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.978865,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2737,791,6460,3723,6215,2815,3658,0,0,1,0,171.985,0,171.985,171.985
0.1,1,0.4,40,182.091,15.8199,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.903129,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2783,794,6709,3926,6458,2975,3859,0,0,1,0,182.091,0,182.091,182.091
0.1,1,0.4,40,192.195,12.8988,5,0.599406,0.105366,0.491526,0.248619,1.80366,0.232958,0.771689,0.0811862,1.8015,0.235038,0.771318,0.0817298,0.981897,-0.196146,0.406628,-0.0041809,0.465112,1.80341,0.251542,71.2467,16.1016,2829,801,6960,4131,6708,3143,4060,0,0,1,0,192.195,0,192.195,192.195
0.1,1,0.4,40,202.296,5.32218,50,0.522482,0.260143,0.51313,0.266618,1.71014,0.228453,0.742719,0.0808904,1.71119,0.228507,0.74278,0.0810345,0.990453,-0.260172,1.09478,-0.113745,0.910589,0.881979,0.973991,73.8811,18.0014,3205,999,7832,4627,7370,3494,4516,0.9,3.0545,0.74963,1.44116,22.2691,60.009,202.296,2.26611
0.1,1,0.4,40,212.407,4.5347,19,0.528243,0.236072,0.503351,0.255587,1.74289,0.220812,0.754569,0.078268,1.74384,0.220522,0.754649,0.0783747,0.992449,-0.137389,0.923636,0.489728,0.682786,1.46024,0.796116,70.3819,16.8389,4737,1575,9567,4830,9105,3633,4745,1.84211,4.2459,0.667755,1.17187,54.4883,81.5487,212.407,12.3767
0.1,1,0.4,40,222.508,5.56131,10,0.470917,0.216936,0.428531,0.245648,1.77455,0.207931,0.769691,0.0678116,1.7774,0.206223,0.770109,0.0675577,0.991752,-0.191285,1.12627,0.501444,0.764069,1.37295,0.759072,61.3522,13.3341,5247,1631,10278,5031,9794,3740,4929,1.1,2.98161,0.165289,0.304636,62.4841,80.012,222.508,22.4781
0.1,1,0.4,40,232.623,14.8603,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.998145,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,5412,1667,10636,5224,10146,3865,5108,1.83333,3.67045,0.165289,0.304636,99.2697,94.2951,232.623,32.593
0.1,1,0.4,40,242.749,18.3818,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.997696,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,5506,1688,10929,5423,10441,4028,5312,1.83333,3.67045,0.165289,0.304636,109.396,94.2951,242.749,42.7191
0.1,1,0.4,40,252.875,14.8922,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.997698,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,5606,1710,11235,5629,10748,4190,5511,1.83333,3.67045,0.165289,0.304636,119.521,94.2951,252.875,52.8446
0.1,1,0.4,40,262.987,9.13175,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.985414,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,5707,1729,11544,5837,11053,4362,5724,1.83333,3.67045,0.165289,0.304636,129.633,94.2951,262.987,62.9566
0.1,1,0.4,40,273.091,7.21942,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.997403,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,5812,1748,11853,6041,11364,4524,5927,1.83333,3.67045,0.165289,0.304636,139.738,94.2951,273.091,73.061
0.1,1,0.4,40,283.192,14.2479,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.981427,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,5914,1774,12150,6236,11668,4681,6127,1.83333,3.67045,0.165289,0.304636,149.839,94.2951,283.192,83.1624
0.1,1,0.4,40,293.297,9.33015,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.995262,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,6019,1797,12462,6443,11985,4845,6333,1.83333,3.67045,0.165289,0.304636,159.943,94.2951,293.297,93.2665
0.1,1,0.4,40,303.397,12.3403,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.992469,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,6121,1824,12763,6642,12275,5000,6526,1.83333,3.67045,0.165289,0.304636,170.044,94.2951,303.397,103.367
0.1,1,0.4,40,313.5,13.3992,6,0.488715,0.173008,0.415292,0.234927,1.89172,0.142679,0.807792,0.047049,1.89241,0.144295,0.807851,0.0473676,0.991395,-0.277105,0.96135,0.00728789,0.406241,1.89942,0.340702,67.5304,13.766,6201,1836,13044,6843,12563,5168,6735,1.83333,3.67045,0.165289,0.304636,180.147,94.2951,313.5,113.47
