dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0.1,1,0.4,40,50.1018,0,39,-0.121856,0,56,19,114,58,107,16,40,0,0,0.660523,1.01491,0,-0.136212,0.465481,14.3579,24.5863,3.99484,16.3897,0.641675,19.3403,2.49297,1.6312,2.73789,7.00559,
0.1,1,0.4,40,50.1018,0,6,-0.710212,0,46,20,117,71,113,67,52,52,0,-1.70365,0.915926,0,0.363353,0.412688,15.3829,27.8073,6.23317,3.33502,2.4997,3.94321,12.2656,0.680672,12.6047,3.84391,
0.1,1,0.4,40,50.1018,0,20,-0.0481491,0,58,18,114,56,111,28,64,17,0,0.422488,0.553457,0,1.1311,0.408191,1.45674,0.242187,9.75162,23.632,12.5248,2.77581,0.60847,16.8654,9.31369,2.99787,
0.1,1,0.4,40,50.1018,0,19,-0.111915,0,52,15,130,78,124,74,52,52,0,-2.28748,2.2402,0,0.857409,0.49388,28.5404,2.14746,6.10974,2.32654,1.3537,2.13712,3.72673,38.1085,0.631175,7.8333,
0.1,1,0.4,40,50.1018,0,37,-0.0123421,0,64,24,157,93,152,31,60,0,0,0.689247,1.61006,0,0.0861048,0.463154,1.5874,0.520746,14.9264,3.91245,31.1449,26.4314,0.529112,6.55839,3.8937,1.13196,
0.1,1,0.4,40,50.1018,0,47,-0.321493,0,82,34,180,98,174,87,86,50,0,0.0337298,0.97227,0,1.46552,0.298226,6.94255,5.77627,22.557,5.94754,23.7263,0.631347,4.61488,4.88503,7.31299,5.72444,
0.1,1,0.4,40,100.203,0,46,-0.100226,0,96,31,276,180,268,54,101,0,0,0.748993,0.661037,0,-1.12696,0.349616,3.40311,2.37091,0.539703,3.64737,1.88893,14.6872,5.91008,19.0525,12.4659,8.79248,
0.1,1,0.4,40,100.203,0,3,-0.0359532,0,113,50,325,212,319,15,95,1,0,0.935196,0.0505695,0,-0.878837,0.496801,3.48066,8.47599,7.29627,0.370612,6.07618,2.00709,0.0226401,0.699558,0.372448,1.58312,
0.1,1,0.4,40,100.203,0,22,-0.0713673,0,165,56,498,333,495,130,134,2,0,0.585917,1.42498,0,-0.781437,0.52065,5.48406,1.25135,0.56595,4.61361,37.8521,1.81947,5.70817,1.47167,0.343939,18.0114,
0.1,1,0.4,40,250.517,200.001,58,-0.189429,13,29,16,63,34,58,0,20,0,0,1.47554,1.42344,0,3.11197,0.437075,26.8093,6.10744,45.2014,6.00446,6.13512,7.79768,0,1.22766,3.72668,1.13134,
0.1,1,0.4,40,250.517,200.001,72,-0.575686,8,32,22,55,23,52,22,32,32,0,-1.65976,-1.11675,0,-0.868572,0.234755,18.9186,6.83825,4.91724,6.48666,5.64299,5.43429,13.5522,6.21044,2.37401,2.73858,
0.1,1,0.4,40,250.517,200.001,67,-0.0364707,21,41,25,72,31,66,28,34,34,0,-0.636344,0.409506,0,0.318255,0.187776,8.30021,1.11886,7.10049,6.28199,5.21105,10.4343,5.1161,12.7099,4.24021,8.77463,
0.1,1,0.4,40,250.517,200.001,76,-0.298689,2,34,15,65,31,57,28,33,33,0,-0.577401,-0.0637168,0,-1.6403,0.408463,12.4386,4.53947,7.15485,0,5.48667,2.51839,10.3255,0,3.55895,37.2176,
0.1,1,0.4,40,250.517,200.001,82,-0.325117,44,26,9,61,35,55,31,34,34,0,-1.43789,0.751018,0,0.398526,0.332029,2.65747,5.69763,4.98047,4.97431,27.3091,18.9637,10.7676,3.62507,10.2397,7.39523,
0.1,1,0.4,40,250.517,200.001,59,-0.949472,31,25,14,70,45,63,40,45,37,0,-0.18406,0.852258,0,-0.189764,0.306763,14.7486,4.62543,19.5761,0.672354,7.41338,8.13,6.09539,35.0797,5.86674,6.87037,
0.1,1,0.4,40,250.517,0,45,-0.210392,0,328,136,1095,767,1091,716,339,205,0,0.0765393,0.589964,0,-1.86344,0.453925,5.59152,7.17109,4.15651,9.86404,42.2412,5.56067,5.17179,0.0299535,5.29424,20.5985,
0.1,1,0.4,40,250.517,0,34,-0.783207,0,318,134,1086,768,1079,765,319,318,0,-1.78436,2.46505,2,0.952693,0.388763,13.0436,6.11528,4.81576,4.3359,0.723758,14.0955,27.7571,3.51136,0.461034,0.676807,
0.1,1,0.4,40,250.517,200.001,70,-0.286436,43,34,19,64,30,59,28,35,35,0,-0.982738,0.609665,0,1.56006,0.415281,9.71231,7.29887,1.6823,20.611,8.68439,1.3679,5.46362,2.34717,16.2476,0.95943,
0.1,1,0.4,40,250.517,200.001,81,-0.143477,28,44,17,74,30,71,28,33,27,0,-0.532419,1.20004,0,0.436548,0.410488,3.36266,2.80782,0,7.11534,14.0385,12.2151,5.68954,13.3445,28.4922,3.33439,
0.1,1,0.4,40,250.517,200.001,64,-0.249432,13,38,16,76,38,72,35,29,29,0,-0.655195,1.12021,0,0.208614,0.412993,25.7656,6.30205,45.3509,5.03757,6.40735,6.30449,2.67043,3.84782,2.02099,2.1636,
0.1,1,0.4,40,250.517,200.001,80,-0.715322,44,29,15,75,46,71,42,38,38,0,-0.971733,-0.588598,0,1.51585,0.335221,3.37712,4.83386,4.79151,5.86935,29.2357,18.4151,11.3238,4.8623,8.70486,10.4109,
0.1,1,0.4,40,250.517,200.001,77,-0.912025,12,44,19,82,38,76,37,60,46,0,-0.971686,2.13481,0,-0.611496,0.436347,0,0,23.6508,3.20643,4.88679,2.32973,2.44024,13.026,1.49716,2.70778,
0.1,1,0.4,40,250.517,200.001,55,-0.397442,8,50,22,97,47,94,45,42,42,0,-1.8928,3.12164,0,-3.58765,0.208707,17.5849,5.10105,8.2311,4.87689,4.40041,5.47648,15.0682,5.44211,1.7836,6.58183,
0.1,1,0.4,40,250.517,200.001,68,-0.0121585,14,49,17,99,50,94,8,60,1,0,0.800239,0.940253,0,-0.304781,0.344838,2.46372,4.45943,27.8186,1.59208,0,8.64678,21.8356,7.188,7.77526,1.2133,
0.1,1,0.4,40,250.517,200.001,54,-0.051743,21,53,33,95,42,90,0,36,0,0,1.29752,1.74824,0,-0.0965061,0.212284,8.27954,0.922827,4.96076,7.05498,5.70829,8.96962,4.30167,13.7886,4.73451,9.24072,
0.1,1,0.4,40,250.517,0,31,-0.348288,0,350,157,1114,764,1108,761,327,192,0,-0.181041,1.24982,1,-0.254524,0.305939,13.0183,5.73784,19.0307,0.411652,8.86524,8.91425,4.65532,33.5022,5.76866,6.98083,
0.1,1,0.4,40,250.517,200.001,79,-0.0289934,43,48,16,93,45,88,36,50,36,0,0.161553,0.110507,0,-1.35665,0.432399,10.3215,8.28284,2.0075,19.8897,7.33141,0.97062,5.21469,0.70652,14.3402,0.226793,
0.1,1,0.4,40,250.517,200.001,65,-0.0163295,34,51,21,114,63,107,58,50,50,0,-0.0826673,0.280497,0,1.71514,0.387958,11.7153,7.57221,6.13487,3.20974,0.50021,14.2682,26.8401,3.34171,0.324105,0.828024,
0.1,1,0.4,40,250.517,200.001,66,-0.0480482,12,54,28,119,65,116,0,59,0,0,1.21005,1.3045,0,-1.32007,0.419584,0,0.515023,23.494,1.77169,4.72373,2.98683,0.547133,11.8233,5.16864,2.2827,
0.1,1,0.4,40,250.517,200.001,60,-0.0261964,8,62,31,125,63,118,58,49,46,0,-1.01204,2.58384,0,-2.05556,0.187297,17.9978,5.86613,7.56523,6.46651,5.14195,3.39441,13.9117,7.25511,2.92178,5.7806,
0.1,1,0.4,40,250.517,0,17,-0.517921,0,322,110,1109,787,1104,784,341,341,0,-0.351388,-0.826047,3,1.4987,0.527138,0.0116858,0.404908,2.12908,1.53265,2.88038,10.133,4.69247,31.3755,0.0417511,13.6924,
0.1,1,0.4,40,250.517,200.001,75,-0.12096,17,56,27,130,74,125,10,55,0,0,0.871582,1.36631,0,1.08603,0.482861,0,0.443794,2.65538,1.35638,5.61636,11.1325,5.2288,28.804,0,13.7218,
0.1,1,0.4,40,250.517,200.001,52,-0.0500959,12,54,20,130,76,128,24,57,21,0,0.65738,0.0470476,0,-0.020711,0.42641,0.714689,0,22.6978,4.44485,2.68771,3.74,1.87952,13.8102,3.36491,1.04378,
0.1,1,0.4,40,250.517,200.001,51,-0.068129,41,59,25,154,95,146,0,71,0,0,1.05139,1.87269,0,1.65249,0.374282,1.15412,0.0189439,4.91646,0,5.0003,6.56503,14.9821,0,3.17869,5.97835,
0.1,1,0.4,40,250.517,200.001,56,-0.080336,41,62,27,145,83,140,0,71,0,0,2.08957,2.22924,0,3.06542,0.328193,0.737335,0.330106,5.65924,1.57301,4.82643,7.45385,14.0838,1.42116,2.29199,5.66014,
0.1,1,0.4,40,250.517,200.001,57,-0.0667331,48,90,40,209,119,205,31,80,1,0,0.76154,0.975673,0,-0.11438,0.291222,4.64655,8.99346,6.15502,7.11983,0.368442,18.611,4.94653,2.13811,5.86802,7.70384,
0.1,1,0.4,40,300.626,0,10,-0.0117921,0,373,173,1288,915,1285,451,384,45,0,0.49985,0.724895,0,-0.461114,0.407477,23.949,2.97266,1.52449,8.04395,6.67519,2.32951,20.1045,13.3656,2.62281,2.83546,
