dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0.1,1,0.4,40,10.1083,0,33,-0.441534,0,14,6,22,8,18,8,20,20,0,-0.0877853,-0.548126,0,-0.0344809,0.400385,9.54592,15.2983,30.6715,32.0129,11.652,2.97042,0.637624,24.4479,9.60439,31.2067,
0.1,1,0.4,40,10.1083,0,10,-0.325165,0,21,8,37,16,29,12,18,18,0,-0.858762,-0.0456221,0,0.582785,0.284023,24.3327,18.8336,11.7495,13.9816,13.8094,2.65606,8.3878,13.2518,30.1115,9.39743,
0.1,1,0.4,40,10.1083,0,39,-0.0876148,0,21,9,35,14,27,9,23,23,0,-1.10885,1.01264,0,0.485867,0.364317,26.0552,6.25997,12.3993,6.75475,1.18482,1.3368,5.87622,3.31987,6.36704,19.8699,
0.1,1,0.4,40,10.1083,0,21,-0.216633,0,23,12,42,19,33,0,20,0,0,1.61105,2.29147,0,-0.46444,0.421337,5.96071,9.7871,43.3046,2.08748,27.9215,17.2764,9.28367,4.45003,16.8144,31.5241,
0.1,1,0.4,40,10.1083,0,34,-0.0792787,0,15,2,45,30,41,0,32,0,0,1.41765,1.83255,0,1.45765,0.505242,40.5934,36.867,0.627647,6.03039,0.98592,20.3259,3.69472,5.04314,9.19257,22.8261,
0.1,1,0.4,40,10.1083,0,15,-0.22739,0,20,7,50,30,45,26,21,21,0,-1.08198,1.19381,0,0.389696,0.44566,7.02262,27.0011,1.3946,25.1538,5.92982,0.147748,15.6654,24.6398,39.9723,12.2991,
0.1,1,0.4,40,10.1083,0,8,-0.387529,0,31,11,57,26,51,22,29,29,0,-1.44576,1.91059,0,1.27088,0.358643,3.05446,7.43705,13.5318,9.74219,21.4871,1.91053,1.5394,23.1228,2.32345,1.35171,
0.1,1,0.4,40,10.1083,0,5,-0.267797,0,21,5,47,26,42,0,27,0,0,1.57656,0.516859,0,1.35712,0.327535,10.0705,8.33618,19.8046,16.6269,43.1351,3.03452,19.4553,7.49355,13.3347,1.20111,
0.1,1,0.4,40,20.2146,0,20,-0.197517,0,21,12,45,24,39,0,25,0,0,1.44877,1.79032,0,0.432734,0.424531,17.4284,35.2523,27.8773,14.0306,26.0312,4.2811,0.0601659,11.6293,8.09894,5.34174,
0.1,1,0.4,40,20.2146,0,12,-0.253095,0,20,8,54,34,47,17,18,5,0,0.43848,0.684012,0,-0.809911,0.452169,14.2547,37.3863,21.5937,7.61139,29.3672,21.2574,8.60291,24.6575,3.93928,15.7796,
