dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0.1,1,0.4,40,50.1085,0,17,-0.0114878,0,22,6,38,16,31,0,19,0,0,1.26759,2.50926,0,0.365585,0.414716,12.5911,1.59859,37.9983,21.1636,19.6965,8.59692,21.2278,16.5607,28.0478,13.981,
0.1,1,0.4,40,50.1085,0,3,-0.257354,0,22,9,43,21,37,18,21,21,0,-0.62027,0.259081,0,0.705207,0.583426,1.01572,25.2379,10.982,13.8807,0.320395,4.70017,57.5391,22.7219,1.66032,1.13036,
0.1,1,0.4,40,50.1085,0,36,-0.271278,0,20,10,39,19,32,15,24,24,0,-1.22515,1.55123,0,1.00214,0.35923,3.49731,7.94069,24.704,4.72156,13.9367,4.14399,21.1032,19.0498,4.36331,11.2974,
0.1,1,0.4,40,50.1085,0,28,-0.0365352,0,20,5,41,21,36,4,22,11,0,0.737769,-0.00899663,0,-0.701359,0.306453,14.4614,13.1784,7.13601,28.5726,6.4978,10.5019,0.275266,22.2702,6.10812,8.31344,
0.1,1,0.4,40,50.1085,0,33,-0.0572132,0,17,6,45,28,42,14,25,11,0,0.486127,0.105482,0,2.75235,0.512844,25.9047,43.6295,11.1548,16.8056,6.15836,0.840354,46.4799,6.10092,0.338845,3.8937,
0.1,1,0.4,40,50.1085,0,42,-0.276827,0,22,7,45,23,41,6,19,12,0,0.523804,-0.145698,0,-0.924615,0.486744,3.08096,24.9112,23.3007,35.9338,5.07326,1.83008,1.04106,0.831084,7.11259,9.43615,
0.1,1,0.4,40,50.1085,0,22,-0.0914307,0,16,5,40,24,34,20,22,22,0,-0.556295,0.989901,0,0.572778,0.442295,2.42713,5.79758,66.1037,7.65046,15.2177,5.39405,8.37285,5.96976,5.65245,33.6001,
0.1,1,0.4,40,50.1085,0,8,-0.831113,0,29,9,54,25,51,2,26,5,0,0.883904,-0.279102,0,1.11716,0.449139,1.45382,14.4945,7.40668,14.5607,40.327,0.281355,3.28678,1.14447,5.56151,20.6318,
0.1,1,0.4,40,50.1085,0,32,-0.326904,0,25,12,54,29,46,20,30,23,0,0.221751,0.229084,0,-0.6958,0.349521,1.20498,21.6731,6.66972,4.76802,5.89775,8.33148,16.6075,10.7084,28.2281,7.59608,
0.1,1,0.4,40,50.1085,0,41,-0.214692,0,26,13,49,23,47,21,23,23,0,-1.79673,2.63219,0,0.0513626,0.388237,7.49403,15.1259,0.463833,11.7238,6.09709,8.09071,2.69016,25.7663,22.2664,21.6195,
