iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
0,1,0.4,40,10.1008,278,45,0.512134,0.109524,0.502022,0.129554,1.90665,0.147415,0.814708,0.0402585,1.90653,0.147528,0.814689,0.0403046,0.992213,0.10069,1.02464,0.0263292,0.858539,1.01588,0.856591,98.2543,29.0939,1123,550,2622,1499,2378,921,1372,0,0,1,0,10.1008,7.10543e-15,10.1008,10.1008
0,1,0.4,40,20.2009,283,31,0.509086,0.106078,0.494396,0.13438,1.9151,0.136548,0.817678,0.0382113,1.91507,0.136702,0.817669,0.0382555,0.994392,0.232401,1.02551,-0.252458,0.730848,1.09105,0.866708,92.3509,28.152,1536,769,4401,2865,4131,1917,2660,0,0,1,0,20.2009,1.06581e-14,20.2009,20.2009
0,1,0.4,40,30.3047,272,29,0.514503,0.106574,0.498617,0.137032,1.90807,0.137969,0.815784,0.0387083,1.90806,0.138161,0.815777,0.0387583,0.99079,0.261632,1.04204,-0.306698,0.724815,1.06126,0.815899,91.4485,28.3243,1815,922,5937,4122,5681,2969,3930,0,0,1,0,30.3047,3.55271e-15,30.3047,30.3047
0,1,0.4,40,40.4058,260,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.991507,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,2048,1062,7356,5308,7087,3991,5097,0,0,1,0,40.4058,1.42109e-14,40.4058,40.4058
0,1,0.4,40,50.5079,247,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.992807,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,2212,1175,8651,6439,8380,5021,6224,0,0,1,0,50.5079,1.42109e-14,50.5079,50.5079
0,1,0.4,40,60.6195,239,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.995653,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,2375,1277,9959,7584,9695,6051,7370,0,0,1,0,60.6195,2.13163e-14,60.6195,60.6195
0,1,0.4,40,70.7227,217,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.994041,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,2555,1383,11295,8740,11038,7093,8529,0,0,1,0,70.7227,2.84217e-14,70.7227,70.7227
0,1,0.4,40,80.8229,211,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.993452,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,2748,1510,12627,9879,12366,8127,9667,0,0,1,0,80.8229,0,80.8229,80.8229
0,1,0.4,40,90.925,205,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.992539,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,2909,1602,13872,10963,13613,9139,10759,0,0,1,0,90.925,0,90.925,90.925
0,1,0.4,40,101.03,216,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.992733,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,3081,1719,15163,12082,14901,10152,11872,0,0,1,0,101.03,2.84217e-14,101.03,101.03
0,1,0.4,40,111.131,204,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.994499,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,3251,1826,16416,13165,16162,11135,12962,0,0,1,0,111.131,2.84217e-14,111.131,111.131
0,1,0.4,40,121.234,184,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.994602,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,3419,1924,17727,14308,17476,12172,14108,0,0,1,0,121.234,1.42109e-14,121.234,121.234
0,1,0.4,40,131.336,183,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.993708,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,3611,2048,19070,15459,18813,13220,15260,0,0,1,0,131.336,5.68434e-14,131.336,131.336
0,1,0.4,40,141.445,149,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.992042,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,3765,2145,20350,16585,20086,14233,16375,0,0,1,0,141.445,8.52651e-14,141.445,141.445
0,1,0.4,40,151.545,144,26,0.517673,0.105835,0.49985,0.139854,1.90749,0.14329,0.814641,0.0400901,1.9074,0.143513,0.814637,0.0401508,0.994503,0.249074,1.08036,-0.416048,0.68486,0.997229,0.794218,90.9975,29.5723,3944,2257,21724,17780,21465,15331,17575,0,0,1,0,151.545,5.68434e-14,151.545,151.545
