dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0.1,1,0.4,40,50.1046,0,10,-0.0971564,0,0,0,43,43,36,0,0,0,0,0.997782,0.313269,0,-0.717883,0.424275,24.7365,35.233,11.7372,3.0001,5.94254,27.8397,3.56353,25.617,5.7,15.5781,
0.1,1,0.4,40,50.1046,0,35,-0.268568,0,0,0,42,42,37,0,0,0,0,1.206,1.68914,0,-0.0632536,0.570417,2.29048,66.4828,2.74169,31.6085,9.91373,1.24071,11.2692,29.5837,1.49594,3.9283,
0.1,1,0.4,40,50.1046,0,12,-0.00267694,0,0,0,55,55,52,0,0,0,0,1.42865,2.99734,0,-0.110929,0.307573,3.53082,12.2574,8.06476,16.1904,7.0647,2.22488,28.6795,15.7278,9.6479,13.5727,
0.1,1,0.4,40,50.1046,0,43,-0.0268035,0,0,0,63,63,58,0,0,0,0,1.70428,1.04343,0,0.526978,0.295886,0.520994,25.5413,17.2525,13.9922,12.5504,2.63477,9.75539,0.173129,14.5486,6.66707,
0.1,1,0.4,40,50.1046,0,41,-0.0363288,0,0,0,54,54,49,0,0,0,0,1.80527,1.84457,0,-0.410373,0.42588,27.3897,3.41085,4.76034,6.33194,16.9765,41.5318,3.53317,10.3721,1.69783,5.90122,
0.1,1,0.4,40,50.1046,0,11,-0.09852,0,0,0,78,78,70,0,0,0,0,1.73151,1.39649,0,-0.629559,0.411747,2.66013,1.10459,36.2267,20.2584,8.45623,2.98289,0.900514,3.44238,8.11606,0.78789,
0.1,1,0.4,40,50.1046,0,37,-0.0939995,0,0,0,71,71,66,0,0,0,0,1.77218,1.26028,0,0.0369982,0.375074,19.7973,3.20575,1.84035,7.85154,23.481,9.81569,16.4659,1.34473,0.106275,7.83543,
0.1,1,0.4,40,50.1046,0,50,-0.0580634,0,0,0,77,77,73,0,0,0,0,1.84117,0.896723,0,-0.241131,0.256453,4.08005,15.7064,14.7651,17.2245,0.258486,5.70078,6.65878,9.00391,8.95525,1.40976,
0.1,1,0.4,40,50.1046,0,40,-0.11134,0,0,0,90,90,85,0,0,0,0,1.21472,-0.455096,0,-1.00826,0.234486,8.83866,7.92321,0.318625,7.90927,5.62986,1.68271,8.81909,10.8396,13.8529,6.10791,
0.1,1,0.4,40,50.1046,0,8,-0.0207498,0,0,0,109,109,104,0,0,0,0,1.66176,0.546875,0,0.52601,0.327379,9.24799,10.0028,9.60532,4.67278,6.12778,2.35607,2.21788,4.31798,0.388544,9.90258,
0.1,1,0.4,40,50.1046,0,46,-0.132421,0,0,0,99,99,96,5,0,0,0,0.929345,2.53348,0,-1.37698,0.316616,3.5489,13.7599,6.92958,0.107177,4.11411,4.61378,6.34948,12.6358,13.8132,11.4564,
0.1,1,0.4,40,200.424,0,1,381.027,0,0,0,1026,1026,1023,960,0,0,0,0.0554618,0.838704,0,-1.04711,0.418642,42.6777,9.77995,4.36001,1.03773,6.4329,11.5513,7.82354,31.4501,27.2855,4.99042,
0.1,1,0.4,40,200.424,0,42,379.354,0,0,0,1006,1006,999,855,0,0,0,0.146937,0.498064,0,0.976292,0.39405,14.6116,8.14386,0.391231,3.01341,25.4016,18.1185,5.63643,32.2098,14.0591,3.28114,
0.1,1,0.4,40,200.424,0,45,264.428,0,0,0,1015,1015,1010,515,0,0,0,0.478723,-0.996677,0,-0.247133,0.519578,1.13374,13.8001,4.9122,1.02427,1.16356,8.62328,5.06135,0.0721859,4.48089,27.7772,
0.1,1,0.4,40,200.424,0,13,327.737,0,0,0,990,990,986,593,0,0,0,0.409562,0.417251,0,0.0928635,0.34322,10.6357,4.65422,7.61179,3.91092,6.59757,0.373759,5.18108,18.6976,1.29004,14.5162,
0.1,1,0.4,40,200.424,0,15,74.4904,0,0,0,996,996,990,384,0,0,0,0.60303,2.33206,0,0.0597444,0.311795,6.49396,5.91297,28.5544,4.0073,2.12228,1.53735,12.0385,14.7604,8.17504,0.616585,
0.1,1,0.4,40,200.424,0,16,307.013,0,0,0,1019,1019,1012,542,0,0,0,0.430658,1.20512,0,0.517284,0.388989,10.1468,0.541244,5.34731,3.72814,1.96173,10.4185,20.1449,1.02498,3.35176,7.35333,
0.1,1,0.4,40,200.424,0,34,51.1144,0,0,0,1017,1017,1011,597,0,0,0,0.42147,2.54511,0,0.165188,0.359096,15.8821,4.47884,36.6777,23.2831,0.702799,33.1955,5.8872,4.39763,15.0321,1.21828,
0.1,1,0.4,40,200.424,0,36,404.357,0,0,0,985,985,977,715,0,0,0,0.271338,1.55686,0,-0.238436,0.373803,5.07035,7.55313,5.09772,0.790386,0.282358,21.2898,19.4455,8.12555,7.3779,10.5122,
0.1,1,0.4,40,200.424,0,44,372.834,0,0,0,1001,1001,998,650,0,0,0,0.358556,1.45675,0,-0.378862,0.369135,0.554572,2.65668,5.83074,17.7774,16.7328,12.6373,0.653485,3.07149,14.908,0.7705,
0.1,1,0.4,40,250.525,200,66,-0.0954272,9,0,0,63,63,57,0,0,0,0,1.9914,1.53906,0,-2.64267,0.447845,20.0542,0.724204,6.15489,13.8876,4.18962,0.416146,0.428969,37.7052,18.4524,2.55588,
0.1,1,0.4,40,250.525,200,51,-0.174841,29,0,0,68,68,64,0,0,0,0,1.2696,0.389511,0,-0.469221,0.274864,11.9716,1.96788,28.2948,3.91165,0.0632298,6.04597,4.26104,10.4948,15.291,13.4275,
0.1,1,0.4,40,250.525,200,64,-0.188375,9,0,0,63,63,60,0,0,0,0,1.28089,1.55942,0,-0.642562,0.412904,17.4538,2.0999,7.20749,14.2741,5.52412,1.15945,0,35.8053,17.4442,1.4829,
0.1,1,0.4,40,250.525,200,54,-0.0182572,4,0,0,54,54,47,0,0,0,0,1.03825,0.328147,0,0.905509,0.244103,10.1455,0.716765,21.2185,26.9629,6.1309,9.03108,1.69141,24.0598,15.1243,8.78914,
0.1,1,0.4,40,250.525,200,61,-0.00838278,30,0,0,78,78,71,0,0,0,0,1.14205,0.411929,0,0.721781,0.286004,3.2528,1.77173,27.2283,14.914,2.48188,7.64515,9.8728,3.43936,1.72029,11.8365,
0.1,1,0.4,40,400.831,0,2,472.567,0,0,0,2007,2007,2002,2002,0,0,0,-0.467619,0.61988,0,1.07951,0.515411,14.7652,2.33899,6.30187,53.6925,7.5025,1.37087,38.4172,1.23623,2.79235,11.8356,
0.1,1,0.4,40,400.831,0,38,478.317,0,0,0,1948,1948,1943,1176,0,0,0,0.386562,0.630107,0,1.11288,0.4655,6.15457,8.69682,6.11952,9.17339,0.7915,1.44235,0.667935,1.05937,0.57296,3.4315,
0.1,1,0.4,40,400.831,0,49,433.955,0,0,0,2078,2078,2070,2070,0,0,0,-2.54018,2.21964,1,0.596797,0.428421,3.12056,3.03656,31.7584,3.44759,24.8261,35.058,1.38604,18.4166,11.5356,19.0458,
0.1,1,0.4,40,400.831,0,17,412.426,0,0,0,1996,1996,1989,1584,0,0,0,0.207688,1.66878,0,0.470214,0.371656,27.9273,2.98762,3.02361,12.6654,0.70121,11.6526,6.32058,0.386379,25.3546,10.1498,
0.1,1,0.4,40,400.831,0,19,433.214,0,0,0,1918,1918,1911,1911,0,0,0,-2.04897,2.26046,1,-1.25317,0.430427,1.34422,2.93917,25.9679,2.57526,42.751,20.4056,16.1803,5.05579,19.1708,6.85873,
0.1,1,0.4,40,400.831,0,20,404.353,0,0,0,2074,2074,2069,1420,0,0,0,0.306798,1.14993,1,-1.21705,0.35889,2.31088,1.20792,1.17547,11.1917,21.964,6.31875,10.4714,3.01695,12.245,8.53173,
0.1,1,0.4,40,400.831,0,24,466.058,0,0,0,1923,1923,1919,1919,0,0,0,-0.868138,-0.0867076,1,-0.778475,0.415108,26.9176,4.1248,31.8547,0.821759,11.6325,0.430641,19.0302,6.54872,12.3545,24.2679,
0.1,1,0.4,40,400.831,0,27,379.784,0,0,0,2021,2021,2016,1059,0,0,0,0.467267,0.311204,0,1.21908,0.426584,4.03946,6.44933,10.4398,1.70584,2.8608,0.890947,5.11862,2.48842,3.11565,2.935,
0.1,1,0.4,40,400.831,200,69,87.3564,6,0,0,1011,1011,1007,518,0,0,0,0.476437,1.73387,0,-1.55056,0.312183,25.9143,13.6983,18.0216,1.07781,12.5426,8.36883,0,11.0532,20.2429,1.9931,
0.1,1,0.4,40,400.831,200,53,438.44,49,0,0,1009,1009,1002,1002,0,0,0,-0.415636,2.97945,0,-0.407169,0.442171,3.40331,2.28571,31.4746,1.778,24.4527,34.864,0.96981,17.9799,10.891,18.2581,
0.1,1,0.4,40,400.831,200,67,466.02,24,0,0,1004,1004,998,998,0,0,0,-0.628588,2.86167,0,-0.807673,0.417021,27.663,3.41604,32.3944,1.18809,11.8006,0,18.1355,7.42182,13.2972,23.7894,
0.1,1,0.4,40,400.831,200,55,150.486,31,0,0,980,980,976,588,0,0,0,0.394734,1.517,0,0.831019,0.341138,1.28872,31.5315,13.8218,29.1087,1.35519,3.71184,5.14508,13.3332,17.3768,1.57107,
0.1,1,0.4,40,400.831,200,58,160.993,28,0,0,997,997,994,499,0,0,0,0.527435,0.859786,0,-1.44643,0.247095,10.1853,9.20835,18.6951,4.22642,7.51306,6.17504,19.8803,1.60685,10.9368,2.75276,
0.1,1,0.4,40,400.831,200,60,373.4,19,0,0,1000,1000,998,944,0,0,0,0.0448628,0.233139,0,-0.676305,0.439051,1.0521,4.06578,27.5443,2.85075,43.1478,22.6915,16.2351,4.38362,19.2232,7.87332,
0.1,1,0.4,40,400.831,200,63,57.0332,23,0,0,990,990,984,398,0,0,0,0.596497,0.540254,0,0.507141,0.246143,6.55507,10.5934,24.1435,4.51133,12.9437,11.4287,3.21035,6.43672,9.39035,3.50886,
0.1,1,0.4,40,450.934,400.008,71,-0.0112819,26,0,0,63,63,54,0,0,0,0,2.17723,1.15743,0,1.0724,0.413066,0.806954,3.69073,12.1178,7.26831,9.53777,31.2449,19.5581,1.3894,19.1145,2.29802,
