iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0,1,0.4,40,20.2116,0,37,-0.142248,0,37,14,80,43,77,0,26,0,0,1.78877,1.03066,0,1.24599,0.386389,5.42222,7.99209,2.67861,6.43601,0.303993,12.0535,7.13429,1.13063,32.5032,4.62273,
0,1,0.4,40,20.2116,0,20,-0.104389,0,29,16,72,43,65,5,32,0,0,0.763098,1.06054,0,0.346518,0.419426,1.04021,21.9661,2.4914,1.75353,7.97477,12.7485,10.4388,7.12934,2.35164,42.0548,
0,1,0.4,40,20.2116,0,15,-0.00713034,0,30,10,70,40,63,0,22,0,0,1.46406,1.04823,0,0.290984,0.379308,1.2825,10.4293,2.18579,6.79214,3.84005,20.343,24.7495,5.22953,14.2591,4.95854,
0,1,0.4,40,20.2116,0,22,-0.152355,0,16,9,67,51,63,0,30,0,0,1.59592,-0.349148,0,0.813628,0.365719,10.4451,28.4143,4.48165,0.860288,0.558899,15.4965,14.9809,5.97256,3.76047,12.0933,
0,1,0.4,40,20.2116,0,36,-0.0289259,0,36,16,96,60,92,0,22,0,0,1.23147,1.99303,0,-0.00694909,0.41384,3.00296,12.9832,15.1401,7.37675,1.65091,0.207163,1.10881,18.3506,3.33191,3.57165,
0,1,0.4,40,20.2116,0,18,-0.0195601,0,36,14,102,66,98,0,41,0,0,1.90809,1.02958,0,-0.840875,0.276237,4.7794,13.3594,5.53879,7.87683,3.14114,5.99989,4.77657,2.98515,8.75695,5.4058,
0,1,0.4,40,20.2116,0,42,-0.109572,0,36,17,94,58,89,0,37,0,0,2.37649,-0.607196,0,0.66199,0.365727,2.44553,0.0714278,3.16785,5.27755,0.835185,13.7133,1.82893,16.5959,14.2134,10.7169,
0,1,0.4,40,30.3173,0,19,-0.106397,0,39,15,114,75,105,18,43,0,0,0.64954,1.26803,0,-0.433462,0.379421,6.11098,13.4272,21.1077,2.02063,15.4286,0.243658,24.7706,0.512728,9.09821,5.86741,
0,1,0.4,40,30.3173,0,41,-0.237598,0,51,29,128,77,125,38,37,0,0,0.484748,1.79496,0,-1.12403,0.342534,11.0792,6.07186,6.42428,2.29127,20.4801,21.6335,8.42639,0.460818,32.3501,15.8944,
0,1,0.4,40,30.3173,0,1,-0.0664176,0,45,12,128,83,126,0,41,0,0,1.26849,0.283618,0,0.580555,0.403238,0.622426,3.52941,7.59512,1.96045,1.32619,15.9477,7.63365,7.18899,2.52456,1.08881,
0,1,0.4,40,40.4204,0,14,-0.0704699,0,34,17,161,127,156,0,41,0,0,1.21241,2.7747,0,-0.0936393,0.458316,7.51406,2.72616,3.50865,4.37887,3.16544,0.772678,0.0181652,0.649315,2.12158,14.8058,
0,1,0.4,40,60.6331,0,48,-0.00346638,0,73,38,297,224,295,108,58,0,0,0.559267,1.85223,0,-2.10227,0.399563,1.39626,14.2643,5.97125,11.6686,34.3295,3.91481,2.15747,19.4652,1.2067,18.009,
0,1,0.4,40,212.206,200.001,70,-0.111915,28,19,10,51,32,47,0,19,0,0,1.25361,1.21843,0,0.59073,0.433339,0.926861,15.5937,15.4665,14.0726,0.659354,2.02871,3.17868,21.2503,7.15077,48.149,
0,1,0.4,40,212.206,200.001,57,-0.0714558,11,20,15,61,41,55,0,26,0,0,1.2356,0.839228,0,2.15065,0.417363,3.58249,5.8143,3.02409,9.39577,1.33144,6.51103,40.2564,27.2943,0,10.9636,
0,1,0.4,40,212.206,200.001,69,-0.132755,46,24,11,60,36,56,34,28,28,0,-0.931843,0.893441,0,0.214496,0.315483,13.2277,39.78,11.4506,9.42361,6.59609,23.864,6.88633,6.73086,0.865252,15.5347,
0,1,0.4,40,222.312,200.001,72,-0.0477811,38,31,18,60,29,54,0,14,0,0,2.83569,0.795374,0,-0.647283,0.256074,0.810054,9.48644,14.8387,3.46844,10.0691,16.6241,7.10884,16.8331,22.817,8.00736,
0,1,0.4,40,222.312,200.001,68,-0.242192,31,31,15,78,47,73,29,20,17,0,0.329087,-0.328202,0,-1.90597,0.311998,9.57043,14.224,5.4033,19.5549,22.9084,8.36342,1.67233,22.2831,2.29816,17.1883,
0,1,0.4,40,222.312,200.001,51,-0.0894592,40,40,18,83,43,77,0,33,0,0,2.03816,2.12815,0,0.117849,0.434232,4.89327,5.09317,8.47706,1.61356,1.12811,5.45926,35.3515,5.51126,9.73239,1.1837,
0,1,0.4,40,222.312,0,30,-0.419956,0,233,136,1109,876,1106,875,217,162,0,-0.716105,2.39118,1,-1.00782,0.252899,12.8909,3.04406,17.3129,5.84783,14.458,10.0792,4.31046,2.18864,20.6117,16.4204,
0,1,0.4,40,222.312,200.001,52,-0.0318929,26,29,17,83,54,78,0,28,0,0,1.96856,1.16734,0,0.228786,0.194977,0.279882,6.97602,16.5041,5.93412,4.66642,10.6207,8.3038,7.68651,10.1609,6.77252,
0,1,0.4,40,222.312,200.001,56,-0.289435,11,37,24,96,59,92,51,35,35,0,0.127838,-0.425554,0,0.50559,0.426654,5.30469,3.79511,2.96868,10.8131,0,8.71274,39.216,27.9213,0.772111,10.3695,
0,1,0.4,40,222.312,200.001,54,-0.0179215,6,41,25,112,71,105,0,43,0,0,1.67119,1.87527,0,-2.04045,0.309188,11.0014,9.00667,5.77957,1.09985,8.67593,5.78263,9.65516,5.49273,1.25757,0,
0,1,0.4,40,232.419,0,29,-0.194092,0,217,134,1126,909,1120,395,241,122,0,0.577809,-0.185112,0,0.740059,0.393589,20.011,1.90391,2.51762,7.17621,18.584,6.67369,1.76505,1.45805,7.6032,0.429083,
0,1,0.4,40,232.419,200.001,53,-0.20609,31,40,24,110,70,107,29,48,2,0,0.567125,1.56306,0,0.796691,0.333398,9.86338,13.0157,4.61776,19.9048,21.208,7.48778,2.18888,23.9545,1.99382,16.1368,
0,1,0.4,40,232.419,200.001,63,-0.908538,28,45,23,131,86,127,82,44,41,0,-0.420605,0.899715,0,-2.50593,0.439256,0.690312,16.3365,13.9219,13.6525,1.46618,2.6287,3.18458,21.0501,6.34591,50.4834,
0,1,0.4,40,232.419,0,11,-0.318209,0,233,118,1124,891,1115,884,231,208,0,-0.462159,1.03052,2,2.27874,0.459435,4.65952,3.40594,3.05786,9.55287,0.363351,6.89875,40.7438,27.5123,0.520144,10.6976,
0,1,0.4,40,242.521,200.001,58,-0.00266698,6,41,22,175,134,171,16,71,0,0,0.882114,2.23152,0,-0.67239,0.303202,11.6835,7.21225,7.27053,1.21853,7.65721,6.16908,10.3868,6.36602,0.310354,1.00251,
0,1,0.4,40,252.625,0,43,-0.539399,0,227,152,1198,971,1195,476,264,61,0,0.509347,0.593891,0,-0.265472,0.345452,3.97324,0.667179,4.37557,19.8859,8.75756,6.71581,0.922844,13.2471,7.03545,24.5575,
0,1,0.4,40,343.54,0,9,-0.0670234,0,349,218,1774,1425,1771,731,350,0,0,0.463073,2.41942,0,-0.789757,0.261774,7.04685,7.82341,9.65912,6.47994,2.67736,8.8861,5.79703,17.9839,8.01497,33.5403,
0,1,0.4,40,404.155,0,46,70.4266,0,425,261,2059,1634,2054,1339,411,115,0,0.16546,1.13164,2,0.316914,0.350554,13.1261,39.4681,10.566,9.52489,5.4416,24.0897,7.24295,6.48881,0.423634,16.2672,
0,1,0.4,40,404.155,0,47,24.4326,0,390,267,2004,1614,2000,492,396,0,0,0.67814,2.01869,0,1.20124,0.261296,10.0424,13.115,11.8005,2.05378,1.25243,4.37616,6.0864,6.45032,3.47541,3.4086,
0,1,0.4,40,404.155,200.001,66,45.2572,38,233,167,1024,791,1022,448,235,5,0,0.441577,2.16186,0,-0.573987,0.287924,1.80619,10.7737,13.2895,3.55737,9.62913,14.2949,3.92799,18.4942,21.3788,6.1792,
0,1,0.4,40,414.256,400.004,74,-0.0348187,28,24,15,57,33,51,32,32,29,0,0.0704497,0.0161577,0,-1.93359,0.459363,2.30203,16.2559,13.7628,13.8494,0,4.72765,1.55142,20.7691,7.30456,49.4106,
0,1,0.4,40,414.256,0,26,-0.945579,0,440,260,2069,1629,2063,1626,446,446,0,-1.62381,0.265603,3,0.0282493,0.184665,0.87043,6.94817,16.2109,6.33824,5.29143,10.7702,9.23985,8.25094,11.1226,6.81,
0,1,0.4,40,424.36,400.004,85,-0.158281,49,27,20,80,53,76,3,21,0,0,0.939077,0.63225,0,-0.858099,0.324324,6.31625,17.4919,1.23703,7.8544,8.6039,3.14437,9.13244,19.6179,11.5585,5.50269,
0,1,0.4,40,424.36,200.001,71,-0.422587,30,246,184,1071,825,1064,823,238,238,0,-0.512002,-0.301993,0,0.349531,0.25604,14.4995,3.36209,15.0053,6.10067,13.048,9.62176,4.42428,1.89193,20.853,17.9173,
0,1,0.4,40,424.36,400.004,90,-0.142814,59,41,27,82,41,77,0,30,0,0,1.68099,1.87294,0,-3.43469,0.157817,6.82818,1.00259,13.9606,11.0856,13.7695,6.24484,4.29704,8.54974,7.23225,6.11639,
0,1,0.4,40,424.36,0,5,-0.221268,0,437,260,2071,1634,2065,1629,443,443,0,-0.927476,-0.553517,0,-0.551934,0.409003,9.43706,0.232082,44.7811,0.351321,14.0988,18.2881,2.08832,8.12371,17.306,3.38293,
0,1,0.4,40,424.36,400.004,84,-0.0231793,64,41,30,110,69,106,12,29,3,0,0.734361,0.638981,0,-1.35951,0.349858,17.588,0,25.2496,7.91603,14.2976,1.09749,0,0.710627,1.77457,10.1973,
0,1,0.4,40,424.36,0,38,-0.198474,0,450,277,2153,1703,2148,1701,478,454,0,-0.383747,0.936939,2,-0.152153,0.295139,0.755647,9.84683,12.806,2.98016,11.3735,15.4935,4.93895,18.0294,21.5992,8.46919,
0,1,0.4,40,424.36,400.004,86,-0.113468,49,38,24,114,76,109,14,39,0,0,0.691312,2.12428,0,-0.293957,0.321658,4.60608,17.1174,4.23887,8.09925,7.58862,2.17174,7.27378,19.7596,11.3003,5.64748,
0,1,0.4,40,434.46,400.004,83,-0.0147698,10,60,40,152,92,147,89,46,46,0,-1.89873,3.0118,0,1.55942,0.356222,10.8509,3.64249,21.1993,3.56711,25.4663,17.5169,1.84028,22.2705,0,7.45357,
0,1,0.4,40,434.46,0,49,-0.0253975,0,463,291,2086,1623,2079,1619,435,396,0,-0.349657,0.987132,2,-1.82024,0.330766,5.80867,16.3806,2.45316,7.5351,7.09948,3.16792,8.26973,18.5585,11.4858,4.64883,
0,1,0.4,40,434.46,0,10,-0.349944,0,474,300,2235,1761,2230,1757,475,475,0,-1.82817,0.507844,1,0.906712,0.356019,11.2073,4.67148,22.1577,3.48557,25.9922,16.5693,1.38492,23.2911,0.185046,7.71464,
0,1,0.4,40,444.561,400.004,76,-0.0535805,61,96,74,233,137,228,32,83,1,0,0.815118,1.76866,0,-1.08226,0.284867,11.2438,10.256,5.74127,2.94998,7.32746,5.09382,11.7248,4.80664,0,1.75262,
0,1,0.4,40,464.768,400.004,88,-0.120497,26,94,63,292,198,285,88,73,18,0,0.52964,0.625319,0,-0.419397,0.203314,0,8.2702,15.2562,6.54349,6.01709,8.84221,9.01773,9.05385,11.5037,7.9289,
