iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4,cue5,cue6,cue7,cue8,cue9
0,1,0.4,40,10.1003,0,11,-0.0116444,0,18,13,34,16,27,12,18,18,0,-1.15255,1.38469,0,0.918328,0.382019,15.6454,1.57682,8.43023,10.8555,23.9227,13.5469,54.7133,11.3896,0.484581,15.4245,
0,1,0.4,40,10.1003,0,50,-0.513703,0,16,9,37,21,31,3,17,13,0,0.747201,-0.787916,0,0.905463,0.418157,14.2126,28.8727,8.57,27.3978,1.30665,12.2136,2.74765,17.7071,0.997784,0.549983,
0,1,0.4,40,10.1003,0,5,-0.483185,0,14,6,28,14,24,0,10,0,0,1.92167,2.30254,0,-0.00619284,0.604809,10.1543,5.15378,3.65911,71.7682,55.2903,0.357459,42.05,18.5778,34.4518,4.47444,
0,1,0.4,40,10.1003,0,25,-0.38257,0,24,12,43,19,37,18,17,14,0,-0.229753,0.641642,0,-1.59206,0.403475,48.8386,0.889759,17.3165,21.3584,7.43425,15.0907,9.30144,24.1864,5.53421,33.9217,
0,1,0.4,40,10.1003,0,15,-0.150214,0,22,9,47,25,44,0,19,0,0,1.11483,0.580943,0,1.68157,0.414562,7.87595,17.1167,0.763117,20.1328,2.9785,4.54868,6.43862,30.213,27.3783,21.24,
0,1,0.4,40,20.2077,0,40,-0.0947607,0,23,10,53,30,49,0,20,0,0,2.398,1.34483,0,-1.29458,0.303442,7.13984,4.77348,34.5486,8.29883,13.0512,13.3921,8.90559,0.235045,21.3205,11.7968,
0,1,0.4,40,20.2077,0,19,-0.284323,0,29,14,55,26,49,23,27,27,0,-1.08068,0.688037,0,-0.579381,0.391873,2.05112,3.41392,16.5212,21.6754,24.7502,14.47,4.59937,0.292028,9.57725,5.1087,
0,1,0.4,40,20.2077,0,7,-0.167516,0,29,14,62,33,58,32,34,34,0,-0.883125,1.02278,0,-0.689507,0.321701,26.2168,0.949875,8.47916,7.40863,2.08321,25.9119,1.8943,14.905,6.97661,2.04178,
0,1,0.4,40,20.2077,0,33,-0.19269,0,34,14,69,35,65,33,22,22,0,-0.953582,0.468411,0,-0.377606,0.321986,15.6407,33.3666,21.9535,10.4059,8.05738,4.94225,8.82449,5.04618,9.38534,17.7883,
0,1,0.4,40,20.2077,0,4,-0.151973,0,27,17,64,37,58,5,28,0,0,0.728208,1.63555,0,0.488108,0.24613,11.537,3.90421,10.7038,4.73626,17.6762,16.0438,9.636,15.181,29.0326,5.22907,
0,1,0.4,40,20.2077,0,14,-0.0931832,0,27,15,68,41,63,0,16,0,0,1.16311,0.378958,0,-0.0660741,0.321691,3.58054,3.1347,8.23497,1.52786,4.69816,4.26972,7.67167,13.1608,39.7179,9.99378,
0,1,0.4,40,20.2077,0,26,-0.113247,0,24,17,78,54,77,0,21,0,0,2.07408,-0.0029147,0,1.19981,0.366733,0.682446,17.8755,1.009,5.94277,13.4238,14.6242,7.48294,1.53185,3.70037,14.9847,
0,1,0.4,40,20.2077,0,32,-0.18341,0,23,12,67,44,61,6,25,0,0,0.855031,0.738183,0,-0.141643,0.437547,20.5897,2.04488,9.87639,9.5455,14.6461,1.86276,7.16851,4.19912,0.791991,51.1285,
0,1,0.4,40,20.2077,0,28,-0.0848258,0,28,16,71,43,67,0,26,0,0,1.4759,-0.293578,0,-0.847666,0.381645,9.09875,10.1364,8.40351,8.9617,4.622,0.120192,0.718755,1.37697,19.3525,28.3035,
0,1,0.4,40,20.2077,0,36,-0.0877954,0,25,16,67,42,61,0,34,0,0,1.96077,-0.140534,0,-0.475435,0.444347,4.60228,18.0929,12.2347,2.31687,9.09655,3.78473,0.223412,33.1537,13.3771,1.4804,
0,1,0.4,40,20.2077,0,41,-0.0760722,0,19,11,70,51,64,0,21,0,0,1.45065,0.846293,0,-0.350739,0.330305,1.51469,1.46814,19.8174,0.450646,20.8879,16.6889,6.15805,7.08571,7.43525,12.3357,
0,1,0.4,40,20.2077,0,20,-0.104498,0,36,20,87,51,81,0,31,0,0,1.68186,3.04517,0,-1.12365,0.359077,2.682,11.2434,11.4078,0.799237,19.904,5.93685,6.22929,7.82654,3.67408,5.07391,
0,1,0.4,40,20.2077,0,12,-0.0590193,0,31,19,89,58,84,3,29,0,0,0.968016,0.41329,0,1.52047,0.40792,22.2491,17.495,14.853,1.3628,0.0621318,4.47422,0.563894,11.8138,7.70633,0.58383,
0,1,0.4,40,20.2077,0,30,-0.210148,0,30,17,87,57,79,25,28,10,0,0.553403,0.249522,0,-1.21725,0.358545,10.824,7.01929,17.9805,28.4002,14.1382,2.38491,8.55862,3.72062,4.53659,23.6889,
0,1,0.4,40,20.2077,0,10,-0.201991,0,40,25,106,66,100,18,45,0,0,0.662945,0.814884,0,-1.41965,0.345457,36.8048,4.95009,0.356139,9.57982,1.51557,9.01083,2.71698,22.9532,9.81864,7.35121,
0,1,0.4,40,30.3105,0,23,-0.239228,0,31,18,116,85,110,54,36,1,0,0.299552,1.87079,0,0.0884172,0.453236,18.754,7.07437,3.24186,3.82537,6.06977,29.2209,2.74481,46.041,45.3188,11.0187,
0,1,0.4,40,30.3105,0,27,-0.0164855,0,39,20,114,75,107,0,32,0,0,1.03856,0.823572,0,-1.4875,0.396989,2.5791,5.5107,19.8474,0.0516277,0.0658493,5.83213,10.853,8.79769,3.2143,0.0123753,
0,1,0.4,40,222.264,200.005,72,-0.121058,31,39,19,93,54,86,10,40,1,0,0.837969,1.04311,0,1.15087,0.397119,1.89484,5.97347,21.4434,0,17.3502,1.67318,11.4466,3.22157,14.0084,18.3944,
0,1,0.4,40,222.264,0,48,-0.268522,0,190,134,1042,852,1038,850,227,213,0,-1.201,2.26988,0,-0.788014,0.395257,3.81387,3.92758,1.01106,16.5323,0.689959,18.0432,21.6723,10.8944,4.11024,29.1677,
0,1,0.4,40,222.264,200.005,71,-0.0545731,47,33,25,100,67,96,0,32,0,0,1.14053,-0.066297,0,-0.0721848,0.313631,1.79077,12.9804,0.311533,11.4466,0.457459,12.0606,5.44712,8.01385,2.03714,9.61606,
0,1,0.4,40,222.264,200.005,55,-0.448039,45,46,31,103,57,97,38,52,46,0,0.265866,-0.241441,0,2.50969,0.412369,16.5293,2.68839,3.98148,2.15203,1.18966,1.82551,0,0.898397,6.71232,7.78892,
0,1,0.4,40,222.264,200.005,68,-0.386944,31,46,30,114,68,107,64,49,49,0,-1.3297,-0.247713,0,1.83529,0.395673,2.81897,4.56027,20.0871,0.370291,17.2958,1.61353,10.2685,2.04449,14.3865,18.002,
0,1,0.4,40,232.373,0,29,-0.430645,0,219,136,1114,895,1110,894,216,216,0,-1.60375,-0.025897,2,0.864368,0.58551,1.11055,7.49705,2.94156,5.04253,0.797653,32.7943,49.9115,26.1161,2.3448,2.32338,
0,1,0.4,40,232.373,0,49,-0.494904,0,205,157,1104,899,1097,897,222,222,0,-1.79454,2.31818,0,-0.774329,0.253788,24.4429,9.26596,5.95658,2.77403,14.8185,13.9343,3.60159,9.0702,7.69248,16.2026,
0,1,0.4,40,232.373,200.005,59,-0.666871,29,47,27,124,77,119,74,44,37,0,-0.472128,1.22378,0,1.30618,0.601426,0.0860609,7.47865,4.33739,4.73651,0,33.9888,48.9042,26.1361,1.60354,1.75591,
0,1,0.4,40,232.373,200.005,58,-0.606471,29,44,30,115,71,108,65,39,31,0,-1.71497,3.03534,0,1.74609,0.572735,1.4553,7.28553,3.55677,5.62802,0.953617,33.5709,50.1854,26.1833,2.35479,2.56469,
0,1,0.4,40,232.373,200.005,67,-0.0983946,45,48,32,126,78,123,0,38,0,0,2.05374,2.15157,0,0.996872,0.299192,14.9352,2.1088,5.11695,3.98107,1.67342,2.22503,3.33073,2.37181,7.56094,7.23197,
