iModelChoice,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,glasttime,popstocklast,popsizelast,bcnest_avg,bcnest_std,bcind_avg,bcind_std,ntrlbc_avg,ntrlbc_std,uniq_lins,relatedness,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,ntrlabun_avg,ntrlabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std
0,0.1,0.4,40,2000,10,45,1901.95,12,45,0.6315,0.165798,0.599688,0.171259,0.545463,0.146677,1,0.994011,0,0,0.0117018,0.106073,0.024912,0.103603,30.8914,10.2143,48.3283,16.5583,141436,134920,428760,287324,427551,275689,286568,1.8,2.84878
