gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
600.007,101,39,0.435355,0.125485,0.425465,0.139636,1.98158,0.10475,0.834392,0.0267936,1.98204,0.104574,0.834407,0.0268117,0.990962,0.393111,1.13207,-0.577304,0.754016,0.871526,1.06103,72.8383,17.3567,26574,19657,106542,79968,106071,74402,79637,0.948718,1.43131,0.915997,2.64099,426.86,166.65,596.094,196.088
