dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,popstock,popsize,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive
0.1,1,0.4,40,50.1085,49,18,0.496909,0.0940108,0.472576,0.14083,1.93852,0.094,0.824279,0.0273406,1.93795,0.0944115,0.824249,0.0272712,0.989107,0.0912894,0.865177,-0.0925735,0.579613,1.2099,0.784608,82.2333,22.8144,2539,1054,6821,4282,6594,2912,4131,0,0,1,0,50.1085,1.42109e-14,50.1085,50.1085
0.1,1,0.4,40,100.212,50,17,0.500383,0.0967265,0.474381,0.145324,1.93536,0.0957897,0.823762,0.0280478,1.93488,0.0962715,0.823745,0.0279795,0.989459,-0.00857022,0.782986,-0.143027,0.556681,1.23742,0.798863,83.0958,23.1889,3620,1538,11084,7464,10873,5610,7311,0,0,1,0,100.212,1.42109e-14,100.212,100.212
0.1,1,0.4,40,150.316,50,17,0.500383,0.0967265,0.474381,0.145324,1.93536,0.0957897,0.823762,0.0280478,1.93488,0.0962715,0.823745,0.0279795,0.98374,-0.00857022,0.782986,-0.143027,0.556681,1.23742,0.798863,83.0958,23.1889,4612,2028,15311,10699,15090,8383,10546,0,0,1,0,150.316,0,150.316,150.316
0.1,1,0.4,40,200.416,49,50,0.479065,0.139794,0.470508,0.152038,1.91902,0.13123,0.821124,0.0317501,1.91981,0.130554,0.821156,0.0316988,0.991149,-0.00412566,1.04818,-0.0746782,0.707925,1.11666,0.793858,83.801,24.3325,5677,2565,19682,14005,19375,11226,13820,0.66,1.19348,0.914601,2.60666,68.4114,94.7449,200.416,0.409171
0.1,1,0.4,40,250.519,50,27,0.483599,0.148236,0.46779,0.168935,1.91408,0.153764,0.820677,0.0354142,1.91472,0.153109,0.820657,0.0353514,0.993313,0.162451,1.0908,-0.162646,0.566401,1.26568,0.717101,73.1847,20.4524,9270,4188,28487,19217,28091,15471,18967,0.925926,1.3858,0.88,2.28702,146.812,99.9347,250.519,50.5125
0.1,1,0.4,40,300.63,50,26,0.48674,0.146342,0.470186,0.168324,1.91185,0.156261,0.820796,0.0360835,1.91252,0.155605,0.820772,0.0360194,0.993784,0.157656,1.1113,-0.158588,0.576805,1.31127,0.691302,73.1184,20.8391,11551,5259,35167,23616,34787,19300,23378,0.807692,1.27156,0.866213,2.19922,192.934,99.707,300.63,100.623
0.1,1,0.4,40,350.734,49,26,0.48674,0.146342,0.470186,0.168324,1.91185,0.156261,0.820796,0.0360835,1.91252,0.155605,0.820772,0.0360194,0.992471,0.157656,1.1113,-0.158588,0.576805,1.31127,0.691302,73.1184,20.8391,13708,6210,41603,27895,41211,22980,27647,0.807692,1.27156,0.866213,2.19922,243.038,99.707,350.734,150.727
0.1,1,0.4,40,400.834,50,50,0.473291,0.167415,0.464578,0.176855,1.88535,0.182609,0.815614,0.0410005,1.88765,0.179786,0.815783,0.0406857,0.994104,0.300504,1.28176,-0.0756449,0.796114,1.16803,0.843133,70.09,21.144,15905,7209,48291,32386,47819,26860,32090,0.9,1.3,0.938272,2.91675,152.829,162.779,400.834,0.826764
0.1,1,0.4,40,450.935,50,32,0.486634,0.150363,0.472886,0.167788,1.90812,0.180417,0.82169,0.0390707,1.91042,0.177064,0.821799,0.0387728,0.995816,0.223339,1.32189,-0.101603,0.58803,1.37377,0.734876,69.7966,21.7438,20129,9045,58125,37996,57615,31451,37685,1.125,1.31696,0.925926,2.75522,250.93,158.117,450.935,50.9273
0.1,1,0.4,40,501.035,49,30,0.487098,0.152549,0.472375,0.170743,1.90245,0.184881,0.821099,0.0402144,1.90495,0.181474,0.821225,0.0399032,0.992351,0.194788,1.35389,-0.058624,0.559238,1.39994,0.751684,68.5933,21.8333,22969,10124,65694,42725,65157,35468,42382,1.2,1.32665,0.925926,2.75522,307.697,159.028,501.035,101.028
0.1,1,0.4,40,551.136,50,30,0.487098,0.152549,0.472375,0.170743,1.90245,0.184881,0.821099,0.0402144,1.90495,0.181474,0.821225,0.0399032,0.99541,0.194788,1.35389,-0.058624,0.559238,1.39994,0.751684,68.5933,21.8333,25753,11152,73198,47445,72684,39433,47125,1.2,1.32665,0.925926,2.75522,357.798,159.028,551.136,151.128
0.1,1,0.4,40,601.236,50,50,0.476692,0.160593,0.468011,0.170749,1.90401,0.165411,0.820146,0.0362796,1.90589,0.162966,0.820237,0.0360836,0.993102,0.0289105,1.40887,0.0992874,0.832947,1.21605,0.830994,68.8612,20.7045,28623,12216,80794,52171,80193,43371,51823,1.12,1.63267,0.9375,2.94323,245.228,234.236,601.236,1.2222
0.1,1,0.4,40,651.338,50,32,0.487276,0.147958,0.473446,0.165748,1.90219,0.165875,0.821035,0.0362835,1.90462,0.162249,0.821169,0.0359596,0.995093,0.114436,1.38275,0.0053149,0.47623,1.46216,0.617435,70.6642,20.6737,32990,13791,90739,57749,90120,47607,57362,1.71875,1.77191,0.935537,2.90553,407.582,210.566,651.338,51.3237
0.1,1,0.4,40,701.441,49,29,0.487792,0.151409,0.472516,0.170483,1.88787,0.16691,0.817931,0.0364119,1.8905,0.163058,0.818081,0.0360653,0.997258,0.229441,1.35889,-0.0438773,0.468656,1.47349,0.624908,70.2074,20.0938,35848,14733,98396,62548,97781,51601,62165,1.82759,1.82074,0.931292,2.82691,453.159,214.353,701.441,101.427
0.1,1,0.4,40,751.542,50,29,0.487792,0.151409,0.472516,0.170483,1.88787,0.16691,0.817931,0.0364119,1.8905,0.163058,0.818081,0.0360653,0.994971,0.229441,1.35889,-0.0438773,0.468656,1.47349,0.624908,70.2074,20.0938,38498,15699,105733,67235,105115,55572,66849,1.82759,1.82074,0.931292,2.82691,503.26,214.353,751.542,151.528
0.1,1,0.4,40,801.649,50,50,0.471687,0.173758,0.462949,0.182635,1.85993,0.197099,0.811046,0.0425806,1.86332,0.193565,0.811296,0.0422936,0.994315,0.165038,1.22819,-0.0539426,0.663351,1.27964,0.849107,65.7322,23.2089,41112,16626,112906,71794,112197,59482,71388,1.5,2.07123,0.941867,2.95975,317.638,320.231,801.649,1.63243
0.1,1,0.4,40,851.753,50,34,0.483869,0.172044,0.470848,0.185834,1.85475,0.207907,0.810326,0.0448254,1.8585,0.203415,0.810605,0.0444265,0.994687,0.198935,1.10113,-0.00497254,0.491982,1.61094,0.638344,65.4539,21.6797,45495,18135,122772,77277,122061,63870,76837,2.02941,2.21605,0.935518,2.85876,463.509,306.566,851.753,51.7362
0.1,1,0.4,40,901.858,50,33,0.484213,0.167095,0.470796,0.181773,1.86508,0.202259,0.812657,0.043422,1.86892,0.197302,0.81294,0.0429869,0.994432,0.232338,1.10059,-0.0247774,0.485845,1.65499,0.594855,66.222,21.545,48778,19043,131198,82420,130489,68117,81992,2.09091,2.22061,0.935518,2.85876,526.092,302.551,901.858,101.841
0.1,1,0.4,40,951.959,49,33,0.484213,0.167095,0.470796,0.181773,1.86508,0.202259,0.812657,0.043422,1.86892,0.197302,0.81294,0.0429869,0.995741,0.232338,1.10059,-0.0247774,0.485845,1.65499,0.594855,66.222,21.545,52033,19978,139532,87499,138808,72374,87064,2.09091,2.22061,0.935518,2.85876,576.193,302.551,951.959,151.942
0.1,1,0.4,40,1002.06,50,50,0.477742,0.183509,0.46861,0.191682,1.84816,0.223399,0.808776,0.0481171,1.85323,0.217146,0.809234,0.0475102,0.997095,0.143711,1.56872,0.075913,0.656263,1.33219,0.946185,58.6387,20.6339,55459,20998,148003,92544,147173,76533,92073,1.58,2.22791,0.940234,2.96447,362.05,377.366,1002.06,2.04362
0.1,1,0.4,40,1052.16,50,38,0.483261,0.188993,0.471201,0.199567,1.81651,0.228626,0.802051,0.0491359,1.82291,0.221831,0.802642,0.0484639,0.995588,0.149022,1.57301,0.0292346,0.460839,1.60786,0.70345,58.9136,21.2372,60802,22592,159196,98394,158364,81082,97911,2,2.36198,0.936981,2.91366,478.468,376.056,1052.16,52.1447
