max_gtime_evolution,dRemovalTime,dReproductionTime,dTickTime,dOutputTime,dFracDeadNest,dFracLastIndRecord,dInitIntercept,dInitSlope,bIsCoevolve,dFracKilled,dMetabolicCost,dMutationStrength,dMutationStrengthCues,dFracIndMutStrength,dMutBias,iNumWorkers,iNumCues,iNumColonies,dInitNestStock,dInitFoodStock,dExpParam,dMeanActionTime,dRatePopStock,dConstantPopStock,dRateNestStock,iModelChoice,iTolChoice,iKillChoice,iRepChoice,iFoodResetChoice,iConstStockChoice,gtime,popstock,popsize,glasttime,popstocklast,popsizelast,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive,simulation_folder,rep_num
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,202,39,199959,79,39,0.503595,0.159326,0.487801,0.16984,1.75813,0.249608,0.795122,0.057767,1.78189,0.234945,0.797648,0.0552279,0.997452,93.0343,9.42905,-0.455457,0.756928,1.33443,0.913481,76.5416,15.2272,13396100,7769070,42119300,28723200,42016900,25466100,28655100,2.07692,2.55588,0.935528,2.91424,781.908,645.592,2356.28,156.261,1144,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,281,40,199959,94,40,0.605999,0.157526,0.576068,0.168374,1.51733,0.223428,0.736392,0.0695394,1.59893,0.193606,0.748305,0.0622002,0.996491,148.7,17.9156,-0.439095,0.690939,1.2117,0.855068,78.5065,18.8563,11246700,5752290,39440200,28193500,39335800,25491100,28122600,2.775,4.55789,0.907556,2.72254,856.494,898.898,3956.53,156.487,1145,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,0,30,199962,119,30,0.426137,0.228933,0.413313,0.236861,1.90517,0.10531,0.814886,0.0269627,1.90525,0.105247,0.814898,0.0269562,0.999311,0.0582445,0.395228,-0.0160018,0.178547,2.5644,0.574545,63.289,3.97223,16744500,3595130,31887000,15142500,31780800,13895400,15109800,25.7667,41.175,0.881547,2.51763,6611.84,9019.81,30558.9,158.406,1146,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,105,30,199962,0,30,0.405774,0.236087,0.39325,0.241968,1.54461,0.0827752,0.722012,0.0299396,1.54732,0.0809352,0.72224,0.0298499,0.99996,1.47485,7.85308,0.0415436,0.248182,2.25181,0.563013,42.4486,5.31895,16343800,3896300,31482100,15138300,31372400,12916300,15103900,13.9333,23.4321,0.872393,2.59925,3771.99,4027.29,18758.9,158.596,1147,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,19,34,199960,4,34,0.465882,0.167077,0.451754,0.178713,1.79306,0.219063,0.795991,0.0521616,1.80441,0.212016,0.797134,0.0513114,0.999646,-19.8911,4.53059,0.29742,0.327674,1.78779,0.709854,29.4921,5.36714,19898400,3195010,35052200,15153800,34949400,11437900,15121900,4.38235,5.23009,0.928697,2.81453,1380.67,1233.64,5757.21,157.12,1148,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,45,32,199961,3,32,0.592634,0.156005,0.563687,0.169551,1.64222,0.178666,0.773081,0.054598,1.70468,0.155619,0.781161,0.0483462,0.998419,-55.7644,12.75,-0.0102411,0.329225,2.07333,0.671508,44.455,13.5633,19585700,2160170,34738300,15152600,34635300,12070200,15119900,7.65625,9.60342,0.919584,2.76957,2020.26,1822.41,7757.86,157.742,1149,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,126,41,199958,77,41,0.871787,0.170109,0.772658,0.167558,0.681294,0.495956,0.377824,0.260901,1.1935500000000001,0.346558,0.580834,0.158876,0.995859,15.942,15.4064,-0.507185,0.434993,1.95556,0.994862,18.2112,13.1468,14754700,4322400,43725600,28970800,43624300,26857700,28904400,170.146,197.704,0.942679,3.03679,49234.6,55966.5,184158,155.957,115,2
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,203,31,199961,59,31,0.651584,0.153782,0.614366,0.171129,1.44364,0.301214,0.71129,0.10074,1.54456,0.250305,0.728582,0.0882592,0.996977,22.1707,18.8952,-0.152314,0.218233,2.0468,0.584203,61.3125,20.7564,18313300,1773340,33462700,15149300,33359700,12897600,15116400,9.87097,10.7726,0.929322,2.90769,2764.57,2174.07,9358.23,158.077,1150,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,231,46,199958,194,46,0.382062,0.266943,0.374547,0.269484,1.9107,0.075967,0.825297,0.0104046,1.91102,0.0759391,0.825314,0.0104061,0.997668,0.387507,0.219252,-0.186517,0.380153,2.12197,0.89264,48.3045,4.50935,15664800,6788640,44771200,29106500,44669900,27614500,29041200,37.087,109.96,0.787156,2.31016,10516.6,29341.3,196958,155.589,1151,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,11,43,199958,300,43,0.486897,0.308258,0.475825,0.312141,1.38908,0.246889,0.631338,0.107114,1.39497,0.244892,0.632056,0.106932,0.99927,-0.177012,2.06708,-0.217452,0.511782,2.3161,1.37505,31.457,6.01786,16426400,6858380,45627900,29201500,45527400,27293600,29137200,85.9302,128.263,0.924931,2.78357,25076.9,36170,113957,155.721,1152,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,97,47,199958,148,47,0.553138,0.141705,0.534425,0.153481,1.69344,0.183384,0.784545,0.043217,1.73394,0.166764,0.789327,0.0406373,0.998506,4.25321,2.25881,-0.226246,0.525574,2.17159,1.32653,12.4303,4.80541,17071600,5125580,46338200,29266600,46237300,26981400,29202300,51.5106,69.7063,0.93976,2.98749,15372.7,20128,67756.2,155.565,1153,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,5,46,199958,23,46,0.762772,0.161995,0.707149,0.166969,1.22162,0.353373,0.638814,0.152529,1.42453,0.280306,0.687516,0.113088,0.999089,13.132,12.6993,-0.588956,0.375324,1.99265,1.14027,18.1033,9.66843,16706900,3617390,45935900,29229000,45835400,26985100,29164800,136.022,182.95,0.938934,2.97753,40055.9,52350.2,184357,155.414,1154,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,58,45,199958,18,45,0.784442,0.165841,0.712355,0.164735,1.10206,0.361152,0.598456,0.139811,1.39742,0.288971,0.674779,0.107929,0.994834,3.81209,14.148,-0.511015,0.448687,2.24834,0.807242,27.4747,18.5926,14758300,3233310,43727600,28969300,43626000,27076300,28902700,135.978,181.164,0.938333,2.96607,39400.7,51849.2,182158,155.788,1155,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,221,31,199962,39,31,0.390156,0.205496,0.378794,0.212757,1.94211,0.162984,0.828184,0.043398,1.94224,0.16301,0.828198,0.0433982,0.99921,-0.117016,0.358702,-0.0215785,0.174753,2.65586,0.593659,61.7255,20.2536,16824400,3833940,31965400,15141000,31859800,13940700,15108900,56.7097,89.1697,0.887987,2.60092,15332.7,22072.7,95759.9,158.261,1156,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,83,35,199961,0,35,0.368716,0.183826,0.358978,0.190169,1.79615,0.15948,0.794707,0.0429109,1.79871,0.158504,0.794836,0.0429099,0.999384,0.240107,1.94554,-0.0103582,0.205318,2.92994,0.728508,42.585,10.39,17515400,3370180,32663900,15148500,32559200,13616400,15116200,122.943,155.897,0.925488,2.84088,33884.4,40622.7,149361,158.143,1157,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,0,38,199960,0,41,0.657876,0.151094,0.627383,0.166538,1.48265,0.271964,0.727988,0.0862283,1.5653,0.239311,0.740817,0.0782723,0.998637,-1.8047,2.46171,0.0218641,0.553795,2.47119,0.866892,7.8746,2.60714,22873500,1916540,38028800,15155300,37926200,13207300,15123200,74.439,85.3364,0.943556,3.03107,22049.7,24240.3,94158,156.737,1158,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,7,35,199960,3,35,0.726817,0.167867,0.672873,0.175022,1.27314,0.288981,0.674551,0.0905153,1.46095,0.225408,0.712383,0.0675778,0.997981,-21.9843,9.4376,-0.333136,0.264585,2.7189,0.715566,18.8397,7.91856,21859400,1312800,37013000,15153600,36910700,13874200,15121000,197.429,197.152,0.942937,3.01736,57455.1,56339,176960,157.133,1159,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,55,25,199966,0,25,0.362517,0.30778,0.349381,0.30954,1.72494,0.0696175,0.780136,0.0234296,1.72539,0.069597,0.780167,0.023418,0.99972,0.228408,0.577718,0.128926,0.271216,2.36856,0.951223,42.9085,6.84998,10786500,3736900,25878200,15091700,25740600,11779500,15046700,30.92,68.067,0.766155,2.00612,6177.25,14545.8,65962.6,161.114,116,2
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,63,35,199961,5,36,0.816286,0.174429,0.741665,0.175707,0.973202,0.391099,0.543496,0.186203,1.29907,0.291404,0.638749,0.123856,0.99958,34.1523,35.472,-0.418386,0.267571,2.4664,0.61996,24.1854,14.206,20520800,1230470,35675200,15154400,35572400,14010300,15121100,224.417,221.389,0.945189,3.04006,63880.9,61320.1,190161,157.784,1160,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,131,42,199958,80,42,0.0818645,0.0408284,0.0801868,0.0419994,1.87423,0.0505617,0.804622,0.00950423,1.87428,0.0505181,0.804621,0.00950159,0.997521,-0.181777,0.210938,-0.446366,0.802661,0.795823,1.24911,27.942,0.980647,16358900,14279900,45540000,29181100,45439300,25908700,29116300,1.40476,2.1609,0.919851,2.77386,570.206,403.307,1755.93,155.913,1161,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,24,45,199958,38,45,0.342508,0.119165,0.335476,0.126475,1.93749,0.141898,0.832932,0.0308021,1.94242,0.138517,0.833297,0.0305514,0.999372,5.85553,2.1023,-0.238723,0.830521,1.12566,0.77896,21.0571,5.52763,16791300,12898700,46025400,29234100,45924700,25173700,29169600,0.955556,1.68596,0.908599,2.66443,470.889,358.987,1555.35,155.329,1162,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,32,44,199958,42,44,0.341828,0.152248,0.334438,0.157423,1.93185,0.133594,0.833117,0.0276199,1.93745,0.129941,0.833442,0.0275667,0.998613,-25.4694,2.90334,-0.439902,0.644719,1.11365,1.00624,37.6118,6.72322,16440900,12222200,45643400,29202500,45542500,25133000,29137800,1.38636,2.04735,0.927708,2.84767,528.471,431.894,2155.76,155.74,1163,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,83,40,199959,290,40,0.618191,0.17599,0.592946,0.187712,1.56527,0.273002,0.744853,0.0847003,1.62121,0.253979,0.752332,0.0806743,0.996923,121.813,8.23584,-0.40992,0.777202,1.37665,0.864601,52.4446,15.6808,13423300,8952310,42155400,28732100,42052100,25609600,28663400,1.675,2.46361,0.920918,2.72562,661.103,519.596,2756.13,156.1,1164,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,277,38,199959,128,38,0.657248,0.168595,0.622803,0.179526,1.50959,0.272319,0.735479,0.0785307,1.5961,0.237327,0.750216,0.0695023,0.996336,56.908,18.7247,-0.472469,0.688817,1.21006,0.980327,72.3575,25.6305,11164400,6946800,39333900,28169500,39229800,25664100,28098700,2.57895,4.4345,0.895877,2.56987,808.928,930.987,4956.36,156.284,1165,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,0,29,199962,52,29,0.459254,0.234313,0.444973,0.243972,1.80393,0.14729,0.768304,0.0459932,1.80402,0.147289,0.768319,0.0459953,0.999289,0.255748,0.375319,0.030534,0.216208,2.58307,0.515583,52.4553,12.0354,16672900,3796080,31816700,15143800,31710100,12820100,15111400,34.5517,38.5322,0.922632,2.79839,9062.5,9450.93,32759.4,158.915,1166,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,39,31,199963,208,31,0.478658,0.20994,0.464473,0.221439,1.83161,0.112844,0.812404,0.0206609,1.83379,0.112192,0.812577,0.0206208,0.999805,1.07712,2.90964,0.101966,0.214243,2.83769,0.549954,56.4997,17.9909,15170900,3210620,30306600,15135700,30193000,11908000,15100200,86.3871,112.36,0.913171,2.71122,20720.6,25567.3,94760.6,158.952,1167,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,0,30,199962,158,30,0.54442,0.212158,0.527455,0.227705,1.67149,0.138181,0.758292,0.0363273,1.67576,0.137105,0.758696,0.036342,0.997289,-0.491421,1.95221,0.0338463,0.20895,2.55515,0.647804,64.0004,8.73326,15745900,3087660,30882500,15136600,30773200,13356500,15102800,36.1667,35.0163,0.93542,2.9414,9445.29,8526.3,33559.1,358.458,1168,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,20,30,199961,0,30,0.614855,0.156126,0.587187,0.177829,1.57894,0.217869,0.746502,0.0630174,1.62793,0.199749,0.753301,0.0599313,0.998292,28.6219,12.1806,0.172688,0.212719,2.23697,0.59166,53.6647,16.6275,17671300,2634910,32815100,15143800,32711400,12254400,15111500,16.0667,17.6029,0.926654,2.82243,4824.51,4581.59,18958.1,157.761,1169,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,241,41,199961,135,41,0.759546,0.160264,0.708358,0.172126,1.21628,0.379382,0.631849,0.154239,1.41046,0.284549,0.68093,0.102704,0.998419,0.358133,1.17062,0.00693377,0.566252,2.29748,0.92581,2.31584,1.35167,20726000,3755180,35867200,15141300,35761100,11709100,15108700,66.561,76.3401,0.943526,3.03049,19679.8,22415.3,69758.5,157.584,117,2
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,0,0,1,2,200000,53,31,199962,1,31,0.685722,0.157318,0.642768,0.175823,1.4246,0.326035,0.705806,0.119307,1.53656,0.286578,0.726148,0.104903,0.999011,-35.7624,28.7565,0.059881,0.251275,2.22302,0.630904,60.7911,21.404,17049300,2339910,32191300,15142000,32086800,12810900,15109100,19.3871,23.0982,0.921952,2.85933,5642.24,5208.96,21558.6,158.28,1170,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,149,43,199958,106,43,0.399444,0.208975,0.391069,0.214483,1.96584,0.103893,0.827835,0.0210202,1.96589,0.103828,0.82784,0.0210119,0.999298,-0.0844429,0.315037,-0.19443,0.319057,2.74383,0.974526,61.1,8.36628,14681000,6738070,43648500,28967500,43546700,27569600,28900700,124.581,175.558,0.930563,2.87174,36523.6,49978.7,191958,155.758,1171,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,159,45,199958,95,45,0.46113,0.274799,0.451628,0.279135,1.83537,0.0996548,0.805374,0.021589,1.83727,0.0988604,0.80551,0.0215715,0.999299,0.431059,1.57215,-0.289359,0.498162,2.36633,1.09212,52.1095,4.11536,15430700,6939230,44503500,29072800,44402600,27577100,29007200,91.8889,163.923,0.907058,2.73902,26520.6,45882.7,186558,155.846,1172,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,12,43,199958,21,43,0.564576,0.23114,0.551405,0.241484,1.61282,0.227201,0.729395,0.0744355,1.61995,0.224192,0.730165,0.0741726,0.998531,-1.997,2.1866,-0.140299,0.486369,2.51836,0.956636,47.3469,6.81746,15589400,5928910,44684600,29095200,44583700,27435300,29029800,88.2326,145.168,0.913792,2.71848,24723.1,39647.2,155757,155.391,1173,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,19,43,199958,16,43,0.693735,0.170969,0.658343,0.183234,1.36455,0.308594,0.682732,0.100781,1.46798,0.260719,0.701851,0.0842014,0.999484,-12.5775,22.0429,-0.0909484,0.358228,2.43739,1.11725,36.0864,10.7529,15492900,4760010,44575100,29082200,44473900,27310300,29016500,95.8605,147.454,0.921719,2.8328,27523.6,41238.4,183758,155.817,1174,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,217,24,199965,84,24,0.414746,0.225976,0.3992,0.23528,1.93786,0.096483,0.8172,0.03954,1.93779,0.0964198,0.817189,0.03953,0.999361,-0.208597,0.442516,0.0432985,0.163866,2.97261,0.530722,80.7675,7.67087,9831860,2678680,24930700,15098900,24791800,13566400,15052900,60.0833,67.9773,0.904999,2.62424,10352.6,10421,44361.7,360.686,1176,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,200,29,199964,262,29,0.507611,0.240419,0.491486,0.252005,1.6896,0.258592,0.763425,0.0624057,1.69168,0.257084,0.76366,0.0622529,0.999151,-1.06875,1.95821,-0.00277848,0.156658,3.1578,0.645769,73.7839,10.4243,13023200,2852590,28141400,15118300,28019500,13646700,15079500,153.103,253.343,0.8711,2.48895,33070.7,44592.4,195963,159.729,1177,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,238,30,199962,0,30,0.531929,0.232529,0.515078,0.245111,1.63443,0.189959,0.742606,0.0499764,1.63997,0.1859,0.743155,0.0493802,0.999146,-3.59588,3.47173,-1.78939e-5,0.106554,2.98065,0.670261,57.8028,6.21688,16316400,3795260,31449900,15133500,31341700,13649900,15100300,175.6,257.415,0.895036,2.58929,43366.4,53929.2,199362,159.046,1178,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,154,30,199961,40,30,0.693085,0.170962,0.658236,0.195604,1.40767,0.311449,0.692308,0.113175,1.47609,0.289339,0.703277,0.107087,0.998136,-1.03451,10.093,-0.103962,0.0901112,3.12521,0.418375,44.0897,6.30342,18723000,2075140,33872200,15149200,33768500,14086300,15116700,212.767,161.076,0.947562,3.09675,61192.1,43983.2,152560,1157.8,1179,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,266,35,199960,242,36,0.759561,0.158558,0.697279,0.169673,1.23017,0.267213,0.654203,0.107605,1.43895,0.249711,0.696391,0.0954267,0.996714,-2.31589,1.80417,-0.103148,0.430498,2.47356,0.675162,3.40256,1.75019,22673900,2943740,37818700,15144800,37714800,12013500,15112700,146.556,137.27,0.947853,3.06375,43435.6,40769.5,122759,157.25,118,2
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,1,0,1,0,1,2,200000,0,35,199961,202,35,0.763501,0.169286,0.700899,0.178553,1.16937,0.334213,0.629113,0.156359,1.39049,0.285755,0.676465,0.125928,0.998611,4.12863,28.6988,-0.134218,0.19268,2.77813,0.748368,36.4139,13.3518,18935900,1991330,34085000,15149100,33981900,14033100,15116300,201.943,189.541,0.946259,3.08165,57661.5,52013.7,198761,157.809,1180,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,183,45,199958,230,45,0.0535989,0.0228961,0.0525632,0.0237828,1.50896,0.0447412,0.706068,0.00844569,1.50928,0.044353,0.706085,0.00839198,0.999332,-1.02734,0.437502,-0.387565,0.708079,1.12944,1.11189,29.4892,1.13643,16235500,14245400,45404600,29169100,45303700,25992700,29103800,1.77778,3.74693,0.879062,2.58842,604.461,781.068,5155.62,155.569,1181,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,242,47,199958,285,47,0.405745,0.178491,0.396943,0.184355,1.85128,0.15513,0.804046,0.0382158,1.857,0.151833,0.804609,0.0377624,0.998861,7.09117,1.0828,-0.444718,0.77725,1.13814,1.00592,19.757,2.09901,17162800,12988100,46423800,29261000,46323300,24638800,29196700,0.93617,1.34329,0.934917,2.88177,478.841,365.665,1555.45,155.434,1182,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,48,45,199958,57,46,0.532167,0.16021,0.518573,0.17152,1.68934,0.219871,0.76113,0.0741916,1.70789,0.209457,0.763312,0.0723389,0.998487,20.9352,2.48344,-0.268941,0.781288,1.08065,0.844673,18.5189,5.1787,16728200,12495100,45951000,29222800,45850700,25115700,29158700,1.21739,2.17609,0.908801,2.64093,494.788,416.76,2155.67,155.655,1183,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,65,37,199959,237,37,0.595549,0.174099,0.573414,0.187808,1.66518,0.217105,0.775728,0.0589097,1.70122,0.206041,0.779907,0.0562209,0.997795,-68.5924,11.3495,-0.397716,0.745008,1.17915,0.819546,62.1882,12.3249,13721500,9292640,42504300,28782800,42402000,25510600,28715000,2.51351,3.53073,0.919644,2.79524,810.43,676.485,3156.4,156.367,1184,20
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,278,38,199959,58,38,0.58649,0.153943,0.560101,0.165942,1.58768,0.178058,0.754344,0.0545359,1.6509,0.164319,0.762972,0.0516332,0.998077,-102.071,20.5329,-0.466987,0.690739,1.08944,0.984827,78.1686,18.6864,11147400,7204230,39301500,28154200,39197400,25450100,28083800,2.18421,2.73241,0.932501,2.93728,872.408,702.835,3156.67,156.608,1185,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,2,29,199963,13,29,0.434602,0.304363,0.421068,0.308853,1.70658,0.22134,0.754818,0.0645247,1.70677,0.221157,0.754836,0.0644999,0.999851,0.307687,0.757941,0.0990252,0.213956,2.49673,0.633795,45.0303,12.8786,14108900,4486600,29242700,15133800,29123000,12793900,15096400,43.069,76.5092,0.856699,2.41875,9311.28,15575.9,82761,159.391,1186,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,64,37,199961,1,38,0.608801,0.153806,0.583596,0.169026,1.62989,0.238956,0.765784,0.0786521,1.68039,0.219354,0.772292,0.0737108,0.99832,15.2131,1.07496,0.660656,0.695849,1.47904,0.918848,5.15124,1.86724,19530000,3213650,34627400,15097500,34515700,7223410,15062500,2.63158,3.52003,0.9266,2.81296,920.477,798.499,3557.34,157.31,1187,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,134,33,199960,140,34,0.546677,0.160278,0.524876,0.173866,1.66183,0.173562,0.775449,0.0409366,1.70426,0.161516,0.780318,0.0390133,0.999254,-3.43264,3.4396,0.261068,0.425781,1.95449,0.860057,11.3457,2.64925,21392500,3544780,36542900,15150400,36440400,8838860,15118900,4.88235,5.40569,0.934533,2.92009,1704.1,1572.06,6957.12,157.022,1188,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,0,31,199961,256,31,0.68679,0.170868,0.641297,0.184054,1.31289,0.321953,0.673687,0.144955,1.46505,0.255612,0.704927,0.104244,0.998709,-74.9564,14.0501,0.187249,0.376297,1.71779,0.778274,23.3741,8.62817,19194000,3070830,34335900,15141900,34233200,10963600,15110000,8.41935,12.866,0.892412,2.51218,2474.26,2736.07,10758.3,158.091,1189,20
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,0,36,199960,0,36,0.830309,0.171002,0.754005,0.179044,0.953349,0.375824,0.53212,0.18071,1.25164,0.327753,0.617915,0.142538,0.999502,-0.401552,20.6849,-0.272668,0.298899,2.55144,0.558449,12.1273,6.17183,20866200,2427420,36015900,15149700,35913200,13201200,15117600,183.972,183.121,0.944701,3.04622,52241.6,50538.4,169960,157.541,119,2
