max_gtime_evolution,dRemovalTime,dReproductionTime,dTickTime,dOutputTime,dFracDeadNest,dFracLastIndRecord,dInitIntercept,dInitSlope,bIsCoevolve,dFracKilled,dMetabolicCost,dMutationStrength,dMutationStrengthCues,dFracIndMutStrength,dMutBias,iNumWorkers,iNumCues,iNumColonies,dInitNestStock,dInitFoodStock,dExpParam,dMeanActionTime,dRatePopStock,dConstantPopStock,dRateNestStock,iModelChoice,iTolChoice,iKillChoice,iRepChoice,iFoodResetChoice,iConstStockChoice,gtime,popstock,popsize,glasttime,popstocklast,popsizelast,bcnest_avg,bcnest_std,bcind_avg,bcind_std,nshan_avg,nshan_std,nsimp_avg,nsimp_std,ishan_avg,ishan_std,isimp_avg,isimp_std,relatedness,neutral_avg,neutral_std,int_avg,int_std,slope_avg,slope_std,cueabun_avg,cueabun_std,steal,sucsteal,leave,sucfor,rentry,sucrentr,sucfood,offprings_avg,offspring_std,offsimp,offshan,timealive_avg,timealive_std,maxtime_alive,mintime_alive,simulation_folder,rep_num
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,107,27,199965,24,27,0.361486,0.261155,0.349453,0.264761,1.77535,0.126104,0.786623,0.0288045,1.77534,0.126084,0.786619,0.0288092,0.998867,-0.145669,0.288604,0.160907,0.17564,2.73471,0.825152,48.8223,8.6289,10194500,3346520,25287400,15092900,25147000,11513700,15046500,118.148,362.22,0.614844,1.54563,15198,38031.3,197565,160.585,1016,17
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,114,33,199962,1,34,0.616801,0.198206,0.595488,0.215571,1.43014,0.316855,0.678446,0.13219,1.46385,0.317126,0.683181,0.131985,0.999305,-3.77755,2.04049,0.0922703,0.355188,2.47974,0.70173,9.97401,6.70627,18368800,4722500,33506000,15137200,33396500,12178600,15103300,36.2941,51.2655,0.911907,2.76339,10505.4,14818.6,67159.1,158.137,1017,17
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,0,38,199960,2,39,0.796463,0.172895,0.731131,0.17760600000000001,1.08708,0.427181,0.588487,0.180903,1.35033,0.320509,0.661713,0.122989,0.995749,-6.59843,1.59837,-0.0509369,0.688887,2.50675,0.750683,3.28418,2.02396,23070700,3132060,38225500,15154900,38122000,12305400,15123200,136,151.738,0.94244000000000006,3.00908,39239.4,42857.6,135559,156.836,1018,17
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,6,35,199960,2,35,0.856474,0.167234,0.759476,0.169329,0.818371,0.424998,0.463147,0.216119,1.25502,0.326665,0.610705,0.141479,0.997177,20.9688,8.12259,-0.364746,0.313132,2.40562,0.584344,9.69889,7.4608,20891200,2506970,36041200,15150000,35938600,13244000,15117800,220.571,197.32,0.948563,3.08337,63804.1,55722.4,165960,157.478,1019,17
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,154,45,199958,211,45,0.423033,0.139963,0.413671,0.149175,1.94481,0.145812,0.83359,0.0308166,1.95028,0.141079,0.833943,0.0305074,0.999817,2.23039,3.54638,-0.459497,0.715913,1.26796,1.06683,16.665,4.19344,17520200,13182700,46824700,29304500,46724200,24822300,29240600,1.04444,1.81298,0.910819,2.63302,493.296,439.847,2555.54,155.516,102,2
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,1,0,1,2,200000,0,35,199961,290,35,0.881005,0.174027,0.772785,0.168132,0.626723,0.394919,0.37358,0.229718,1.18754,0.334422,0.584157,0.155856,0.99797,12.152,17.566,-0.394151,0.278707,2.41207,0.62715,14.1314,9.14594,19068600,2297410,34211000,15142400,34107900,13398300,15110200,214,184.934,0.950091,3.13989,61907.1,51518.8,182960,157.646,1020,17
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,54,40,199958,38,41,0.0320625,0.0117991,0.0314107,0.0125166,1.80702,0.0234139,0.78425,0.0043221,1.80691,0.0233481,0.784237,0.00430964,0.998048,-0.532217,0.226103,-0.372197,0.708874,1.1934,0.812465,42.9617,0.646217,15307400,13544100,44354200,29046800,44253000,26530800,28980800,1.56098,2.65999,0.904785,2.60296,619.337,596.647,2955.95,155.919,1021,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,7,47,199958,26,47,0.447439,0.193326,0.438137,0.199714,1.87884,0.178953,0.814378,0.0479852,1.88368,0.176881,0.814788,0.0476324,0.999214,-0.477419,1.6467,-0.326352,0.622403,0.999415,0.862034,16.9035,3.56251,16756500,12395600,45984200,29227700,45883700,25133200,29163500,1.21277,2.06218,0.917205,2.71815,470.371,370.73,1555.49,155.475,1022,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,171,42,199958,191,42,0.403243,0.119723,0.392982,0.129896,1.90321,0.178036,0.823557,0.0355733,1.91369,0.170082,0.824515,0.0349076,0.996092,-13.3517,1.53542,-0.423297,0.832645,0.864049,1.01646,26.3813,5.39187,16882000,10832300,46121000,29239000,46020100,24728000,29174400,1.5,1.99105,0.93424,2.85685,589.042,442.758,1755.72,155.705,1023,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,194,39,199959,65,39,0.557455,0.146429,0.53663400000000006,0.160233,1.66591,0.202849,0.775088,0.0509017,1.70767,0.187307,0.78015,0.0484157,0.998536,-86.7766,11.7815,-0.434451,0.674536,1.03366,0.92457,57.2872,14.5227,13338100,7847510,42049500,28711400,41946900,25501400,28643100,2.02564,2.53678,0.934145,2.85633,725.553,699.519,3156.37,156.313,1024,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,242,37,199959,47,37,0.627503,0.163131,0.600723,0.178461,1.51263,0.208689,0.734739,0.0646623,1.57397,0.196449,0.743115,0.0610315,0.997643,-81.74,22.2183,-0.502532,0.669144,1.4183,1.12226,88.8035,23.3158,11147800,5868520,39309100,28161300,39204700,25576800,28090500,2.16216,2.69648,0.930937,2.9258,762.166,624.701,2956.79,156.751,1025,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,119,30,199963,295,30,0.407055,0.231801,0.394836,0.238572,1.94167,0.137512,0.822381,0.0391706,1.94168,0.137503,0.822375,0.0391756,0.999492,-0.428641,0.48139,-0.0260212,0.197483,2.71615,0.557582,65.0585,19.1345,14941100,3817380,30077500,15136400,29963400,13621400,15101200,39.5667,100.99,0.749508,2.07463,9179.08,22755.8,126561,158.909,1026,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,36,31,199962,0,31,0.518862,0.25272,0.503585,0.263408,1.6602,0.278004,0.740522,0.100728,1.66221,0.276444,0.740733,0.100598,0.999772,-0.293089,3.7898,-0.0142529,0.271803,2.16816,0.629415,51.6553,10.6962,17738500,3953130,32886400,15147900,32782800,13788400,15115900,10.4839,13.8608,0.911356,2.73986,2713.22,2770.73,10958.5,158.343,1027,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,89,35,199960,41,35,0.486515,0.143977,0.471478,0.157888,1.80189,0.16692,0.80396,0.0380095,1.81882,0.157844,0.80543,0.0372032,0.999404,-0.266962,4.04133,0.167912,0.480471,1.79979,0.809514,19.0856,5.25641,21395400,3251360,36551300,15155900,36449000,10307300,15123700,4.2,5.76591,0.917581,2.80831,1431.82,1263.19,4557.58,157.522,1028,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,56,33,199961,5,34,0.60696,0.159571,0.576809,0.17326,1.6451,0.284825,0.774057,0.0732193,1.71178,0.252216,0.783078,0.066232,0.997584,-50.919,10.4865,-0.00923087,0.375228,1.96717,0.720852,41.756,14.6355,19471200,2215780,34620100,15148900,34516900,12193100,15116000,6.41176,8.95123,0.913265,2.80708,2086.86,2028.58,8557.53,157.415,1029,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,2,0,0,0,1,2,200000,16,44,199958,71,44,0.387354,0.158649,0.37829,0.164197,1.75941,0.178833,0.790247,0.0385031,1.77043,0.170937,0.791424,0.0376942,0.997749,6.09136,2.15608,-0.458917,0.610301,1.01622,1.10009,28.5667,5.49161,17285700,12378100,46580200,29294500,46479600,24747500,29230500,1.38636,2.29838,0.914808,2.76941,496.335,416.875,2355.45,155.421,103,2
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,0,0,1,2,200000,0,32,199961,124,32,0.698716,0.172704,0.654594,0.18809,1.29438,0.307669,0.660726,0.121326,1.43102,0.248533,0.688786,0.0977287,0.998504,67.3555,28.9279,-0.0261893,0.328143,2.05059,0.713428,58.8823,19.3078,18314800,1759750,33465100,15150300,33361400,12798400,15117500,8.8125,12.665,0.904205,2.70107,2708.11,3303.46,17158.3,158.067,1030,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,120,41,199959,55,41,0.41636,0.213227,0.40723,0.2195,1.9176,0.199402,0.812274,0.0646149,1.91758,0.199406,0.812275,0.0646031,0.999221,-0.342201,0.302477,-0.208052,0.342012,2.51256,0.937655,74.3714,6.46567,13607000,4799910,42390200,28783300,42287700,27705200,28715300,44.878,57.9092,0.934999,2.93563,13253.8,16732.5,71557,156.041,1031,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,142,49,199958,214,49,0.464638,0.19839,0.455168,0.205295,1.67628,0.229653,0.746604,0.0983583,1.68216,0.227937,0.747208,0.0980193,0.999735,2.18259,2.75742,-0.2188,0.594614,2.18865,1.18766,26.1995,7.86694,16901100,6511510,46156300,29255200,46055700,27155300,29191200,69.3265,139.183,0.897334,2.62317,20294.4,40392.7,194758,155.385,1032,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,15,46,199958,43,46,0.658934,0.150044,0.627024,0.162248,1.51662,0.252516,0.734634,0.077537,1.60539,0.230557,0.748137,0.072222,0.996529,10.9198,1.38771,-0.214875,0.367859,2.16755,1.0249,7.25143,3.05944,18329700,4593260,47715000,29385200,47614800,26347400,29322100,54.1957,88.1441,0.920757,2.8152,15973,25020.5,92756.5,155.486,1033,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,236,44,199958,244,44,0.756458,0.160517,0.698143,0.164911,1.25099,0.336381,0.652988,0.117355,1.45988,0.263858,0.701474,0.0894595,0.997954,-11.9172,11.0581,-0.496388,0.391437,2.20892,0.894059,18.0818,10.3147,16694300,3656950,45921500,29227300,45821000,26961600,29163000,131.364,161.109,0.943088,2.98823,38978.9,47871.2,158957,155.755,1034,18
200000,200,200,2,50.1,1,0.05,0,1,0,0.4,40,1,10,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,191,41,199958,142,41,0.77598,0.169146,0.705963,0.168374,1.12531,0.366136,0.608333,0.156434,1.40292,0.287915,0.678104,0.114886,0.998603,-13.6438,25.4035,-0.576745,0.456574,2.12063,0.919762,29.6456,19.7775,14664200,3164690,43621100,28956900,43519300,27181800,28889900,158,175.328,0.945576,3.06328,47166.4,52088.6,181758,156.156,1035,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,0,31,199961,278,31,0.426621,0.255069,0.414262,0.261326,1.9311,0.0814247,0.821383,0.0202268,1.93105,0.0814576,0.821377,0.0202293,0.999701,-0.6533,0.501659,-0.0619392,0.245918,2.50253,0.640459,49.5583,10.2733,18049500,5035060,33197000,15147500,33093400,14239800,15115600,19.7742,22.1107,0.92741,2.91672,5925.52,5808.01,25558.1,157.689,1036,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,0.5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,0,33,199961,271,33,0.417317,0.196581,0.40543,0.204898,1.70692,0.235735,0.762354,0.0631276,1.71087,0.232919,0.762768,0.062884,0.999414,-2.26442,2.19515,-0.0246899,0.129699,2.98068,0.70704,41.485,6.80207,18913300,3672680,34065000,15151700,33962300,13810300,15119900,127.152,136.447,0.934801,2.93048,36085.3,37483.7,145560,157.473,1037,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,1,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,39,35,199961,3,35,0.532998,0.177813,0.515785,0.191686,1.73609,0.193638,0.784107,0.0527167,1.75266,0.189607,0.785767,0.0520747,0.9996,0.355252,4.62486,-0.0901384,0.210256,2.99928,0.759168,26.8079,4.27799,20444400,2677480,35597100,15152700,35494900,13899200,15120500,119.571,158.244,0.921387,2.80442,33363.8,42788.1,167960,157.615,1038,18
200000,200,200,4,50.1,1,0.05,0,1,0,0.4,40,1,5,0.1,0,10,10,50,25,300,0.1,1,0,50,0,0,0,1,0,1,2,200000,127,37,199960,133,37,0.805027,0.17736,0.729772,0.177388,1.01195,0.430789,0.553537,0.214965,1.32499,0.314712,0.644766,0.143846,0.996809,11.0678,9.67456,-0.350996,0.294309,2.51679,0.681799,13.2339,6.78015,22310400,1283290,37465700,15155400,37363600,13830100,15122900,196.676,212.615,0.941388,3.00507,56341.3,59609.8,183759,156.691,1039,18
